Case ID,Round,FeatGender,FeatPartyID,FeatEUIntegration,FeatScandal,Chosen Candidate,UK Citizen,Prime Minister,Vote Last 5 Yrs,Age,Party ID,Party Strength,Gender,EU Integration,Education,IPAddress,online,Same Choice
115,3,Male,Conservative Party,Neutral,Having an Extramarital Affair,0,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,3,Male,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,4,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,0,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,4,Male,Liberal Democrats,Neutral,No Scandal,1,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,5,Male,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,5,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,6,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,1,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
115,6,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,5,1,3,1,1,2,86.154.46.108,1,0
116,1,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,1,Male,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,2,Male,Conservative Party,Support EU Integration,Misreporting Funds,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,2,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,3,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,3,Male,Conservative Party,Neutral,No Scandal,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,4,Male,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,4,Female,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,5,Male,Liberal Democrats,Neutral,Having an Extramarital Affair,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,5,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,6,Male,Conservative Party,Neutral,No Scandal,1,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
116,6,Female,Labour Party,Oppose EU Integration,No Scandal,0,1,1,1,1,1,3,2,2,4,155.245.28.4,0,0
117,1,Female,Labour Party,Support EU Integration,Misreporting Funds,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,1,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,2,Female,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,2,Female,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,3,Female,Liberal Democrats,Neutral,Plagiarism,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,3,Male,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,4,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,4,Male,Labour Party,Support EU Integration,Misreporting Funds,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,5,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,5,Male,Liberal Democrats,Neutral,Plagiarism,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,6,Female,Labour Party,Neutral,Misreporting Funds,1,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
117,6,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,3,1,2,3,155.245.28.2,0,0
118,1,Female,Conservative Party,Neutral,No Scandal,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,1,Male,Labour Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,2,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,2,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,3,Male,Labour Party,Support EU Integration,Sexual Harassment,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,3,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,4,Male,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,4,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,5,Male,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,5,Male,Conservative Party,Neutral,Plagiarism,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,6,Female,Labour Party,Neutral,No Scandal,1,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
118,6,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,2,1,1,3,155.245.28.10,0,0
119,1,Female,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,1,Male,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,2,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,2,Male,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,3,Female,Liberal Democrats,Oppose EU Integration,No Scandal,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,3,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,4,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,4,Female,Labour Party,Oppose EU Integration,Sexual Harassment,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,5,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,5,Female,Labour Party,Neutral,Plagiarism,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,6,Male,Labour Party,Neutral,Plagiarism,1,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
119,6,Female,Liberal Democrats,Neutral,Sexual Harassment,0,1,1,1,1,7,0,2,1,3,155.245.28.8,0,0
120,1,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,1,Male,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,2,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,2,Male,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,3,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,3,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,4,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,4,Male,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,5,Female,Labour Party,Neutral,No Scandal,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,5,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,6,Male,Labour Party,Support EU Integration,Sexual Harassment,1,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
120,6,Male,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,1,2,4,1,1,3,155.245.28.4,0,0
121,1,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,1,Male,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,2,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,2,Female,Liberal Democrats,Support EU Integration,No Scandal,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,3,Male,Conservative Party,Oppose EU Integration,Plagiarism,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,3,Female,Conservative Party,Neutral,No Scandal,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,4,Male,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,4,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,5,Female,Labour Party,Neutral,No Scandal,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,5,Female,Liberal Democrats,Neutral,Plagiarism,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,6,Female,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
121,6,Male,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,2,1,1,3,2,2,4,155.245.28.2,0,0
122,1,Male,Conservative Party,Neutral,Plagiarism,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,1,Female,Labour Party,Neutral,Plagiarism,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,2,Male,Conservative Party,Support EU Integration,Sexual Harassment,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,2,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,3,Female,Liberal Democrats,Neutral,No Scandal,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,3,Female,Labour Party,Oppose EU Integration,Sexual Harassment,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,4,Female,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,4,Female,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,5,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,5,Male,Liberal Democrats,Neutral,Misreporting Funds,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,6,Female,Conservative Party,Oppose EU Integration,No Scandal,1,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
122,6,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,2,1,1,4,1,2,4,155.245.28.9,0,0
123,1,Female,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,1,Female,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,2,Male,Liberal Democrats,Support EU Integration,Plagiarism,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,2,Female,Labour Party,Support EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,3,Female,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,3,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,4,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,4,Male,Liberal Democrats,Support EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,5,Male,Labour Party,Support EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,5,Female,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,6,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
123,6,Male,Conservative Party,Support EU Integration,No Scandal,1,1,1,1,1,1,3,2,2,3,155.245.28.10,0,0
124,1,Female,Labour Party,Support EU Integration,Plagiarism,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,1,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,2,Female,Conservative Party,Neutral,Sexual Harassment,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,2,Female,Labour Party,Neutral,Sexual Harassment,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,3,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,3,Male,Liberal Democrats,Neutral,Plagiarism,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,4,Female,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,4,Female,Liberal Democrats,Neutral,Sexual Harassment,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,5,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,5,Female,Labour Party,Support EU Integration,Misreporting Funds,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,6,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
124,6,Male,Conservative Party,Neutral,No Scandal,0,1,1,2,1,1,2,2,2,3,155.245.28.2,0,0
125,1,Male,Conservative Party,Support EU Integration,No Scandal,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,1,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,2,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,2,Female,Conservative Party,Support EU Integration,Misreporting Funds,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,3,Female,Conservative Party,Support EU Integration,No Scandal,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,3,Female,Labour Party,Support EU Integration,Sexual Harassment,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,4,Female,Conservative Party,Neutral,Plagiarism,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,4,Male,Conservative Party,Neutral,No Scandal,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,5,Female,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,5,Male,Liberal Democrats,Neutral,Plagiarism,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,6,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,0,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
125,6,Male,Labour Party,Support EU Integration,Sexual Harassment,1,1,1,1,1,1,3,1,1,3,155.245.28.8,0,0
126,1,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,1,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,2,Male,Conservative Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,2,Male,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,3,Female,Liberal Democrats,Support EU Integration,Plagiarism,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,3,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,4,Female,Liberal Democrats,Support EU Integration,No Scandal,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,4,Male,Liberal Democrats,Support EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,5,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,5,Female,Liberal Democrats,Neutral,Misreporting Funds,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,6,Male,Conservative Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
126,6,Female,Labour Party,Neutral,Misreporting Funds,1,1,1,1,1,1,3,1,1,3,155.245.28.14,0,0
127,1,Male,Labour Party,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,1,Male,Conservative Party,Neutral,Sexual Harassment,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,2,Female,Conservative Party,Support EU Integration,No Scandal,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,2,Male,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,3,Male,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,3,Female,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,4,Male,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,4,Female,Labour Party,Neutral,Misreporting Funds,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,5,Female,Liberal Democrats,Neutral,Having an Extramarital Affair,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,5,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,6,Male,Labour Party,Neutral,Misreporting Funds,1,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
127,6,Female,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,1,3,4,1,3,3,155.245.28.10,0,0
128,1,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,1,Female,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,2,Male,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,2,Female,Labour Party,Neutral,No Scandal,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,3,Male,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,3,Male,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,4,Female,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,4,Female,Conservative Party,Oppose EU Integration,No Scandal,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,5,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,5,Female,Liberal Democrats,Oppose EU Integration,Sexual Harassment,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,6,Male,Liberal Democrats,Neutral,Sexual Harassment,0,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
128,6,Female,Liberal Democrats,Neutral,No Scandal,1,1,1,1,1,7,0,2,3,3,155.245.28.4,0,0
129,1,Male,Liberal Democrats,Neutral,Misreporting Funds,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,1,Male,Labour Party,Neutral,Having an Extramarital Affair,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,2,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,2,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,3,Female,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,3,Female,Labour Party,Neutral,Misreporting Funds,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,4,Female,Labour Party,Support EU Integration,No Scandal,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,4,Female,Conservative Party,Neutral,Plagiarism,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,5,Female,Conservative Party,Support EU Integration,Plagiarism,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,5,Female,Labour Party,Support EU Integration,Plagiarism,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,6,Male,Liberal Democrats,Neutral,Misreporting Funds,0,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
129,6,Male,Labour Party,Neutral,Plagiarism,1,1,1,1,5,1,3,1,6,3,155.245.28.9,0,0
130,1,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,1,Female,Labour Party,Oppose EU Integration,No Scandal,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,2,Male,Labour Party,Neutral,No Scandal,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,2,Female,Labour Party,Oppose EU Integration,Plagiarism,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,3,Female,Liberal Democrats,Support EU Integration,No Scandal,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,3,Female,Labour Party,Oppose EU Integration,No Scandal,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,4,Male,Labour Party,Oppose EU Integration,Misreporting Funds,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,4,Female,Conservative Party,Oppose EU Integration,Plagiarism,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,5,Male,Labour Party,Neutral,Plagiarism,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,5,Female,Conservative Party,Support EU Integration,Sexual Harassment,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,6,Male,Labour Party,Oppose EU Integration,Misreporting Funds,0,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
130,6,Female,Labour Party,Support EU Integration,No Scandal,1,1,1,1,1,1,3,1,1,2,155.245.28.11,0,0
131,1,Female,Labour Party,Neutral,Plagiarism,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,1,Female,Labour Party,Neutral,Misreporting Funds,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,2,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,2,Male,Labour Party,Support EU Integration,Misreporting Funds,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,3,Female,Conservative Party,Support EU Integration,Misreporting Funds,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,3,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,4,Female,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,4,Female,Conservative Party,Neutral,Misreporting Funds,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,5,Female,Labour Party,Neutral,No Scandal,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,5,Male,Conservative Party,Support EU Integration,Misreporting Funds,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,6,Female,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
131,6,Female,Conservative Party,Support EU Integration,Plagiarism,0,1,1,2,1,1,4,1,1,3,155.245.28.10,0,0
132,1,Female,Labour Party,Oppose EU Integration,Plagiarism,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,1,Female,Conservative Party,Support EU Integration,Sexual Harassment,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,2,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,2,Male,Liberal Democrats,Oppose EU Integration,Plagiarism,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,3,Female,Conservative Party,Support EU Integration,Having an Extramarital Affair,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,3,Female,Conservative Party,Neutral,Sexual Harassment,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,4,Female,Labour Party,Support EU Integration,Having an Extramarital Affair,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,4,Male,Labour Party,Neutral,Plagiarism,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,5,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,5,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,0
132,6,Female,Labour Party,Support EU Integration,Sexual Harassment,1,1,0,2,1,2,3,2,6,2,155.245.28.4,0,1
132,6,Female,Labour Party,Support EU Integration,Sexual Harassment,0,1,0,2,1,2,3,2,6,2,155.245.28.4,0,1
133,1,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,1,Female,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,2,Male,Labour Party,Neutral,No Scandal,1,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,2,Female,Conservative Party,Neutral,Having an Extramarital Affair,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,3,Female,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,1,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,3,Female,Labour Party,Neutral,Sexual Harassment,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,4,Female,Conservative Party,Neutral,Misreporting Funds,1,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,4,Female,Liberal Democrats,Support EU Integration,Misreporting Funds,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,5,Male,Labour Party,Neutral,Plagiarism,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,5,Male,Conservative Party,Support EU Integration,Plagiarism,1,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
133,6,Male,Liberal Democrats,Support EU Integration,Sexual Harassment,0,1,1,1,3,7,0,1,4,3,155.245.28.8,0,0
