,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
64,155.245.28.2,100,36,TRUE,2018/4/26 06:06,R_8kKtkQs5WsvcdWh,,,,,51.90859985,0.920898438,anonymous,EN,10.031,10.031,10.787,1,Minister 2,23.971,23.971,26.02,1,Minister 2,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Gender,Male,Labour Party,Neutral,No Scandal,Labour Party,Support EU Integration,Having an Extramarital Affair,Male,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Male,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female
65,155.245.28.9,100,62,TRUE,2018/4/26 06:09,R_31tueIVd2ZZjg9V,,,,,51.90859985,0.920898438,anonymous,EN,26.161,26.161,28.089,1,Minister 2,34.326,34.326,35.356,1,Minister 1,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Labour Party,Plagiarism,Plagiarism,Female,Support EU Integration,Neutral,Labour Party,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Labour Party,No Scandal,Misreporting Funds,Female,Neutral,Support EU Integration,Labour Party
66,155.245.28.2,100,87,TRUE,2018/4/26 06:35,R_0U6obQVEFqEqm5z,,,,,51.90859985,0.920898438,anonymous,EN,18.404,18.404,20.351,1,Minister 2,46.694,46.694,48.564,1,Minister 1,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Sexual Harassment,Support EU Integration,Labour Party,Labour Party,No Scandal,Support EU Integration,Female,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Gender,Male,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Oppose EU Integration,Female,Having an Extramarital Affair
67,155.245.28.8,100,27,TRUE,2018/4/26 06:35,R_tVBWwaJrk6ZbBeN,,,,,51.90859985,0.920898438,anonymous,EN,10.711,10.711,11.745,1,Minister 1,14.052,14.052,15.023,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Oppose EU Integration,No Scandal,Labour Party,Male,Labour Party,Having an Extramarital Affair,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Oppose EU Integration,Sexual Harassment,Labour Party,Female,Labour Party,Sexual Harassment,Neutral
68,155.245.28.4,100,31,TRUE,2018/4/26 06:36,R_3IS1GMVmvIQ34a0,,,,,51.90859985,0.920898438,anonymous,EN,18.002,18.002,19.143,1,Minister 1,10.954,10.954,13.143,1,Minister 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Oppose EU Integration,Female,Liberal Democrats,Misreporting Funds,Neutral,Conservative Party,Sexual Harassment,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Oppose EU Integration,Female,Liberal Democrats,No Scandal,Support EU Integration,Conservative Party,No Scandal
69,155.245.28.9,100,36,TRUE,2018/4/26 06:48,R_23ZAphDDiW0HAWP,,,,,51.90859985,0.920898438,anonymous,EN,13.267,13.267,14.457,1,Minister 2,21.342,21.342,22.513,1,Minister 1,Gender,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Male,Neutral,Labour Party,Misreporting Funds,Support EU Integration,Labour Party,Plagiarism,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Male,Neutral,Labour Party,Plagiarism,Neutral,Labour Party,Sexual Harassment
70,155.245.28.22,100,28,TRUE,2018/5/29 07:08,R_2zBnE4gFpwt8JJj,,,,,51.90859985,0.920898438,anonymous,EN,7.464,7.464,12.124,1,Minister 1,14.513,14.513,15.488,1,Minister 1,Gender,Male,PM's Scandal,Plagiarism,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Partisanship,Conservative Party,Male,Having an Extramarital Affair,Sexual Harassment,Oppose EU Integration,Conservative Party,Support EU Integration,Conservative Party,Gender,Female,PM's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Female,Sexual Harassment,No Scandal,Support EU Integration,Liberal Democrats,Neutral,Conservative Party
71,155.245.28.24,100,13,TRUE,2018/5/29 07:08,R_beAIkkMiZWnJys9,,,,,51.90859985,0.920898438,anonymous,EN,3.283,5.241,6.25,3,Minister 1,3.771,4.727,6.113,2,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Oppose EU Integration,Plagiarism,Neutral,Sexual Harassment,Liberal Democrats,Conservative Party,Female,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Neutral,Plagiarism,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Female
72,155.245.28.13,100,21,TRUE,2018/5/29 07:08,R_1GUkhVVnr8DoxqR,,,,,51.90859985,0.920898438,anonymous,EN,6.776,6.776,7.921,1,Minister 1,12.368,12.368,13.156,1,Minister 2,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Male,Neutral,Sexual Harassment,Misreporting Funds,Conservative Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Female,Neutral,No Scandal,No Scandal,Conservative Party
73,155.245.28.10,100,30,TRUE,2018/5/29 07:08,R_2YD2r2cs5usjtz4,,,,,51.90859985,0.920898438,anonymous,EN,8.711,8.711,13.863,1,Minister 1,14.709,14.709,16.87,1,Minister 1,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Support EU Integration,Female,Misreporting Funds,Conservative Party,Liberal Democrats,Neutral,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Oppose EU Integration,Male,Having an Extramarital Affair,Conservative Party,Conservative Party,Neutral,Having an Extramarital Affair
74,155.245.28.21,100,22,TRUE,2018/5/29 07:09,R_2E0IBecL0qFYj2Q,,,,,51.90859985,0.920898438,anonymous,EN,14.001,14.001,14.987,1,Minister 2,6.971,6.971,7.903,1,Minister 1,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Conservative Party,Plagiarism,Neutral,Sexual Harassment,Conservative Party,Male,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Labour Party,No Scandal,Neutral,Misreporting Funds,Labour Party,Male,Support EU Integration
75,155.245.28.11,100,33,TRUE,2018/5/29 07:09,R_3MQADWfY0bjhFDQ,,,,,51.90859985,0.920898438,anonymous,EN,13.629,13.629,14.848,1,Minister 1,14.284,14.284,18.71,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Misreporting Funds,Female,Labour Party,Support EU Integration,Labour Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Sexual Harassment,Support EU Integration,Sexual Harassment,Male,Conservative Party,Oppose EU Integration,Conservative Party
76,155.245.28.16,100,31,TRUE,2018/5/29 07:10,R_2PhYxya9fojFC63,,,,,51.90859985,0.920898438,anonymous,EN,13.064,20.333,21.502,3,Minister 1,4.947,5.729,9.564,2,Minister 1,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Oppose EU Integration,Sexual Harassment,Female,No Scandal,Conservative Party,Neutral,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Neutral,Having an Extramarital Affair,Male,Misreporting Funds,Conservative Party,Neutral,Conservative Party
77,155.245.28.26,100,41,TRUE,2018/5/29 07:10,R_3HHO5RgKtDEVTt3,,,,,51.90859985,0.920898438,anonymous,EN,4.254,4.254,17.612,1,Minister 1,11.114,23.392,25.123,2,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Liberal Democrats,Misreporting Funds,Support EU Integration,Conservative Party,Neutral,Female,Sexual Harassment,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Oppose EU Integration,Male,Sexual Harassment
78,155.245.28.23,100,23,TRUE,2018/5/29 07:10,R_1dE5vN1bQe5zOe2,,,,,51.90859985,0.920898438,anonymous,EN,10.903,10.903,15.33,1,Minister 2,5.767,5.767,6.757,1,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Female,Labour Party,Support EU Integration,Misreporting Funds,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Liberal Democrats,Having an Extramarital Affair,Male,Conservative Party,Support EU Integration,No Scandal,Neutral
79,155.245.28.17,100,53,TRUE,2018/5/29 07:11,R_33jdfm1D6guzeEQ,,,,,51.90859985,0.920898438,anonymous,EN,40.523,40.523,42.729,1,Minister 1,9.945,9.945,11.309,1,Minister 2,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Liberal Democrats,Plagiarism,Neutral,Female,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Conservative Party,Misreporting Funds,Liberal Democrats,No Scandal,Oppose EU Integration,Male,Neutral
80,155.245.28.20,100,34,TRUE,2018/5/29 07:11,R_2U3ClltLKupd1s3,,,,,51.90859985,0.920898438,anonymous,EN,22.209,22.209,23.339,1,Minister 1,10.44,10.44,11.829,1,Minister 1,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Female,PM's Scandal,Plagiarism,Neutral,Neutral,Misreporting Funds,Liberal Democrats,Conservative Party,Female,No Scandal,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Male,PM's Scandal,Misreporting Funds,Oppose EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Conservative Party,Female,Plagiarism
81,155.245.28.2,100,52,TRUE,2018/5/29 07:14,R_33DqsvxkhNtPaAM,,,,,51.90859985,0.920898438,anonymous,EN,25.633,25.633,26.544,1,Minister 2,24.925,24.925,26.413,1,Minister 1,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Male,Neutral,Oppose EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Scandal,Plagiarism,Male,Neutral,Oppose EU Integration,Conservative Party,Conservative Party,Misreporting Funds,Having an Extramarital Affair
82,155.245.28.12,100,123,TRUE,2018/5/29 07:19,R_12gSPxIFnX5uAAq,,,,,51.90859985,0.920898438,anonymous,EN,96.781,96.781,97.837,1,Minister 2,26.646,26.646,28.741,1,Minister 1,PM's Scandal,No Scandal,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Misreporting Funds,Sexual Harassment,Neutral,Female,Labour Party,Neutral,Labour Party,PM's Scandal,Plagiarism,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Plagiarism,Misreporting Funds,Oppose EU Integration,Male,Conservative Party,Oppose EU Integration,Conservative Party
83,155.245.28.10,100,18,TRUE,2018/5/29 07:34,R_2tmaF7Fql0qbKhQ,,,,,51.90859985,0.920898438,anonymous,EN,11.039,11.039,11.962,1,Minister 1,3.945,3.945,5.003,1,Minister 2,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Oppose EU Integration,Conservative Party,Oppose EU Integration,Plagiarism,Male,Having an Extramarital Affair,Conservative Party,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Gender,Male,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,Neutral,Labour Party,Support EU Integration,Misreporting Funds,Female,No Scandal,Labour Party
84,155.245.28.8,100,32,TRUE,2018/5/29 07:36,R_A6bBmnk0pB2puJb,,,,,51.90859985,0.920898438,anonymous,EN,15.586,15.586,22.871,1,Minister 2,8.593,8.593,9.897,1,Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,Oppose EU Integration,Labour Party,Male,Neutral,Labour Party,No Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,No Scandal,PM's Scandal,Plagiarism,Support EU Integration,Labour Party,Male,Support EU Integration,Labour Party,Plagiarism,Plagiarism
85,155.245.28.2,100,35,TRUE,2018/5/29 07:37,R_2v7zAlcQFZhvD1F,,,,,51.90859985,0.920898438,anonymous,EN,22.471,22.471,23.872,1,Minister 2,10.74,10.74,12.257,1,Minister 2,Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,No Scandal,Labour Party,Plagiarism,Support EU Integration,Male,Support EU Integration,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Misreporting Funds,Labour Party,Misreporting Funds,Support EU Integration,Male,Oppose EU Integration,Labour Party
86,155.245.28.4,100,31,TRUE,2018/5/29 08:09,R_Q0SIHVw0ZD9L4bL,,,,,51.90859985,0.920898438,anonymous,EN,12.802,18.391,21.427,2,Minister 1,8.437,8.949,11.016,2,Minister 1,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Labour Party,Labour Party,Neutral,Support EU Integration,Female,Having an Extramarital Affair,Misreporting Funds,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,Labour Party,Labour Party,Oppose EU Integration,Oppose EU Integration,Female,Having an Extramarital Affair,Plagiarism
87,155.245.28.9,100,32,TRUE,2018/5/29 08:09,R_1Hhry7AP5XL4Huv,,,,,51.90859985,0.920898438,anonymous,EN,17.204,17.204,18.192,1,Minister 2,12.717,12.717,13.811,1,Minister 1,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,EU Integration,Neutral,Having an Extramarital Affair,Liberal Democrats,Plagiarism,Male,Neutral,Conservative Party,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,No Scandal,Conservative Party,Misreporting Funds,Male,Support EU Integration,Conservative Party,Neutral
88,155.245.28.9,100,17,TRUE,2018/5/29 08:39,R_DuS09hhgOR69IYN,,,,,51.90859985,0.920898438,anonymous,EN,7.595,7.595,8.784,1,Minister 1,6.627,6.627,7.51,1,Minister 1,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,PM's Partisanship,Conservative Party,Conservative Party,Sexual Harassment,Neutral,Oppose EU Integration,Sexual Harassment,Male,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Liberal Democrats,Plagiarism,Oppose EU Integration,Support EU Integration,Misreporting Funds,Female,Conservative Party
89,155.245.28.2,100,12,TRUE,2018/5/29 09:39,R_3exa28ef66RDfk5,,,,,51.90859985,0.920898438,anonymous,EN,3.704,3.704,5.372,1,Minister 1,4.413,4.413,5.976,1,Minister 1,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,Neutral,Sexual Harassment,Conservative Party,Neutral,Having an Extramarital Affair,Female,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,No Scandal,Gender,Male,Party Affiliation,Liberal Democrats,Neutral,Misreporting Funds,Conservative Party,Support EU Integration,Sexual Harassment,Male,Liberal Democrats
90,155.245.28.4,100,27,TRUE,2018/5/29 09:42,R_1nQ3uByTzAccdTl,,,,,51.90859985,0.920898438,anonymous,EN,11.904,11.904,15.247,1,Minister 2,11.538,11.538,12.743,1,Minister 2,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Male,Liberal Democrats,Neutral,No Scandal,Oppose EU Integration,No Scandal,Conservative Party,Male,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Male,Labour Party,Support EU Integration,Misreporting Funds,Neutral,Misreporting Funds,Labour Party,Male
91,155.245.28.2,100,18,TRUE,2018/5/29 10:06,R_3nUhSmSmOlUDzKt,,,,,51.90859985,0.920898438,anonymous,EN,5.861,5.861,7.529,1,Minister 2,7.881,7.881,9.62,1,Minister 1,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Plagiarism,Conservative Party,Neutral,Oppose EU Integration,Conservative Party,Female,Misreporting Funds,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Support EU Integration,Conservative Party,Female,Sexual Harassment
92,155.245.28.9,100,10,TRUE,2018/5/29 10:07,R_3GBa1uUZ3dRt5rB,,,,,51.90859985,0.920898438,anonymous,EN,4.919,4.919,5.632,1,Minister 2,1.645,1.645,2.936,1,Minister 1,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Scandal,Plagiarism,PM's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Male,Support EU Integration,No Scandal,No Scandal,Conservative Party,Neutral,Conservative Party,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Female,Oppose EU Integration,Plagiarism,No Scandal,Conservative Party,Neutral,Conservative Party
93,155.245.28.10,100,16,TRUE,2018/5/29 10:11,R_2dumuFdEYbPXVL1,,,,,51.90859985,0.920898438,anonymous,EN,7.569,7.569,8.574,1,Minister 1,5.767,5.767,7.234,1,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Oppose EU Integration,Neutral,Male,Misreporting Funds,Conservative Party,Having an Extramarital Affair,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Oppose EU Integration,Oppose EU Integration,Male,Sexual Harassment,Conservative Party,No Scandal,Conservative Party
94,155.245.28.11,100,14,TRUE,2018/5/30 07:06,R_2w0pGh6znIDFiie,,,,,51.90859985,0.920898438,anonymous,EN,5.241,5.241,6.716,1,Minister 1,6.478,6.478,7.592,1,Minister 2,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Female,Labour Party,Labour Party,Misreporting Funds,No Scandal,Oppose EU Integration,Support EU Integration,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Liberal Democrats,Having an Extramarital Affair,Plagiarism,Neutral,Neutral,Female
95,155.245.28.15,100,28,TRUE,2018/5/30 07:06,R_1liWWv6i4cXAfvL,,,,,51.90859985,0.920898438,anonymous,EN,8.19,8.19,10.451,1,Minister 1,16.031,16.031,17.4,1,Minister 1,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Female,Support EU Integration,Having an Extramarital Affair,Labour Party,Neutral,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Conservative Party,Male,Neutral,No Scandal,Conservative Party,Oppose EU Integration
