IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.10,100,42,TRUE,2018/5/29 07:06,R_24C5EGVVCeh8FYb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.018,0,8.314,8.314,10.567,1,Prime Minister 2,8.768,8.768,9.579,1,Prime Minister 1,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Misreporting Funds,Conservative Party,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Female,Misreporting Funds,Labour Party,Oppose EU Integration,Having an Extranarital Affair,Labour Party,Male
155.245.28.22,100,28,TRUE,2018/5/29 07:06,R_2bJmq7IfoxLel4b,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.245,0,8.207,8.207,9.712,1,Prime Minister 2,7.792,7.792,8.63,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Neutral,Conservative Party,Conservative Party,Misreporting Funds,Having an Extramarital Affair,Male,Support EU Integration,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Labour Party,Labour Party,Misreporting Funds,Misreporting Funds,Female,Neutral
155.245.28.11,100,46,TRUE,2018/5/29 07:07,R_3J9kRAb2nFJrxb5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.757,0,15.91,15.91,18.714,1,Prime Minister 2,11.245,11.245,13.351,1,Prime Minister 1,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Labour Party,Conservative Party,Neutral,Having an Extramarital Affair,Male,Misreporting Funds,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Gender,Female,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female,Plagiarism,Conservative Party
155.245.28.13,100,36,TRUE,2018/5/29 07:07,R_3hzkyNVGm8HtlOb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.135,0,16.413,16.413,17.356,1,Prime Minister 2,12.389,12.389,13.034,1,Prime Minister 1,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,Misreporting Funds,Conservative Party,Liberal Democrats,Oppose EU Integration,Male,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Scandal,No Scandal,Having an Extramarital Affair,Conservative Party,Liberal Democrats,Oppose EU Integration,Male,No Scandal
155.245.28.21,100,58,TRUE,2018/5/29 07:07,R_2aUAiVGrfCyoRSA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,30.866,0,15.731,15.731,17.327,1,Prime Minister 2,10.034,10.034,11.56,1,Prime Minister 1,Scandal,Having an Extranarital Affair,Gender,Female,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Plagiarism,Female,Oppose EU Integration,Liberal Democrats,Conservative Party,No Scandal,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Having an Extranarital Affair,Male,Neutral,Labour Party,Labour Party,Misreporting Funds
155.245.28.24,100,37,TRUE,2018/5/29 07:07,R_2xDelaLNTll6O01,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.174,0,16.158,16.926,17.25,2,Prime Minister 1,5.379,6.988,7.842,2,Prime Minister 2,Minister's Scandal,No Scandal,Scandal,No Scandal,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Plagiarism,No Scandal,Female,Neutral,Conservative Party,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Having an Extramarital Affair,Misreporting Funds,Female,Oppose EU Integration,Conservative Party,Liberal Democrats
155.245.28.26,100,51,TRUE,2018/5/29 07:07,R_shYlns5qZtmzKfv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,16.779,0,7.417,20.909,22.388,2,Prime Minister 1,11.346,11.346,13.252,1,Prime Minister 1,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Male,Minister's Scandal,No Scandal,Conservative Party,No Scandal,Liberal Democrats,Neutral,Male,Sexual Harassment,Party Affiliation,Labour Party,Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Female,Minister's Scandal,Plagiarism,Conservative Party,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Female,Having an Extramarital Affair
155.245.28.16,100,47,TRUE,2018/5/29 07:07,R_1GNQQbTgSJ2WhTT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.874,0,8.142,8.142,9.632,1,Prime Minister 1,8.756,8.756,9.673,1,Prime Minister 2,Scandal,Misreporting Funds,Gender,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Having an Extranarital Affair,Male,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Having an Extranarital Affair,Female,Labour Party,Labour Party,Misreporting Funds,Support EU Integration
155.245.28.17,100,54,TRUE,2018/5/29 07:08,R_zSjNMucnUYzPdLP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.212,0,25.783,25.783,32.037,1,Prime Minister 2,10.868,10.868,12.299,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Support EU Integration,No Scandal,Conservative Party,Female,Conservative Party,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,Misreporting Funds,Neutral,Misreporting Funds,Conservative Party,Female,Conservative Party
155.245.28.23,100,123,TRUE,2018/5/29 07:08,R_cAAHgBXIigovcOd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,110.473,0,8.791,8.791,9.692,1,Prime Minister 2,6.425,6.425,7.566,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Plagiarism,Support EU Integration,Male,Conservative Party,No Scandal,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Party Affiliation,Conservative Party,Sexual Harassment,Oppose EU Integration,Female,Conservative Party,Misreporting Funds,Conservative Party
155.245.28.20,100,81,TRUE,2018/5/29 07:09,R_3kc4R0PrnthbDsw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,41.284,0,19.029,19.029,20.797,1,Prime Minister 1,21.434,21.434,22.505,1,Prime Minister 2,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Female,Plagiarism,Oppose EU Integration,Conservative Party,Conservative Party,Sexual Harassment,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Female,Sexual Harassment,Neutral,Conservative Party,Conservative Party,No Scandal
155.245.28.2,100,128,TRUE,2018/5/29 07:10,R_1dKrjp2TWMKUVht,,,,,51.90859985,0.920898438,anonymous,EN,0,0,52.599,0,36.597,36.597,38.861,1,Prime Minister 1,39.196,39.196,42.186,1,Prime Minister 1,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Female,Having an Extranarital Affair,Liberal Democrats,Oppose EU Integration,Plagiarism,Conservative Party,Female,Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,No Scandal,Conservative Party,Oppose EU Integration,Sexual Harassment,Conservative Party,Female
155.245.28.12,100,180,TRUE,2018/5/29 07:10,R_3HuEMzqnWDLVs0b,,,,,51.90859985,0.920898438,anonymous,EN,0,0,43.521,0,99.558,99.558,100.832,1,Prime Minister 2,41.737,41.737,43.183,1,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Male,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Conservative Party,Female,Having an Extranarital Affair,Liberal Democrats,Support EU Integration,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Conservative Party,Female,Misreporting Funds,Liberal Democrats,Neutral,Misreporting Funds
155.245.28.10,100,29,TRUE,2018/5/29 07:32,R_5pOqWvegiD3pLeV,,,,,51.90859985,0.920898438,anonymous,EN,0,0,4.007,0,16.024,16.024,18.492,1,Prime Minister 1,4.478,4.478,6.558,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Gender,Male,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Conservative Party,Oppose EU Integration,Misreporting Funds,Male,No Scandal,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Gender,Female,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Conservative Party,Neutral,Plagiarism,Male,Plagiarism,Liberal Democrats
155.245.28.2,100,69,TRUE,2018/5/29 07:34,R_RWTt0zX6GFCyOEV,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.375,0,21.665,21.665,24.1,1,Prime Minister 1,11.071,17.084,18.479,2,Prime Minister 2,EU Integration,Oppose EU Integration,Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Neutral,Having an Extranarital Affair,Liberal Democrats,Conservative Party,Male,Misreporting Funds,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Neutral,Sexual Harassment,Labour Party,Labour Party,Female,Plagiarism
155.245.28.8,100,56,TRUE,2018/5/29 07:34,R_2s6yjLtYTtTm901,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.623,0,30.758,30.758,32.274,1,Prime Minister 1,13.532,13.532,14.955,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Plagiarism,Labour Party,Having an Extramarital Affair,Female,Labour Party,Neutral,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Conservative Party,No Scandal,Female,Liberal Democrats,Support EU Integration,Misreporting Funds
155.245.28.9,100,83,TRUE,2018/5/29 08:05,R_2saPkB9wGXgVVfe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.515,0,9.975,9.975,11.459,1,Prime Minister 1,24.064,24.064,25.22,1,Prime Minister 1,Gender,Male,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Female,Misreporting Funds,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,Gender,Female,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Female,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Plagiarism,Conservative Party
155.245.28.4,100,78,TRUE,2018/5/29 08:06,R_2TAigWoISisAoEt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,48.359,0,16.624,16.624,17.781,1,Prime Minister 2,13.889,13.889,14.944,1,Prime Minister 1,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Male,Having an Extranarital Affair,Labour Party,No Scandal,Labour Party,Neutral,Gender,Male,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Male,Having an Extranarital Affair,Labour Party,Sexual Harassment,Labour Party,Neutral
155.245.28.9,100,60,TRUE,2018/5/29 08:35,R_2tfb8ahEtXBVu18,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.585,0,24.632,25.589,25.994,2,Prime Minister 1,21.082,21.082,22.028,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Liberal Democrats,Misreporting Funds,Female,Conservative Party,Oppose EU Integration,Plagiarism,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Liberal Democrats,No Scandal,Male,Conservative Party,Oppose EU Integration,Plagiarism
155.245.28.2,100,27,TRUE,2018/5/29 09:38,R_2t9evHTiHpILXoU,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.745,0,6.332,6.332,7.516,1,Prime Minister 1,3.732,7.195,8.837,2,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Minister's Scandal,No Scandal,Liberal Democrats,No Scandal,Conservative Party,Female,Oppose EU Integration,No Scandal,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,Minister's Scandal,No Scandal,Conservative Party,No Scandal,Conservative Party,Female,Oppose EU Integration,Having an Extramarital Affair
155.245.28.4,100,70,TRUE,2018/5/29 09:39,R_3PgH7VZUelbDRxC,,,,,51.90859985,0.920898438,anonymous,EN,0,0,32.504,0,17.687,17.687,19.245,1,Prime Minister 1,17.2,17.2,20.326,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Conservative Party,No Scandal,Conservative Party,Misreporting Funds,Neutral,Female,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Conservative Party,No Scandal,Liberal Democrats,Having an Extranarital Affair,Oppose EU Integration,Male
155.245.28.2,100,41,TRUE,2018/5/29 10:04,R_O9c1FJGs2oh3TNL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.984,0,17.226,17.226,18.634,1,Prime Minister 1,8.231,8.231,9.251,1,Prime Minister 1,Scandal,Plagiarism,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Minister's Partisanship,Labour Party,No Scandal,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Female,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Gender,Male,Minister's Partisanship,Labour Party,Sexual Harassment,Labour Party,Misreporting Funds,Oppose EU Integration,Male,Labour Party
155.245.28.9,100,90,TRUE,2018/5/29 10:06,R_3Pq2Iiek3vs4UwD,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.396,0,29.025,29.025,29.992,1,Prime Minister 1,16.565,16.565,17.511,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Minister's Scandal,Plagiarism,Scandal,No Scandal,EU Integration,Support EU Integration,Conservative Party,Conservative Party,Female,No Scandal,Plagiarism,Support EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,EU Integration,Neutral,Liberal Democrats,Conservative Party,Female,Misreporting Funds,Plagiarism,Oppose EU Integration
155.245.28.10,100,44,TRUE,2018/5/29 10:09,R_1d4ch22mAUds3lR,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.216,0,24.029,24.029,25.085,1,Prime Minister 1,5.917,5.917,6.851,1,Prime Minister 2,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,No Scandal,Oppose EU Integration,Male,Conservative Party,Conservative Party,No Scandal,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,No Scandal,Oppose EU Integration,Female,Labour Party,Labour Party,Plagiarism
155.245.28.11,100,28,TRUE,2018/5/30 07:04,R_DFWhuSSoyN36zuN,,,,,51.90859985,0.920898438,anonymous,EN,0,0,4.649,0,11.971,11.971,12.916,1,Prime Minister 1,7.491,8.449,9.518,2,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Labour Party,Male,Plagiarism,Misreporting Funds,Labour Party,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Labour Party,Female,Misreporting Funds,Misreporting Funds,Labour Party,Support EU Integration
155.245.28.15,100,45,TRUE,2018/5/30 07:04,R_1mLE2fxF2CpkNWT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.499,0,12.18,12.18,13.68,1,Prime Minister 1,15.046,15.046,16.64,1,Prime Minister 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Misreporting Funds,Liberal Democrats,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Sexual Harassment,Labour Party,Neutral,Male,No Scandal,Labour Party
155.245.28.8,100,62,TRUE,2018/5/30 07:05,R_0TwZbHiTwrwz7Kp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.031,0,13.286,13.286,15.293,1,Prime Minister 1,11.312,11.312,14.192,1,Prime Minister 1,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,No Scandal,Misreporting Funds,Labour Party,Female,Labour Party,Oppose EU Integration,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Misreporting Funds,Liberal Democrats,Male,Conservative Party,Support EU Integration,Plagiarism
155.245.28.12,100,47,TRUE,2018/5/30 07:05,R_p9k1jawlAEL6A2l,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.283,0,8.339,8.339,10.738,1,Prime Minister 1,9.304,9.304,11.495,1,Prime Minister 2,Gender,Female,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Male,No Scandal,Conservative Party,Misreporting Funds,Oppose EU Integration,Liberal Democrats,Gender,Female,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Minister's Partisanship,Labour Party,Male,Plagiarism,Labour Party,Having an Extranarital Affair,Support EU Integration,Labour Party
155.245.28.10,100,53,TRUE,2018/5/30 07:06,R_3McKJ7yyC3ohPX0,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.507,0,16.501,16.501,18.09,1,Prime Minister 1,6.82,6.82,7.948,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Liberal Democrats,Male,Misreporting Funds,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Female,Scandal,Sexual Harassment,Misreporting Funds,Conservative Party,Neutral,Conservative Party,Female,No Scandal
155.245.28.4,100,88,TRUE,2018/5/30 07:07,R_qKFBi6fMfbuC90J,,,,,51.90859985,0.920898438,anonymous,EN,0,0,43.842,0,18.296,18.296,24.305,1,Prime Minister 1,8.869,8.869,23.412,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Oppose EU Integration,Sexual Harassment,Female,Conservative Party,Misreporting Funds,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Support EU Integration,Misreporting Funds,Female,Conservative Party,Sexual Harassment,Liberal Democrats
155.245.28.9,100,92,TRUE,2018/5/30 07:07,R_U9d2ywKumE23sXv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,52.512,0,32.098,32.832,33.871,2,Prime Minister 2,7.678,7.678,9.479,1,Prime Minister 1,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Gender,Male,Conservative Party,Conservative Party,Neutral,Having an Extranarital Affair,Having an Extramarital Affair,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Gender,Male,Liberal Democrats,Conservative Party,Oppose EU Integration,Misreporting Funds,Having an Extramarital Affair,Female
155.245.28.16,100,80,TRUE,2018/5/30 07:07,R_9uhY2Qdxo7vz1kd,,,,,51.90859985,0.920898438,anonymous,EN,13.335,25.859,27.734,3,16.903,16.903,18.502,1,Prime Minister 1,35.72,35.72,37.074,1,Prime Minister 2,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Female,Misreporting Funds,Sexual Harassment,Conservative Party,Support EU Integration,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Female,No Scandal,Misreporting Funds,Labour Party,Oppose EU Integration,Labour Party
155.245.28.17,100,79,TRUE,2018/5/30 07:08,R_3nIsoMJwzTDkX3P,,,,,51.90859985,0.920898438,anonymous,EN,0,0,20.468,0,45.002,45.002,46.917,1,Prime Minister 2,12.689,12.689,14.333,1,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Gender,Male,Minister's Partisanship,Labour Party,Support EU Integration,Conservative Party,Sexual Harassment,Sexual Harassment,Male,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Conservative Party,Neutral,Conservative Party,Having an Extramarital Affair,Having an Extranarital Affair,Male,Liberal Democrats
155.245.28.10,100,37,TRUE,2018/5/30 08:02,R_ULcl93Ru5VcCPER,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.857,0,13.911,13.911,14.861,1,Prime Minister 2,12.614,12.614,13.696,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Labour Party,Labour Party,Female,Having an Extramarital Affair,Having an Extranarital Affair,Support EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Labour Party,Labour Party,Female,Sexual Harassment,Misreporting Funds,Oppose EU Integration
155.245.28.2,100,40,TRUE,2018/5/30 08:03,R_24IaaGvboto5WXM,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.662,0,13.621,13.621,15.386,1,Prime Minister 1,5.701,5.701,7.168,1,Prime Minister 1,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Male,Having an Extranarital Affair,Labour Party,Plagiarism,Labour Party,Oppose EU Integration,Gender,Male,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Male,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Conservative Party,Oppose EU Integration
