,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
64,155.245.28.2,100,112,TRUE,2018/4/26 06:08,R_2YY85xEJ1nMFhvQ,,,,,51.90859985,0.920898438,anonymous,EN,12.691,12.691,14.414,1,Minister 1,23.922,23.922,29.198,1,Minister 1,Party Affiliation,Labour Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,EU Integration,Neutral,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,Liberal Democrats,Male,Oppose EU Integration,Conservative Party,Neutral,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,Conservative Party,Female,Support EU Integration,Conservative Party,Neutral,Sexual Harassment,Misreporting Funds
65,155.245.28.9,100,133,TRUE,2018/4/26 06:12,R_Z1oYD4QbTDueO7n,,,,,51.90859985,0.920898438,anonymous,EN,16.663,16.663,18.036,1,Minister 2,20.13,20.13,21.436,1,Minister 2,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Neutral,No Scandal,Labour Party,Female,Support EU Integration,Labour Party,Sexual Harassment,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Support EU Integration,No Scandal,Conservative Party,Female,Oppose EU Integration,Conservative Party,Plagiarism
66,155.245.28.2,100,110,TRUE,2018/4/26 06:36,R_ahEnGnBKwkUQpzz,,,,,51.90859985,0.920898438,anonymous,EN,15.043,15.043,16.589,1,Minister 1,12.631,12.631,14.122,1,Minister 2,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Scandal,Misreporting Funds,Neutral,Male,Labour Party,Support EU Integration,Labour Party,Sexual Harassment,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Scandal,Sexual Harassment,Neutral,Female,Conservative Party,Neutral,Liberal Democrats,Misreporting Funds,Misreporting Funds
67,155.245.28.8,100,73,TRUE,2018/4/26 06:37,R_uxfeb6RGvWxOOU9,,,,,51.90859985,0.920898438,anonymous,EN,14.516,14.516,16.212,1,Minister 2,9.193,9.193,10.057,1,Minister 1,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Support EU Integration,Oppose EU Integration,Male,Conservative Party,Plagiarism,Conservative Party,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Neutral,Oppose EU Integration,Male,Liberal Democrats,Plagiarism,Conservative Party,Plagiarism
68,155.245.28.4,100,114,TRUE,2018/4/26 06:38,R_2V1t3cXeFAnyLvr,,,,,51.90859985,0.920898438,anonymous,EN,30.379,30.379,35.583,1,Minister 1,20.844,20.844,22.176,1,Minister 2,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Male,Sexual Harassment,No Scandal,Support EU Integration,Labour Party,Labour Party,Neutral,Male,Scandal,No Scandal,PM's Scandal,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Female,No Scandal,Plagiarism,Oppose EU Integration,Conservative Party,Conservative Party,Oppose EU Integration,Female
69,155.245.28.9,100,177,TRUE,2018/4/26 06:51,R_2q4OfBm4EIk9aQw,,,,,51.90859985,0.920898438,anonymous,EN,17.746,18.775,19.388,2,Minister 2,28.069,28.069,29.367,1,Minister 2,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Liberal Democrats,No Scandal,Support EU Integration,Male,Conservative Party,Support EU Integration,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Labour Party,Having an Extramarital Affair,Oppose EU Integration,Male,Labour Party,Oppose EU Integration,Misreporting Funds
70,155.245.28.22,100,64,TRUE,2018/5/29 07:09,R_1DT0NfZYhhotrJs,,,,,51.90859985,0.920898438,anonymous,EN,7.301,7.301,8.295,1,Minister 2,11.266,11.266,12.379,1,Minister 2,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,No Scandal,Liberal Democrats,Neutral,Neutral,Conservative Party,Male,Plagiarism,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,No Scandal,Labour Party,Support EU Integration,Neutral,Labour Party,Male,No Scandal
71,155.245.28.13,100,73,TRUE,2018/5/29 07:10,R_3gL7q06yd9ejEn8,,,,,51.90859985,0.920898438,anonymous,EN,8.425,8.425,9.173,1,Minister 2,6.428,6.428,7.282,1,Minister 1,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Plagiarism,Conservative Party,Conservative Party,Support EU Integration,Female,Misreporting Funds,Support EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Having an Extramarital Affair,Conservative Party,Conservative Party,Neutral,Female,Plagiarism,Neutral
72,155.245.28.10,100,78,TRUE,2018/5/29 07:10,R_AnQiI5h7XWp5F1n,,,,,51.90859985,0.920898438,anonymous,EN,13.808,22.531,23.282,3,Minister 2,12.652,12.652,13.438,1,Minister 1,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,Having an Extramarital Affair,Oppose EU Integration,Oppose EU Integration,Conservative Party,Female,Liberal Democrats,No Scandal,Scandal,Plagiarism,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,Misreporting Funds,Neutral,Oppose EU Integration,Conservative Party,Male,Liberal Democrats,Plagiarism
73,155.245.28.24,100,109,TRUE,2018/5/29 07:10,R_3iUTX6mj3bqtYGf,,,,,51.90859985,0.920898438,anonymous,EN,6.853,6.853,7.89,1,Minister 2,1.747,5.454,6.26,3,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,No Scandal,Neutral,No Scandal,Male,Neutral,Labour Party,Labour Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,No Scandal,Support EU Integration,Sexual Harassment,Female,Neutral,Conservative Party,Conservative Party
74,155.245.28.21,100,90,TRUE,2018/5/29 07:10,R_0p1EW7AD8SBrxM5,,,,,51.90859985,0.920898438,anonymous,EN,22.367,22.367,23.333,1,Minister 2,8.016,8.016,9.023,1,Minister 1,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Conservative Party,Male,Support EU Integration,Conservative Party,No Scandal,Support EU Integration,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Conservative Party,Female,Support EU Integration,Conservative Party,Sexual Harassment,Oppose EU Integration,Plagiarism
75,155.245.28.23,100,60,TRUE,2018/5/29 07:11,R_1oBWtKKFJis4S65,,,,,51.90859985,0.920898438,anonymous,EN,5.408,5.408,6.484,1,Minister 1,7.106,7.106,8.337,1,Minister 1,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,Female,Neutral,Having an Extramarital Affair,Sexual Harassment,Conservative Party,EU Integration,Neutral,PM's Partisanship,Labour Party,Gender,Female,PM's Position in EU Integration,Neutral,Scandal,No Scandal,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,Oppose EU Integration,Conservative Party,Female,Neutral,Having an Extramarital Affair,Having an Extramarital Affair,Liberal Democrats
76,155.245.28.26,100,76,TRUE,2018/5/29 07:11,R_22ohZZ7rE3K0P5A,,,,,51.90859985,0.920898438,anonymous,EN,10.101,10.101,12.919,1,Minister 1,3.962,3.962,17.816,1,Minister 1,EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Sexual Harassment,Male,Conservative Party,Oppose EU Integration,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Misreporting Funds,Female,Conservative Party,Oppose EU Integration,No Scandal
77,155.245.28.11,100,106,TRUE,2018/5/29 07:11,R_238NMnwDle4cmr1,,,,,51.90859985,0.920898438,anonymous,EN,11.133,12.542,12.927,2,Minister 2,8.726,20.269,22.062,2,Minister 1,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Female,Oppose EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,No Scandal,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Female,Oppose EU Integration,Oppose EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,Sexual Harassment
78,155.245.28.16,100,84,TRUE,2018/5/29 07:11,R_ZdD6GOLHSL0vdct,,,,,51.90859985,0.920898438,anonymous,EN,8.795,10.656,11.996,2,Minister 1,1.822,13.416,14.437,3,Minister 2,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Male,Conservative Party,Support EU Integration,Plagiarism,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Female,Labour Party,Neutral,Misreporting Funds,Labour Party,Support EU Integration,Plagiarism
79,155.245.28.17,100,93,TRUE,2018/5/29 07:12,R_22ETBGmb9xVpH9e,,,,,51.90859985,0.920898438,anonymous,EN,8.258,8.258,9.501,1,Minister 2,4.184,4.184,5.588,1,Minister 1,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Gender,Male,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,Liberal Democrats,Conservative Party,Misreporting Funds,Misreporting Funds,Male,Support EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Labour Party,Labour Party,Having an Extramarital Affair,Having an Extramarital Affair,Male,Neutral,Neutral
80,155.245.28.20,100,124,TRUE,2018/5/29 07:13,R_2uHS88awwZKoqdg,,,,,51.90859985,0.920898438,anonymous,EN,38.972,38.972,40.635,1,Minister 1,31.184,31.184,33.117,1,Minister 2,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Male,Having an Extramarital Affair,Conservative Party,Sexual Harassment,Support EU Integration,Liberal Democrats,Oppose EU Integration,Female,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Male,Plagiarism,Conservative Party,Sexual Harassment,Oppose EU Integration,Liberal Democrats,Oppose EU Integration,Male
81,155.245.28.2,100,112,TRUE,2018/5/29 07:16,R_a41DXLBCftlAHTj,,,,,51.90859985,0.920898438,anonymous,EN,13.141,13.141,17.101,1,Minister 1,20.618,20.618,24.982,1,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Conservative Party,Female,Conservative Party,Misreporting Funds,Neutral,Neutral,Sexual Harassment,PM's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Conservative Party,Male,Conservative Party,No Scandal,Neutral,Oppose EU Integration,Misreporting Funds
82,155.245.28.12,100,153,TRUE,2018/5/29 07:21,R_2AF3msuQ0sxGUJw,,,,,51.90859985,0.920898438,anonymous,EN,68.258,68.258,69.643,1,Minister 2,15.369,15.369,16.524,1,Minister 1,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Labour Party,Labour Party,Plagiarism,Support EU Integration,Male,Support EU Integration,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Female,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,Conservative Party,Conservative Party,Misreporting Funds,Oppose EU Integration,Female,Support EU Integration,Plagiarism
83,155.245.28.10,100,53,TRUE,2018/5/29 07:35,R_1qU3Lbwe8gzdOuF,,,,,51.90859985,0.920898438,anonymous,EN,4.388,4.388,5.46,1,Minister 1,2.261,2.261,3.131,1,Minister 2,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Conservative Party,Neutral,Misreporting Funds,Sexual Harassment,Support EU Integration,Female,Conservative Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Gender,Male,PM's Partisanship,Labour Party,Labour Party,Neutral,Plagiarism,Plagiarism,Oppose EU Integration,Female,Labour Party
84,155.245.28.8,100,92,TRUE,2018/5/29 07:38,R_3KU8YAojaLUHW9a,,,,,51.90859985,0.920898438,anonymous,EN,11.698,11.698,12.795,1,Minister 2,9.923,9.923,11.086,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,No Scandal,Gender,Male,PM's Scandal,Misreporting Funds,Oppose EU Integration,Liberal Democrats,Neutral,Conservative Party,Misreporting Funds,Male,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Partisanship,Labour Party,Scandal,Plagiarism,Gender,Male,PM's Scandal,Plagiarism,Oppose EU Integration,Conservative Party,Neutral,Conservative Party,No Scandal,Female,Misreporting Funds
85,155.245.28.2,100,110,TRUE,2018/5/29 07:39,R_3JLENSYlpF3nouE,,,,,51.90859985,0.920898438,anonymous,EN,32.036,33.095,33.969,2,Minister 2,10.122,10.122,11.307,1,Minister 2,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,PM's Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,Neutral,Conservative Party,Liberal Democrats,No Scandal,Male,No Scandal,Support EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Female,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Conservative Party,Conservative Party,Plagiarism,Male,Plagiarism,Support EU Integration
86,155.245.28.4,100,93,TRUE,2018/5/29 08:10,R_1cYcyYQjFeJJfOk,,,,,51.90859985,0.920898438,anonymous,EN,8.141,8.86,9.136,2,Minister 2,10.747,10.747,11.472,1,Minister 2,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Gender,Male,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,No Scandal,Female,Having an Extramarital Affair,Neutral,Conservative Party,EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Neutral,Conservative Party,Plagiarism,Male,Having an Extramarital Affair,Support EU Integration,Conservative Party
87,155.245.28.9,100,113,TRUE,2018/5/29 08:11,R_3O7TB4hahIlQM46,,,,,51.90859985,0.920898438,anonymous,EN,18.072,22.028,23.253,3,Minister 2,6.695,6.695,7.687,1,Minister 2,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Labour Party,Having an Extramarital Affair,Male,Oppose EU Integration,Labour Party,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,No Scandal,Labour Party,No Scandal,Female,Oppose EU Integration,Labour Party,Support EU Integration
88,155.245.28.9,100,89,TRUE,2018/5/29 08:40,R_1oAXcoFOx0XrQQX,,,,,51.90859985,0.920898438,anonymous,EN,7.944,7.944,9.096,1,Minister 1,5.171,5.171,6.587,1,Minister 2,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,Support EU Integration,Conservative Party,Sexual Harassment,No Scandal,Conservative Party,Neutral,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Conservative Party,No Scandal,No Scandal,Liberal Democrats,Support EU Integration,Female
89,155.245.28.2,100,56,TRUE,2018/5/29 09:40,R_3MfXeBWWtF49lPC,,,,,51.90859985,0.920898438,anonymous,EN,5.063,5.063,6.172,1,Minister 2,4.898,4.898,6.281,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,Female,Liberal Democrats,Support EU Integration,Conservative Party,No Scandal,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Support EU Integration,Sexual Harassment,Male,Labour Party,Neutral,Labour Party,No Scandal
90,155.245.28.4,100,72,TRUE,2018/5/29 09:43,R_1ONWxpsI5HiH7s6,,,,,51.90859985,0.920898438,anonymous,EN,8.563,8.563,10.159,1,Minister 1,8.773,8.773,10.732,1,Minister 1,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Neutral,Sexual Harassment,Labour Party,Oppose EU Integration,Labour Party,Sexual Harassment,Male,Neutral,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Neutral,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Conservative Party,Misreporting Funds,Female,Neutral
91,155.245.28.2,100,63,TRUE,2018/5/29 10:07,R_3QMhtojQtFb4FxT,,,,,51.90859985,0.920898438,anonymous,EN,5.595,5.595,6.801,1,Minister 2,4.364,4.364,6.231,1,Minister 2,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Conservative Party,Conservative Party,Female,Neutral,Misreporting Funds,Oppose EU Integration,No Scandal,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Liberal Democrats,Conservative Party,Male,Neutral,Misreporting Funds,Support EU Integration,Plagiarism
92,155.245.28.9,100,52,TRUE,2018/5/29 10:08,R_1nTjAxLXlTtq6fF,,,,,51.90859985,0.920898438,anonymous,EN,8.894,8.894,9.588,1,Minister 2,3.164,3.164,3.901,1,Minister 2,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Male,Having an Extramarital Affair,Support EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Labour Party,No Scandal,Neutral,Male,Misreporting Funds,Support EU Integration
93,155.245.28.10,100,73,TRUE,2018/5/29 10:12,R_Y9omdPRnHNYe5IR,,,,,51.90859985,0.920898438,anonymous,EN,11.406,11.406,12.34,1,Minister 1,10.071,10.071,10.743,1,Minister 1,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,EU Integration,Neutral,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Male,Conservative Party,Neutral,Misreporting Funds,Support EU Integration,Misreporting Funds,Conservative Party,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Male,Conservative Party,Neutral,Sexual Harassment,Neutral,Plagiarism,Conservative Party
94,155.245.28.11,100,62,TRUE,2018/5/30 07:07,R_2wyIYrVjsCIEVSE,,,,,51.90859985,0.920898438,anonymous,EN,4.714,4.714,6.373,1,Minister 1,6.595,6.595,7.537,1,Minister 2,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Having an Extramarital Affair,Male,Conservative Party,Conservative Party,Oppose EU Integration,Oppose EU Integration,Misreporting Funds,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Female,Labour Party,Labour Party,Neutral,Neutral,No Scandal
95,155.245.28.15,100,77,TRUE,2018/5/30 07:08,R_5okEigJ8gtMeOaZ,,,,,51.90859985,0.920898438,anonymous,EN,15.503,15.503,16.303,1,Minister 2,9.412,9.412,10.465,1,Minister 2,Gender,Male,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Male,Oppose EU Integration,Labour Party,Misreporting Funds,Oppose EU Integration,Sexual Harassment,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Female,Oppose EU Integration,Labour Party,Misreporting Funds,Oppose EU Integration,No Scandal,Labour Party
