StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
2018-06-04 07:08:28,2018-06-04 07:08:55,IP Address,155.245.28.4,100,26,True,2018-06-04 07:08:55,R_1ifHtM8FvY3P87K,,,,,51.908599853516,0.9208984375,anonymous,EN,12.654,13.532,13.991,2,Minister 2,11.474,11.474,12.293,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Gender,Male,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Support EU Integration,Male,Plagiarism,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,Female,Misreporting Funds,Oppose EU Integration
2018-06-04 07:08:47,2018-06-04 07:09:46,IP Address,155.245.28.16,100,58,True,2018-06-04 07:09:46,R_1eLQxueTMHN5G9L,,,,,51.908599853516,0.9208984375,anonymous,EN,41.247,41.247,42.455,1,Minister 1,16.879,16.879,18.07,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Gender,Female,Scandal,No Scandal,Oppose EU Integration,Conservative Party,Conservative Party,Support EU Integration,Sexual Harassment,Male,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Gender,Male,Scandal,Misreporting Funds,Neutral,Liberal Democrats,Conservative Party,Support EU Integration,Plagiarism,Male,Having an Extramarital Affair
2018-06-04 07:10:09,2018-06-04 07:10:48,IP Address,155.245.28.8,100,38,True,2018-06-04 07:10:48,R_SAUGx90pz4K7k6R,,,,,51.908599853516,0.9208984375,anonymous,EN,19.516,19.516,21.75,1,Minister 2,14.753,14.753,16.62,1,Minister 2,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Oppose EU Integration,No Scandal,Female,Misreporting Funds,Liberal Democrats,Support EU Integration,Conservative Party
2018-06-04 07:10:44,2018-06-04 07:11:08,IP Address,155.245.28.2,100,24,True,2018-06-04 07:11:09,R_22qUCLrZxoArD8E,,,,,51.908599853516,0.9208984375,anonymous,EN,10.424,10.424,11.625,1,Minister 1,11.042,12.193,12.658,2,Minister 2,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Support EU Integration,Labour Party,Female,Labour Party,Plagiarism,Oppose EU Integration,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Support EU Integration,Conservative Party,Male,Conservative Party,Having an Extramarital Affair,Oppose EU Integration,No Scandal
2018-06-04 07:10:54,2018-06-04 07:11:21,IP Address,155.245.28.12,100,26,True,2018-06-04 07:11:22,R_27wYGHtbXivYobt,,,,,51.908599853516,0.9208984375,anonymous,EN,4.759,4.759,8.594,1,Minister 1,17.279,17.279,18.067,1,Minister 1,Scandal,No Scandal,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Having an Extramarital Affair,Female,Neutral,Conservative Party,Plagiarism,Conservative Party,Neutral,Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Sexual Harassment,Male,Support EU Integration,Labour Party,Plagiarism,Labour Party,Neutral
2018-06-04 07:11:47,2018-06-04 07:12:04,IP Address,155.245.28.17,100,17,True,2018-06-04 07:12:05,R_R3qqBmSykMLNwHf,,,,,51.908599853516,0.9208984375,anonymous,EN,5.11,5.11,5.866,1,Minister 1,9.511,9.511,10.988,1,Minister 1,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Liberal Democrats,Female,Support EU Integration,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,Labour Party,Male,Neutral,Plagiarism,Labour Party,Support EU Integration,Misreporting Funds
2018-06-04 07:12:39,2018-06-04 07:13:09,IP Address,155.245.28.10,100,29,True,2018-06-04 07:13:09,R_eOQETkOalxiIRUt,,,,,51.908599853516,0.9208984375,anonymous,EN,12.893,12.893,14.344,1,Minister 2,13.953,13.953,15.236,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Female,Neutral,Plagiarism,Conservative Party,Liberal Democrats,Support EU Integration,No Scandal,Female,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Female,Support EU Integration,Misreporting Funds,Conservative Party,Liberal Democrats,Oppose EU Integration,No Scandal,Male
2018-06-04 07:12:18,2018-06-04 07:13:17,IP Address,155.245.28.9,100,59,True,2018-06-04 07:13:18,R_1o2apFl8ZFRYETN,,,,,51.908599853516,0.9208984375,anonymous,EN,19.784,19.784,32.663,1,Minister 1,27.25,27.25,28.199,1,Minister 2,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,No Scandal,Oppose EU Integration,Support EU Integration,Conservative Party,Sexual Harassment,Female,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Having an Extramarital Affair,Support EU Integration,Support EU Integration,Labour Party,Sexual Harassment,Female,Labour Party
2018-06-04 07:15:04,2018-06-04 07:15:44,IP Address,155.245.28.14,100,40,True,2018-06-04 07:15:44,R_2cuuakSNVwNvbRY,,,,,51.908599853516,0.9208984375,anonymous,EN,24.615,24.615,26.262,1,Minister 1,13.693,13.693,14.765,1,Minister 2,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Female,Labour Party,Sexual Harassment,Neutral,Labour Party,Neutral,Sexual Harassment,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Male,Labour Party,Plagiarism,Support EU Integration,Labour Party,Oppose EU Integration,Plagiarism,Male
2018-06-04 07:36:54,2018-06-04 07:37:11,IP Address,155.245.28.2,100,17,True,2018-06-04 07:37:11,R_2YPsZBQEnSHMUGZ,,,,,51.908599853516,0.9208984375,anonymous,EN,6.909,6.909,8.796,1,Minister 2,6.512,6.512,7.595,1,Minister 2,Gender,Male,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Female,No Scandal,Having an Extramarital Affair,Neutral,Labour Party,Labour Party,Neutral,Gender,Male,PM's Scandal,Sexual Harassment,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Male,Having an Extramarital Affair,Having an Extramarital Affair,Neutral,Labour Party,Labour Party,Support EU Integration
2018-06-04 07:37:10,2018-06-04 07:37:41,IP Address,155.245.28.8,100,30,True,2018-06-04 07:37:41,R_24irVEyHJqBY7MM,,,,,51.908599853516,0.9208984375,anonymous,EN,20.224,20.224,21.389,1,Minister 2,8.739,8.739,9.912,1,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Labour Party,PM's Scandal,No Scandal,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Neutral,Oppose EU Integration,Female,Labour Party,No Scandal,Labour Party,No Scandal,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,Scandal,No Scandal,Neutral,Support EU Integration,Male,Labour Party,No Scandal,Labour Party,Plagiarism
2018-06-04 07:37:03,2018-06-04 07:37:43,IP Address,155.245.28.9,100,40,True,2018-06-04 07:37:44,R_10SPBD8cZ2PpaAw,,,,,51.908599853516,0.9208984375,anonymous,EN,21.539,21.539,23.517,1,Minister 2,15.621,15.621,17.575,1,Minister 1,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Support EU Integration,Female,Plagiarism,Support EU Integration,Liberal Democrats,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Having an Extramarital Affair,Conservative Party,Support EU Integration,Male,Misreporting Funds,Neutral,Liberal Democrats
2018-06-04 07:37:26,2018-06-04 07:37:58,IP Address,155.245.28.10,100,32,True,2018-06-04 07:37:58,R_1hQ2q3NNT1NRJyq,,,,,51.908599853516,0.9208984375,anonymous,EN,15.834,15.834,17.204,1,Minister 2,8.308,8.308,15.814,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Labour Party,Oppose EU Integration,Female,Support EU Integration,Labour Party,Plagiarism,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Conservative Party,Support EU Integration,Male,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Plagiarism
2018-06-04 07:39:43,2018-06-04 07:40:32,IP Address,155.245.28.12,100,49,True,2018-06-04 07:40:32,R_3fPK57ELE0kfUq5,,,,,51.908599853516,0.9208984375,anonymous,EN,19.89,19.89,21.287,1,Minister 1,20.918,20.918,29.253,1,Minister 1,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Scandal,Plagiarism,Gender,Female,Support EU Integration,Conservative Party,Neutral,Conservative Party,No Scandal,Sexual Harassment,Female,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Scandal,Plagiarism,Gender,Female,Oppose EU Integration,Conservative Party,Support EU Integration,Conservative Party,Sexual Harassment,Misreporting Funds,Male
2018-06-04 07:40:54,2018-06-04 07:41:58,IP Address,155.245.28.11,100,63,True,2018-06-04 07:41:58,R_2WVkkVylFlG4mXe,,,,,51.908599853516,0.9208984375,anonymous,EN,28.796,28.796,29.912,1,Minister 2,35.708,35.708,36.668,1,Minister 2,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Conservative Party,Male,No Scandal,Plagiarism,Liberal Democrats,Oppose EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Neutral,Conservative Party,Female,No Scandal,Misreporting Funds,Liberal Democrats,Support EU Integration
2018-06-04 08:05:33,2018-06-04 08:06:13,IP Address,155.245.28.11,100,39,True,2018-06-04 08:06:13,R_3QXlIN4svGupQPG,,,,,51.908599853516,0.9208984375,anonymous,EN,17.077,17.077,18.097,1,Minister 2,21.22,21.22,22.415,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Conservative Party,Oppose EU Integration,No Scandal,Liberal Democrats,Neutral,Female,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,Support EU Integration,Male,Having an Extramarital Affair
2018-06-04 08:07:32,2018-06-04 08:08:22,IP Address,155.245.28.4,100,49,True,2018-06-04 08:08:22,R_3RklZCzbmlWLGhP,,,,,51.908599853516,0.9208984375,anonymous,EN,30.248,30.248,37.918,1,Minister 2,11.67,11.67,12.802,1,Minister 2,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,PM's Partisanship,Conservative Party,No Scandal,Liberal Democrats,Support EU Integration,Misreporting Funds,Oppose EU Integration,Male,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,PM's Partisanship,Conservative Party,Plagiarism,Conservative Party,Oppose EU Integration,No Scandal,Support EU Integration,Female,Conservative Party
2018-06-04 08:10:07,2018-06-04 08:10:26,IP Address,155.245.28.8,100,18,True,2018-06-04 08:10:26,R_u9UE7eHMM4BshxL,,,,,51.908599853516,0.9208984375,anonymous,EN,5.277,6.171,7.494,2,Minister 1,9.017,9.851,10.246,2,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,Sexual Harassment,Liberal Democrats,Conservative Party,Neutral,Female,Oppose EU Integration,Misreporting Funds,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Misreporting Funds,Labour Party,Labour Party,Neutral,Male,Support EU Integration,No Scandal
2018-06-04 08:33:59,2018-06-04 08:34:06,IP Address,155.245.28.2,100,6,True,2018-06-04 08:34:06,R_3CTzdVAYoc7HAjX,,,,,51.908599853516,0.9208984375,anonymous,EN,0.844,0.844,1.593,1,Minister 2,3.013,3.013,3.625,1,Minister 2,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Plagiarism,Male,Oppose EU Integration,Sexual Harassment,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Conservative Party,Neutral,Misreporting Funds,Male,Oppose EU Integration,Misreporting Funds,Conservative Party
2018-06-04 08:34:22,2018-06-04 08:34:27,IP Address,155.245.28.10,100,4,True,2018-06-04 08:34:27,R_2uQJW4EXhvAOKrP,,,,,51.908599853516,0.9208984375,anonymous,EN,0.608,0.608,1.774,1,Minister 1,0.355,0.355,1.246,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Male,Support EU Integration,Labour Party,Labour Party,Sexual Harassment,No Scandal,Support EU Integration,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Misreporting Funds,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Oppose EU Integration,Conservative Party,Conservative Party,No Scandal,No Scandal,Support EU Integration,Female
2018-06-04 08:37:40,2018-06-04 08:38:15,IP Address,155.245.28.11,100,34,True,2018-06-04 08:38:15,R_3PTuzgoqQXRcb0V,,,,,51.908599853516,0.9208984375,anonymous,EN,11.986,11.986,14.737,1,Minister 1,17.012,17.012,20.01,1,Minister 1,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,EU Integration,Neutral,Scandal,Plagiarism,Male,Labour Party,Labour Party,Neutral,Misreporting Funds,Oppose EU Integration,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,EU Integration,Oppose EU Integration,Scandal,No Scandal,Male,Conservative Party,Conservative Party,Neutral,Having an Extramarital Affair,Support EU Integration,Plagiarism
2018-06-04 08:38:03,2018-06-04 08:38:32,IP Address,155.245.28.17,100,28,True,2018-06-04 08:38:32,R_2WSevaQ0awyS5e0,,,,,51.908599853516,0.9208984375,anonymous,EN,13.765,13.765,14.495,1,Minister 2,12.752,12.752,13.632,1,Minister 1,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Scandal,Having an Extramarital Affair,Gender,Female,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,PM's Partisanship,Conservative Party,Liberal Democrats,No Scandal,Misreporting Funds,Female,Support EU Integration,Oppose EU Integration,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Scandal,Having an Extramarital Affair,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Conservative Party,Plagiarism,Misreporting Funds,Male,Neutral,Oppose EU Integration,Conservative Party
2018-06-04 08:38:16,2018-06-04 08:38:39,IP Address,155.245.28.15,100,23,True,2018-06-04 08:38:40,R_32QI9x6yQpSvIxw,,,,,51.908599853516,0.9208984375,anonymous,EN,12.864,13.866,14.199,2,Minister 1,8.249,8.249,8.98,1,Minister 2,Scandal,Misreporting Funds,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Misreporting Funds,Having an Extramarital Affair,Neutral,Female,Conservative Party,Support EU Integration,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,No Scandal,Misreporting Funds,Oppose EU Integration,Male,Labour Party,Support EU Integration,Labour Party
2018-06-04 08:38:15,2018-06-04 08:38:43,IP Address,155.245.28.4,100,27,True,2018-06-04 08:38:43,R_31ASsnAOkGV7lur,,,,,51.908599853516,0.9208984375,anonymous,EN,12.825,12.825,13.957,1,Minister 1,12.432,12.432,13.664,1,Minister 2,Party Affiliation,Labour Party,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Liberal Democrats,Male,Support EU Integration,Misreporting Funds,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Conservative Party,Male,Support EU Integration,Plagiarism,Conservative Party,Neutral,Having an Extramarital Affair
2018-06-04 08:38:29,2018-06-04 08:38:49,IP Address,155.245.28.12,100,20,True,2018-06-04 08:38:50,R_2QLhTrn50uX5GSP,,,,,51.908599853516,0.9208984375,anonymous,EN,8.602,8.602,9.286,1,Minister 2,9.981,9.981,10.522,1,Minister 2,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Female,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Labour Party,Oppose EU Integration,Male,Misreporting Funds,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Conservative Party,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Female,Plagiarism,Neutral
2018-06-04 08:41:14,2018-06-04 08:41:30,IP Address,155.245.28.9,100,16,True,2018-06-04 08:41:30,R_2ayJBr6sftvTiQE,,,,,51.908599853516,0.9208984375,anonymous,EN,4.531,4.531,5.883,1,Minister 2,5.625,5.625,9.485,1,Minister 2,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Gender,Female,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Labour Party,Labour Party,Female,No Scandal,No Scandal,Oppose EU Integration,EU Integration,Neutral,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Gender,Female,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Labour Party,Labour Party,Female,Misreporting Funds,No Scandal,Oppose EU Integration
2018-06-04 08:40:34,2018-06-04 08:41:54,IP Address,155.245.28.14,100,79,True,2018-06-04 08:41:54,R_1NbmYJSYtW9uQBj,,,,,51.908599853516,0.9208984375,anonymous,EN,47.618,48.493,49.093,2,Minister 1,22.046,22.046,32.299,1,Minister 1,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Gender,Male,Neutral,Misreporting Funds,Conservative Party,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,Male,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Oppose EU Integration,Misreporting Funds,Male
2018-06-04 08:41:29,2018-06-04 08:42:22,IP Address,155.245.28.8,100,53,True,2018-06-04 08:42:22,R_1oIvuYRYZ7lazwf,,,,,51.908599853516,0.9208984375,anonymous,EN,13.682,13.682,14.683,1,Minister 1,37.402,37.402,38.297,1,Minister 2,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Neutral,Neutral,Sexual Harassment,Conservative Party,Female,Liberal Democrats,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Oppose EU Integration,Neutral,Sexual Harassment,Labour Party,Male,Labour Party,Sexual Harassment
2018-06-04 08:42:04,2018-06-04 08:42:47,IP Address,155.245.28.13,100,43,True,2018-06-04 08:42:47,R_Og4jzMJH8sPNtCh,,,,,51.908599853516,0.9208984375,anonymous,EN,15.318,15.318,16.544,1,Minister 1,25.879,25.879,27.532,1,Minister 2,Party Affiliation,Labour Party,Scandal,Plagiarism,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Female,PM's Partisanship,Labour Party,Liberal Democrats,Having an Extramarital Affair,Plagiarism,Neutral,Neutral,Female,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,Labour Party,Misreporting Funds,Plagiarism,Support EU Integration,Support EU Integration,Male,Labour Party
2018-06-19 03:21:54,2018-06-19 03:22:18,IP Address,155.245.29.130,100,23,True,2018-06-19 03:22:18,R_2VL0hirXvmCdkPh,,,,,51.908599853516,0.9208984375,anonymous,EN,9.085,9.085,10.267,1,Minister 1,7.603,7.603,8.626,1,Minister 1,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Plagiarism,Conservative Party,Neutral,Male,Sexual Harassment,Conservative Party,Neutral,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Misreporting Funds,Liberal Democrats,Support EU Integration,Female,No Scandal,Conservative Party,Support EU Integration
