IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
155.245.28.13,100,66,TRUE,2018/6/4 06:37,R_1Ic2bKBYVw2qmvE,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.806,0,8.824,8.824,10.561,1,Prime Minister 1,33.366,33.366,35.069,1,Prime Minister 1,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Gender,Female,Neutral,Conservative Party,Conservative Party,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Oppose EU Integration,Liberal Democrats,Conservative Party,Female,Scandal,No Scandal,Minister's Scandal,No Scandal,Having an Extranarital Affair,Sexual Harassment,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Misreporting Funds,Plagiarism
155.245.28.11,100,72,TRUE,2018/6/4 06:37,R_2Y9Z1tQ8qZoeP3b,,,,,51.90859985,0.920898438,anonymous,EN,0,0,44.225,0,16.29,16.29,17.749,1,Prime Minister 1,11.018,11.018,12.584,1,Prime Minister 1,Gender,Male,Minister's Scandal,Plagiarism,Scandal,No Scandal,Minister's Partisanship,Labour Party,Male,Misreporting Funds,Having an Extranarital Affair,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Female,Misreporting Funds,Plagiarism,Conservative Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Labour Party,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Oppose EU Integration
155.245.28.2,100,34,TRUE,2018/6/4 06:41,R_3j0WShgJxCMNQjQ,,,,,51.90859985,0.920898438,anonymous,EN,6.478,6.478,6.891,1,18.206,18.206,19.076,1,Prime Minister 1,6.418,6.418,7.729,1,Prime Minister 1,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Labour Party,Female,No Scandal,Neutral,Minister's Partisanship,Liberal Democrats,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Liberal Democrats,Male,Misreporting Funds,Neutral,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Labour Party,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Conservative Party,Sexual Harassment
155.245.28.13,100,33,TRUE,2018/6/4 07:05,R_1hzmVduc39Hq33y,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.679,0,7.648,7.648,8.842,1,Prime Minister 1,4.49,4.49,6.02,1,Prime Minister 1,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Liberal Democrats,Neutral,Conservative Party,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,No Scandal,Labour Party,Support EU Integration,Labour Party,Sexual Harassment,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Male,No Scandal,Gender,Female,Minister's Scandal,Misreporting Funds,Female,Misreporting Funds
155.245.28.16,100,64,TRUE,2018/6/4 07:06,R_1FJvR1m26R8Xi8Z,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.107,0,23.998,23.998,25.29,1,Prime Minister 1,15.758,17.028,17.419,2,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Having an Extranarital Affair,Male,Misreporting Funds,Conservative Party,Scandal,Plagiarism,Gender,Male,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Sexual Harassment,Female,Plagiarism,Labour Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Conservative Party,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Labour Party,Neutral
155.245.28.4,100,58,TRUE,2018/6/4 07:06,R_27B9ZfwtUVAPAXz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.827,0,15.41,15.41,16.732,1,Prime Minister 1,10.352,10.352,16.494,1,Prime Minister 1,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,No Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Misreporting Funds,Sexual Harassment,Conservative Party,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Liberal Democrats,Female,Minister's Partisanship,Liberal Democrats,Gender,Female,Conservative Party,Female
155.245.28.8,100,53,TRUE,2018/6/4 07:08,R_2CIhB6Pn9p58y4M,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.009,0,20.956,20.956,22.542,1,Prime Minister 1,9.936,9.936,14.735,1,Prime Minister 2,EU Integration,Oppose EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Neutral,Misreporting Funds,Conservative Party,Sexual Harassment,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Neutral,Misreporting Funds,Conservative Party,Plagiarism,Minister's Partisanship,Conservative Party,Gender,Male,Conservative Party,Male,Minister's Partisanship,Liberal Democrats,Gender,Male,Liberal Democrats,Female
155.245.28.12,100,86,TRUE,2018/6/4 07:08,R_uxGq755iJRZgN6V,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.133,0,23.608,23.608,24.574,1,Prime Minister 2,29.407,29.407,31.437,1,Prime Minister 2,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Misreporting Funds,Support EU Integration,Male,Sexual Harassment,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Gender,Male,Minister's Scandal,Plagiarism,Sexual Harassment,Support EU Integration,Female,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Labour Party,Labour Party,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Labour Party,Labour Party
155.245.28.2,100,51,TRUE,2018/6/4 07:08,R_yloZvpgrKALbswp,,,,,51.90859985,0.920898438,anonymous,EN,23.759,23.759,24.22,1,16.626,16.626,17.72,1,Prime Minister 2,9.425,9.425,10.357,1,Prime Minister 2,Minister's Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Misreporting Funds,Female,Support EU Integration,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Plagiarism,Female,Support EU Integration,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Conservative Party,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Liberal Democrats
155.245.28.17,100,62,TRUE,2018/6/4 07:09,R_1r6T6FmXS5zVOOf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.356,0,21.884,21.884,22.75,1,Prime Minister 1,21.154,21.154,30.081,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Conservative Party,Conservative Party,Having an Extramarital Affair,Misreporting Funds,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Scandal,Plagiarism,Labour Party,Labour Party,Misreporting Funds,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Oppose EU Integration,Male,EU Integration,Support EU Integration,Gender,Female,Support EU Integration,Female
155.245.28.9,100,121,TRUE,2018/6/4 07:09,R_1plCwVs6BNaGacP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,61.073,0,30.44,30.44,32.603,1,Prime Minister 1,28.988,28.988,33.928,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Liberal Democrats,Sexual Harassment,Support EU Integration,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Liberal Democrats,Plagiarism,Oppose EU Integration,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Female,Sexual Harassment,Gender,Female,Minister's Scandal,Misreporting Funds,Female,Misreporting Funds
155.245.28.10,100,71,TRUE,2018/6/4 07:10,R_1CmEt8Q2DOAtKey,,,,,51.90859985,0.920898438,anonymous,EN,0,0,43.544,0,10.334,10.334,12.962,1,Prime Minister 1,11.711,11.711,16.552,1,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Gender,Female,Conservative Party,Support EU Integration,Having an Extranarital Affair,Female,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Gender,Female,Conservative Party,Neutral,Having an Extranarital Affair,Female,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Conservative Party,Misreporting Funds,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Having an Extramarital Affair
155.245.28.14,100,127,TRUE,2018/6/4 07:11,R_OGYjTMa18Sma0eJ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,61.183,0,31.197,31.197,35.571,1,Prime Minister 1,34.536,34.536,36.625,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Neutral,Misreporting Funds,Labour Party,Labour Party,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Support EU Integration,No Scandal,Conservative Party,Liberal Democrats,Scandal,Misreporting Funds,Gender,Female,Misreporting Funds,Male,Scandal,Sexual Harassment,Gender,Female,Having an Extranarital Affair,Female
155.245.28.2,100,66,TRUE,2018/6/4 07:35,R_1KuOAibmsbEFjwx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,6.861,0,10.304,10.304,16.41,1,Prime Minister 1,29.551,40.276,44.405,2,Prime Minister 1,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Having an Extranarital Affair,Labour Party,Having an Extramarital Affair,Female,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Minister's Scandal,Misreporting Funds,Gender,Female,Having an Extranarital Affair,Liberal Democrats,Sexual Harassment,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Oppose EU Integration,Labour Party,EU Integration,Neutral,Party Affiliation,Conservative Party,Neutral,Conservative Party
155.245.28.8,100,60,TRUE,2018/6/4 07:35,R_1LNFJwsWdi9DP3D,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.734,0,16.95,16.95,18.364,1,Prime Minister 2,7.81,7.81,8.958,1,Prime Minister 1,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Female,Misreporting Funds,Support EU Integration,Labour Party,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Male,Sexual Harassment,Oppose EU Integration,Conservative Party,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Plagiarism,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,No Scandal,Liberal Democrats
155.245.28.10,100,85,TRUE,2018/6/4 07:35,R_zTnW9InFOT0TYJz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.396,0,30.236,30.236,36.79,1,Prime Minister 2,21.492,21.492,22.331,1,Prime Minister 1,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Plagiarism,Neutral,Conservative Party,Male,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Having an Extranarital Affair,Support EU Integration,Conservative Party,Male,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Having an Extramarital Affair,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Sexual Harassment,Liberal Democrats
155.245.28.9,100,61,TRUE,2018/6/4 07:35,R_2cpZwYfuREu5kVg,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.018,0,10.17,10.17,11.981,1,Prime Minister 2,16.127,16.127,17.219,1,Prime Minister 2,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,Sexual Harassment,Plagiarism,Liberal Democrats,Female,Having an Extramarital Affair,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Misreporting Funds,Labour Party,Male,Plagiarism,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Conservative Party,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Neutral,Labour Party,Support EU Integration
155.245.28.12,100,82,TRUE,2018/6/4 07:37,R_2fdrXFzxk809m1L,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.177,0,11.958,11.958,13.558,1,Prime Minister 1,20.038,20.038,22.163,1,Prime Minister 2,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,No Scandal,Support EU Integration,Labour Party,Female,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Neutral,Conservative Party,Male,Misreporting Funds,Scandal,No Scandal,Minister's Partisanship,Labour Party,Misreporting Funds,Labour Party,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Having an Extranarital Affair,Liberal Democrats
155.245.28.11,100,132,TRUE,2018/6/4 07:37,R_1lay28SZf08VOhL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,64.565,0,30.636,30.636,32.256,1,Prime Minister 1,16.31,21.675,40.673,2,Prime Minister 2,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Labour Party,Labour Party,Having an Extranarital Affair,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Liberal Democrats,Having an Extranarital Affair,No Scandal,EU Integration,Support EU Integration,Gender,Male,Oppose EU Integration,Male,EU Integration,Neutral,Gender,Male,Oppose EU Integration,Male
155.245.28.11,100,52,TRUE,2018/6/4 08:03,R_Tq3xMdgIGxcQY3T,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.526,0,18.044,18.044,19.651,1,Prime Minister 1,9.834,9.834,11.313,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,No Scandal,Liberal Democrats,Oppose EU Integration,Conservative Party,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Female,Sexual Harassment,Gender,Male,Minister's Scandal,No Scandal,Female,No Scandal
155.245.28.4,100,74,TRUE,2018/6/4 08:04,R_10VMx87oXOLQUoG,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.164,0,12.459,12.459,13.989,1,Prime Minister 2,13.583,13.583,17.318,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Scandal,Sexual Harassment,Conservative Party,Conservative Party,Female,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Male,Plagiarism,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Oppose EU Integration,Minister's Scandal,No Scandal,EU Integration,Neutral,Plagiarism,Neutral
155.245.28.8,100,58,TRUE,2018/6/4 08:08,R_1jBTyIBobQsxx4C,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.834,0,12.26,12.26,13.84,1,Prime Minister 1,15.448,15.448,16.744,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Conservative Party,Misreporting Funds,Having an Extramarital Affair,Conservative Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Conservative Party,Sexual Harassment,Plagiarism,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Oppose EU Integration,Female,EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Male
155.245.28.2,100,32,TRUE,2018/6/4 08:33,R_2TyPO7MWLVy8cuO,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.506,0,8.842,8.842,9.372,1,Prime Minister 2,18.025,18.025,18.811,1,Prime Minister 1,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Labour Party,Oppose EU Integration,Misreporting Funds,Labour Party,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Conservative Party,Oppose EU Integration,Plagiarism,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Male,Plagiarism,Gender,Female,Minister's Scandal,Sexual Harassment,Male,Plagiarism
155.245.28.10,100,29,TRUE,2018/6/4 08:33,R_3stw7MCYuxwiJFw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.188,0,10.175,10.175,13.66,1,Prime Minister 2,10.239,10.239,12.61,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Plagiarism,No Scandal,Labour Party,Male,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,No Scandal,Sexual Harassment,Labour Party,Male,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Oppose EU Integration,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Neutral
155.245.28.17,100,40,TRUE,2018/6/4 08:35,R_1BRbHAFP9aXrPMo,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.377,0,8.818,8.818,12.087,1,Prime Minister 1,9.279,9.279,10.302,1,Prime Minister 1,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Conservative Party,No Scandal,Oppose EU Integration,Conservative Party,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Minister's Partisanship,Labour Party,Conservative Party,Plagiarism,Oppose EU Integration,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Female,Having an Extramarital Affair,Gender,Female,Minister's Scandal,Misreporting Funds,Female,Sexual Harassment
155.245.28.11,100,61,TRUE,2018/6/4 08:35,R_7X8igykiQTj0YO5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.793,0,11.297,11.297,12.926,1,Prime Minister 2,21.061,21.061,24.847,1,Prime Minister 2,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Misreporting Funds,Support EU Integration,Conservative Party,Male,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Plagiarism,Support EU Integration,Labour Party,Male,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Liberal Democrats,No Scandal,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Labour Party,Having an Extramarital Affair
155.245.28.4,100,70,TRUE,2018/6/4 08:36,R_3JgAm1oUQWwSpet,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.113,0,13.565,13.565,15.04,1,Prime Minister 1,17.857,17.857,18.985,1,Prime Minister 2,Gender,Female,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Male,Misreporting Funds,Liberal Democrats,Neutral,Gender,Male,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Female,Plagiarism,Labour Party,Neutral,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Labour Party,Having an Extramarital Affair
155.245.28.15,100,49,TRUE,2018/6/4 08:36,R_31LPTEcqBL0NKk0,,,,,51.90859985,0.920898438,anonymous,EN,16.187,16.187,16.77,1,14.712,14.712,16.356,1,Prime Minister 1,16.532,16.532,17.665,1,Prime Minister 1,Gender,Female,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,Female,Labour Party,Neutral,Having an Extranarital Affair,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,Female,Conservative Party,Support EU Integration,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Labour Party,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Conservative Party,Having an Extramarital Affair
155.245.28.12,100,57,TRUE,2018/6/4 08:36,R_UyVxym7hsy3TE8p,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.699,0,15.716,15.716,16.644,1,Prime Minister 2,7.327,7.327,13.206,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Labour Party,No Scandal,Neutral,Male,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Liberal Democrats,Sexual Harassment,Neutral,Male,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Labour Party,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Conservative Party,Having an Extramarital Affair
155.245.28.14,100,76,TRUE,2018/6/4 08:37,R_02uhaeiRp4hd1eh,,,,,51.90859985,0.920898438,anonymous,EN,16.479,16.479,16.945,1,25.96,25.96,29.256,1,Prime Minister 1,9.521,31.188,32.697,3,Prime Minister 2,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,Sexual Harassment,Conservative Party,Female,No Scandal,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Gender,Female,Scandal,No Scandal,Misreporting Funds,Labour Party,Male,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Conservative Party,Neutral,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Neutral,Labour Party
155.245.28.8,100,92,TRUE,2018/6/4 08:38,R_UMWz0CpuS0M3pPX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.788,0,15.898,15.898,17.018,1,Prime Minister 1,28.747,28.747,30.103,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,No Scandal,Female,Having an Extranarital Affair,Neutral,Minister's Scandal,No Scandal,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,No Scandal,Female,Sexual Harassment,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Conservative Party,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Liberal Democrats
155.245.28.9,100,60,TRUE,2018/6/4 08:38,R_2S7GHhqDg4TKrwb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.97,0,27.979,27.979,29.716,1,Prime Minister 1,16.98,16.98,18.39,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,No Scandal,Conservative Party,Plagiarism,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Misreporting Funds,Conservative Party,Misreporting Funds,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Neutral,Male,EU Integration,Oppose EU Integration,Gender,Female,Neutral,Male
155.245.28.13,100,44,TRUE,2018/6/4 08:39,R_2ri30LbTGd5PDoT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.341,0,10.401,10.401,11.708,1,Prime Minister 1,8.791,8.791,10.029,1,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Liberal Democrats,Oppose EU Integration,Misreporting Funds,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Liberal Democrats,Neutral,No Scandal,Conservative Party,Gender,Female,Scandal,Plagiarism,Male,Misreporting Funds,Gender,Female,Scandal,Plagiarism,Female,No Scandal
155.245.29.130,100,88,TRUE,2018/6/19 03:17,R_bDawnHVuabP414R,,,,,51.90859985,0.920898438,anonymous,EN,0,0,51.159,0,20.715,20.715,21.437,1,Prime Minister 2,18.699,18.699,19.698,1,Prime Minister 2,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,No Scandal,Having an Extramarital Affair,Labour Party,Neutral,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Misreporting Funds,Sexual Harassment,Liberal Democrats,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Female,Labour Party,Gender,Male,Party Affiliation,Labour Party,Female,Conservative Party
217.68.254.137,100,49,TRUE,2018/6/19 03:33,R_33g6hFoQ0CsgXBa,,,,,51.88330078,0.899993896,anonymous,EN,0,0,21.065,0,9.82,9.82,10.842,1,Prime Minister 2,8.552,8.552,9.654,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Gender,Female,Conservative Party,Neutral,Misreporting Funds,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Gender,Female,Conservative Party,Neutral,No Scandal,Male,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Liberal Democrats,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Conservative Party,Plagiarism
