IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.17,100,26,TRUE,2018/5/30 07:06,R_3gLVXC1vwuJhxI3,,,,,51.90859985,0.920898438,anonymous,EN,9.331,9.331,10.33,1,Candidate 1,14.377,14.377,15.893,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,Conservative Party,Male,Oppose EU Integration,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Neutral,Scandal,Sexual Harassment,Liberal Democrats,Female,Support EU Integration,Having an Extramarital Affair
155.245.28.10,100,17,TRUE,2018/5/30 08:02,R_7XaBsPhbJJvpJi9,,,,,51.90859985,0.920898438,anonymous,EN,9.144,9.144,10.183,1,Candidate 1,5.025,5.025,6.344,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Male,Conservative Party,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,EU Integration,Neutral,Plagiarism,Female,Liberal Democrats,Support EU Integration
155.245.28.2,100,16,TRUE,2018/5/30 08:02,R_9BQa0Qr5SX54vJL,,,,,51.90859985,0.920898438,anonymous,EN,8.294,8.294,9.932,1,Candidate 1,3.712,3.712,5.919,1,Candidate 1,EU Integration,Neutral,Scandal,No Scandal,Gender,Female,Party Affiliation,Conservative Party,Support EU Integration,Plagiarism,Male,Conservative Party,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Labour Party,Oppose EU Integration,Sexual Harassment,Female,Liberal Democrats
155.245.28.9,100,26,TRUE,2018/5/30 08:04,R_1dGIaUoE8U0eQBH,,,,,51.90859985,0.920898438,anonymous,EN,12.045,12.045,13.501,1,Candidate 2,11.286,11.286,12.614,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Neutral,Plagiarism,Female,Liberal Democrats,Neutral,Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Misreporting Funds,Female,Labour Party,Support EU Integration
155.245.28.8,100,12,TRUE,2018/5/30 08:32,R_3n9js4EsI2cXDBd,,,,,51.90859985,0.920898438,anonymous,EN,4.148,4.148,5.431,1,Candidate 2,5.022,5.022,6.229,1,Candidate 2,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Female,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Female,Liberal Democrats,Having an Extramarital Affair,Oppose EU Integration
155.245.28.2,100,18,TRUE,2018/5/30 08:32,R_1gINKyouzwoti76,,,,,51.90859985,0.920898438,anonymous,EN,7.891,7.891,8.758,1,Candidate 2,7.444,7.444,8.792,1,Candidate 1,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Support EU Integration,No Scandal,Female,Conservative Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Neutral,Having an Extramarital Affair,Male,Liberal Democrats
155.245.28.10,100,16,TRUE,2018/5/30 08:32,R_10VKJhtgYHaPuIk,,,,,51.90859985,0.920898438,anonymous,EN,3.62,3.62,6.818,1,Candidate 2,4.85,4.85,9.152,1,Candidate 2,Gender,Male,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Female,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Female,No Scandal,Support EU Integration,Liberal Democrats
155.245.28.4,100,16,TRUE,2018/5/30 08:33,R_1CBaMHAGs8MVaR9,,,,,51.90859985,0.920898438,anonymous,EN,8.153,8.153,9.364,1,Candidate 1,5.16,5.16,6.851,1,Candidate 1,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Labour Party,Male,Support EU Integration,No Scandal,Party Affiliation,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,No Scandal,Labour Party,Female,Oppose EU Integration,Sexual Harassment
155.245.28.12,100,30,TRUE,2018/5/30 08:33,R_12xxRSCjwuBfEr1,,,,,51.90859985,0.920898438,anonymous,EN,23.326,23.326,25.124,1,Candidate 2,3.86,3.86,5.46,1,Candidate 2,Gender,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Female,Labour Party,No Scandal,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Male,Liberal Democrats,No Scandal,Oppose EU Integration
155.245.28.2,100,29,TRUE,2018/5/30 09:03,R_3oMAJMdGE4blKIS,,,,,51.90859985,0.920898438,anonymous,EN,23.819,23.819,24.59,1,Candidate 1,3.68,3.68,4.767,1,Candidate 1,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,Plagiarism,Support EU Integration,Labour Party,Male,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Misreporting Funds,Oppose EU Integration,Conservative Party,Female,Plagiarism
155.245.28.9,100,21,TRUE,2018/5/30 09:03,R_bOfmNH90rpIPcqt,,,,,51.90859985,0.920898438,anonymous,EN,14.517,14.517,15.79,1,Candidate 2,4.088,4.088,5.742,1,Candidate 2,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,No Scandal,Neutral,Male,Labour Party,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,No Scandal,Support EU Integration,Female,Liberal Democrats
155.245.28.8,100,18,TRUE,2018/5/30 09:04,R_2OU1Lz1GP4OaPAD,,,,,51.90859985,0.920898438,anonymous,EN,6.892,7.727,8.16,2,Candidate 1,8.33,8.33,9.46,1,Candidate 1,Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Plagiarism,Female,Neutral,Labour Party,Scandal,No Scandal,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,No Scandal,Male,Oppose EU Integration,Liberal Democrats
155.245.28.8,100,34,TRUE,2018/5/30 10:02,R_VIKd6M7ONrQReUx,,,,,51.90859985,0.920898438,anonymous,EN,22.905,22.905,23.681,1,Candidate 2,9.557,9.557,10.565,1,Candidate 2,Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,No Scandal,Liberal Democrats,Male,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Misreporting Funds,Liberal Democrats,Male,Neutral
155.245.28.4,100,50,TRUE,2018/5/30 10:04,R_1LjtKde3h0yywGm,,,,,51.90859985,0.920898438,anonymous,EN,10.037,10.037,12.269,1,Candidate 1,24.751,38.135,38.987,4,Candidate 2,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,Scandal,No Scandal,Oppose EU Integration,Liberal Democrats,Female,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Misreporting Funds,Support EU Integration,Conservative Party,Female,Sexual Harassment
155.245.28.2,100,16,TRUE,2018/5/30 10:09,R_86TmR7pSRlSokEx,,,,,51.90859985,0.920898438,anonymous,EN,7.794,7.794,9.551,1,Candidate 1,5.068,5.068,6.604,1,Candidate 2,EU Integration,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Neutral,Female,Liberal Democrats,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Neutral,Female,Labour Party,No Scandal
155.245.28.31,100,18,TRUE,2018/6/4 05:35,R_3EMCsy95smIVOxs,,,,,51.90859985,0.920898438,anonymous,EN,9.792,9.792,11.395,1,Candidate 1,4.817,6.056,6.71,2,Candidate 1,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Male,Sexual Harassment,Oppose EU Integration,Conservative Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Female,Plagiarism,Oppose EU Integration,Conservative Party
155.245.28.13,100,23,TRUE,2018/6/4 05:35,R_zZPAr2P7WSOgF7H,,,,,51.90859985,0.920898438,anonymous,EN,11.079,11.079,12.826,1,Candidate 1,8.625,8.625,9.79,1,Candidate 2,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,Misreporting Funds,Neutral,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Male,Having an Extramarital Affair,Neutral,Labour Party
155.245.28.11,100,15,TRUE,2018/6/4 05:37,R_2RPrkaWqUeiO5Ke,,,,,51.90859985,0.920898438,anonymous,EN,7.012,7.012,8.205,1,Candidate 2,5.212,5.212,6.214,1,Candidate 2,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Labour Party,Having an Extramarital Affair,Support EU Integration,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Labour Party,No Scandal,Neutral,Female
155.245.28.20,100,15,TRUE,2018/6/4 05:37,R_yqiAGxG0BtxYJEJ,,,,,51.90859985,0.920898438,anonymous,EN,5.804,5.804,7.052,1,Candidate 1,6.469,6.469,7.609,1,Candidate 2,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Neutral,Female,Sexual Harassment,Conservative Party,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Female,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration
155.245.28.17,100,22,TRUE,2018/6/4 05:37,R_1Lh5xzJMecAEZpb,,,,,51.90859985,0.920898438,anonymous,EN,10.678,10.678,11.471,1,Candidate 1,8.654,9.627,10.587,3,Candidate 1,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Neutral,Labour Party,Female,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Plagiarism,Oppose EU Integration,Conservative Party,Male,Misreporting Funds
155.245.28.15,100,13,TRUE,2018/6/4 05:37,R_ptr6LNenpbH0Zup,,,,,51.90859985,0.920898438,anonymous,EN,5.903,5.903,6.878,1,Candidate 2,4.993,4.993,6.118,1,Candidate 1,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Liberal Democrats,Plagiarism,Female,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Labour Party,Sexual Harassment,Male,Neutral
155.245.28.16,100,22,TRUE,2018/6/4 05:37,R_sO4UFpU4auXOfdv,,,,,51.90859985,0.920898438,anonymous,EN,4.767,14.484,16.411,2,Candidate 1,4.753,4.753,5.989,1,Candidate 1,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Plagiarism,Oppose EU Integration,Female,Conservative Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Neutral,Male,Liberal Democrats
155.245.28.30,100,20,TRUE,2018/6/4 05:37,R_3sslc4ZN5aMH0a6,,,,,51.90859985,0.920898438,anonymous,EN,8.998,8.998,10.221,1,Candidate 2,7.644,8.703,9.568,2,Candidate 2,EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Liberal Democrats,Oppose EU Integration,Misreporting Funds,Male,Labour Party,EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,Oppose EU Integration,Having an Extramarital Affair,Male,Labour Party
155.245.28.26,100,25,TRUE,2018/6/4 05:37,R_Xqh2H3Dg1XT2TWV,,,,,51.90859985,0.920898438,anonymous,EN,4.743,4.743,9.815,1,Candidate 1,13.966,13.966,14.756,1,Candidate 1,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,Male,Oppose EU Integration,Labour Party,Plagiarism,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,Female,Oppose EU Integration,Conservative Party,Misreporting Funds
155.245.28.19,100,27,TRUE,2018/6/4 05:37,R_3EtHqOeqyLENK5A,,,,,51.90859985,0.920898438,anonymous,EN,11.664,11.664,17.196,1,Candidate 1,8.614,8.614,9.977,1,Candidate 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,Support EU Integration,Labour Party,Female,Plagiarism,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Scandal,Sexual Harassment,Support EU Integration,Liberal Democrats,Female,Having an Extramarital Affair
155.245.28.8,100,22,TRUE,2018/6/4 05:37,R_1GqJDf62EPuVqtX,,,,,51.90859985,0.920898438,anonymous,EN,9.202,9.202,10.572,1,Candidate 2,8.836,8.836,10.974,1,Candidate 1,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Party Affiliation,Labour Party,Support EU Integration,Female,Plagiarism,Conservative Party,EU Integration,Neutral,Gender,Male,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Neutral,Male,Having an Extramarital Affair,Liberal Democrats
155.245.28.28,100,17,TRUE,2018/6/4 05:37,R_2U2XROdKP7ebRON,,,,,51.90859985,0.920898438,anonymous,EN,7.779,7.779,8.575,1,Candidate 1,6.811,6.811,8.4,1,Candidate 2,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Conservative Party,Plagiarism,Neutral,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Labour Party,Having an Extramarital Affair,Support EU Integration,Female
155.245.28.21,100,32,TRUE,2018/6/4 05:37,R_22ITHWzbnfRRQOh,,,,,51.90859985,0.920898438,anonymous,EN,20.209,20.209,23.855,1,Candidate 1,5.779,5.779,9.306,1,Candidate 1,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Sexual Harassment,Labour Party,Support EU Integration,Male,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Female
155.245.28.18,100,23,TRUE,2018/6/4 05:37,R_3fC20BLmj09Z55y,,,,,51.90859985,0.920898438,anonymous,EN,15.454,15.454,16.668,1,Candidate 1,5.9,5.9,6.933,1,Candidate 1,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Female,Neutral,Liberal Democrats,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Male,Oppose EU Integration,Liberal Democrats,Misreporting Funds
155.245.28.27,100,25,TRUE,2018/6/4 05:37,R_2xQuFtyKuNOZD5f,,,,,51.90859985,0.920898438,anonymous,EN,14.614,17.953,19.311,3,Candidate 1,4.524,4.524,5.849,1,Candidate 1,Scandal,Plagiarism,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Misreporting Funds,Male,Liberal Democrats,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Male,Conservative Party,Oppose EU Integration
155.245.28.9,100,23,TRUE,2018/6/4 05:37,R_1mOe1WCheKfD0ys,,,,,51.90859985,0.920898438,anonymous,EN,7.88,7.88,8.918,1,Candidate 2,1.352,13.5,14.278,19,Candidate 1,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,Neutral,Sexual Harassment,Liberal Democrats,Male,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,Neutral,Sexual Harassment,Conservative Party,Female
155.245.28.4,100,27,TRUE,2018/6/4 05:38,R_3MQGvLmQWLNHVzC,,,,,51.90859985,0.920898438,anonymous,EN,15.074,15.074,16.396,1,Candidate 2,8.509,8.509,10.884,1,Candidate 2,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,No Scandal,Labour Party,Male,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,No Scandal,Conservative Party,Female,Support EU Integration
155.245.28.35,100,19,TRUE,2018/6/4 05:38,R_2ahpeFHkY0Exsa4,,,,,51.90859985,0.920898438,anonymous,EN,8.314,8.314,10.166,1,Candidate 2,7.102,7.102,8.43,1,Candidate 1,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,Female,Neutral,No Scandal,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Male,Neutral,Sexual Harassment,Labour Party
155.245.28.12,100,20,TRUE,2018/6/4 05:38,R_OqxycNNiZl6poEp,,,,,51.90859985,0.920898438,anonymous,EN,7.43,7.43,8.908,1,Candidate 1,10.047,10.047,11.277,1,Candidate 2,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,No Scandal,Male,Labour Party,Oppose EU Integration,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Male,Conservative Party,Neutral,No Scandal
155.245.28.34,100,37,TRUE,2018/6/4 05:38,R_1C8x5Phe2ZtrktO,,,,,51.90859985,0.920898438,anonymous,EN,10.117,10.117,14.716,1,Candidate 1,21.036,21.036,22.309,1,Candidate 2,Gender,Male,EU Integration,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Female,Oppose EU Integration,Misreporting Funds,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Female,Neutral,Sexual Harassment,Liberal Democrats
155.245.28.10,100,22,TRUE,2018/6/4 05:38,R_VPVuwNjjcM06l7b,,,,,51.90859985,0.920898438,anonymous,EN,7.167,7.167,8.962,1,Candidate 1,11.401,11.401,13.035,1,Candidate 1,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Conservative Party,Sexual Harassment,Female,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Female,Oppose EU Integration
155.245.28.29,100,46,TRUE,2018/6/4 05:38,R_3pWr9c8CCUlERNv,,,,,51.90859985,0.920898438,anonymous,EN,12.442,12.442,32.066,1,Candidate 1,12.029,12.029,15.286,1,Candidate 2,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Female,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,Female,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Labour Party,Support EU Integration,Misreporting Funds,Male,Conservative Party
155.245.28.14,100,59,TRUE,2018/6/4 05:39,R_1n1OFr5Z7ipgIdf,,,,,51.90859985,0.920898438,anonymous,EN,16.683,16.683,17.948,1,Candidate 2,42.1,42.1,43.36,1,Candidate 1,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Neutral,Male,Sexual Harassment,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Neutral,Male,Misreporting Funds,Conservative Party
155.245.28.32,100,61,TRUE,2018/6/4 05:39,R_240LQGYxCEa4SPp,,,,,51.90859985,0.920898438,anonymous,EN,18.412,18.412,19.409,1,Candidate 2,42.357,43.208,43.748,2,Candidate 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Male,Liberal Democrats,Support EU Integration,Plagiarism,Male,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,Labour Party,Neutral,Plagiarism,Female
155.245.28.2,100,48,TRUE,2018/6/4 05:39,R_3svMUSK3gnM6w58,,,,,51.90859985,0.920898438,anonymous,EN,23.041,23.041,24.064,1,Candidate 1,24.683,24.683,25.528,1,Candidate 2,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Labour Party,Support EU Integration,Misreporting Funds,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,No Scandal,Gender,Female,Liberal Democrats,Support EU Integration,Having an Extramarital Affair,Female
155.245.28.22,100,48,TRUE,2018/6/4 05:39,R_R3x4dFcNUxw6pjP,,,,,51.90859985,0.920898438,anonymous,EN,32.4,32.4,33.667,1,Candidate 2,13.838,13.838,15.274,1,Candidate 1,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Labour Party,Plagiarism,Neutral,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Sexual Harassment,Support EU Integration,Male
155.245.28.23,100,40,TRUE,2018/6/4 05:39,R_tQGRUAsz8WuUEmd,,,,,51.90859985,0.920898438,anonymous,EN,26.118,26.118,29.722,1,Candidate 1,4.418,4.418,11.214,1,Candidate 2,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Plagiarism,Conservative Party,Neutral,Female
155.245.28.33,100,23,TRUE,2018/6/4 05:40,R_3qHB0XzqRBkebPw,,,,,51.90859985,0.920898438,anonymous,EN,10.838,10.838,11.766,1,Candidate 2,10.731,10.731,11.594,1,Candidate 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Oppose EU Integration,Conservative Party,No Scandal,Male,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Gender,Female,Oppose EU Integration,Labour Party,Plagiarism,Male
155.245.28.24,100,18,TRUE,2018/6/4 05:40,R_2fqjHjfhjaedNrT,,,,,51.90859985,0.920898438,anonymous,EN,6.879,7.493,8.071,2,Candidate 2,6.589,7.452,9.67,2,Candidate 1,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Gender,Male,Labour Party,No Scandal,Support EU Integration,Male,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Sexual Harassment,Oppose EU Integration,Female
155.245.28.25,100,28,TRUE,2018/6/4 05:42,R_3rOtjvjjjeuGOMO,,,,,51.90859985,0.920898438,anonymous,EN,14.006,14.006,16.37,1,Candidate 1,10.636,10.636,12.234,1,Candidate 2,Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Plagiarism,Male,Labour Party,Oppose EU Integration,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,No Scandal,Female,Liberal Democrats,Support EU Integration
155.245.28.37,100,26,TRUE,2018/6/4 05:42,R_3sdLBFaefwXHq29,,,,,51.90859985,0.920898438,anonymous,EN,13.711,13.711,14.878,1,Candidate 1,10.753,10.753,12.006,1,Candidate 1,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,Neutral,Misreporting Funds,Liberal Democrats,Male,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,Oppose EU Integration,Sexual Harassment,Conservative Party,Female
155.245.28.36,100,39,TRUE,2018/6/4 05:42,R_3ltwDVSBlMUQP5W,,,,,51.90859985,0.920898438,anonymous,EN,23.889,23.889,25.002,1,Candidate 1,14.31,14.31,15.715,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Male,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Conservative Party,Female,Having an Extramarital Affair,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Liberal Democrats,Female,Misreporting Funds,Oppose EU Integration
155.245.28.4,100,20,TRUE,2018/6/4 06:05,R_9WEBGA0UWunD917,,,,,51.90859985,0.920898438,anonymous,EN,11.255,11.255,12.479,1,Candidate 1,6.288,6.288,7.314,1,Candidate 2,Party Affiliation,Labour Party,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Labour Party,Male,Having an Extramarital Affair,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Conservative Party,Male,No Scandal,Neutral
155.245.28.20,100,16,TRUE,2018/6/4 06:05,R_1F2mz5buAs7GNC2,,,,,51.90859985,0.920898438,anonymous,EN,9.697,9.697,11.953,1,Candidate 1,3.247,3.247,4.242,1,Candidate 2,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Oppose EU Integration,Female,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,No Scandal,Neutral,Female,Labour Party
155.245.28.2,100,18,TRUE,2018/6/4 06:05,R_6VYR61IRRucjqbD,,,,,51.90859985,0.920898438,anonymous,EN,6.593,6.593,8.243,1,Candidate 1,9.209,9.209,9.942,1,Candidate 2,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Plagiarism,Support EU Integration,Female,Labour Party,Misreporting Funds,EU Integration,Neutral,Gender,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Support EU Integration,Male,Liberal Democrats,Having an Extramarital Affair
155.245.28.22,100,13,TRUE,2018/6/4 06:05,R_3PvjeXZESdYfhk3,,,,,51.90859985,0.920898438,anonymous,EN,4.952,4.952,6.392,1,Candidate 1,5.112,5.112,6.504,1,Candidate 1,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Liberal Democrats,Plagiarism,Neutral,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Female,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Female
