IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.24,100,8,TRUE,2018/5/29 07:07,R_0cWoYYJklcAvCMx,,,,,51.90859985,0.920898438,anonymous,EN,2.812,2.812,3.902,1,Prime Minister 2,1.999,1.999,3.288,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Female,EU Integration,Neutral,Labour Party,Having an Extramarital Affair,Labour Party,Misreporting Funds,Female,Oppose EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Labour Party,No Scandal,Labour Party,Sexual Harassment,Female,Oppose EU Integration
155.245.28.13,100,20,TRUE,2018/5/29 07:08,R_240fimV4mBbNYEI,,,,,51.90859985,0.920898438,anonymous,EN,11.855,11.855,12.74,1,Prime Minister 2,6.101,6.101,7.096,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Male,Labour Party,No Scandal,Labour Party,Neutral,Misreporting Funds,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Male,Labour Party,No Scandal,Labour Party,Oppose EU Integration,No Scandal,Male
155.245.28.11,100,18,TRUE,2018/5/29 07:08,R_cZkIrbKZmLDrH8d,,,,,51.90859985,0.920898438,anonymous,EN,4.694,4.694,6.208,1,Prime Minister 2,9.279,9.279,11.724,1,Prime Minister 2,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Female,Oppose EU Integration,Conservative Party,Liberal Democrats,No Scandal,Having an Extramarital Affair,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Male,Support EU Integration,Conservative Party,Conservative Party,No Scandal,Plagiarism
155.245.28.21,100,20,TRUE,2018/5/29 07:08,R_3M3x3Av6yaYCQNR,,,,,51.90859985,0.920898438,anonymous,EN,9.683,9.683,10.859,1,Prime Minister 1,8.344,8.344,9.192,1,Prime Minister 2,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Gender,Male,Minister's Partisanship,Labour Party,Sexual Harassment,Conservative Party,Misreporting Funds,Oppose EU Integration,Male,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Minister's Partisanship,Liberal Democrats,No Scandal,Conservative Party,Misreporting Funds,Neutral,Female,Conservative Party
155.245.28.26,100,25,TRUE,2018/5/29 07:08,R_33jAX4jDumtfGYA,,,,,51.90859985,0.920898438,anonymous,EN,15.307,15.307,16.129,1,Prime Minister 1,7.423,7.423,9.031,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Gender,Female,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Conservative Party,Liberal Democrats,Plagiarism,Male,Sexual Harassment,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Gender,Male,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Conservative Party,Liberal Democrats,Misreporting Funds,Male,Having an Extramarital Affair,Support EU Integration
155.245.28.16,100,24,TRUE,2018/5/29 07:08,R_3GkrlIQCFDjzA4T,,,,,51.90859985,0.920898438,anonymous,EN,12.281,12.281,13.607,1,Prime Minister 1,6.881,9.617,10.489,2,Prime Minister 2,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Labour Party,Support EU Integration,Labour Party,Having an Extranarital Affair,Sexual Harassment,Female,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Labour Party,Neutral,Labour Party,Misreporting Funds,Misreporting Funds,Female
155.245.28.17,100,35,TRUE,2018/5/29 07:09,R_3Mu1uHtIE4j1Q2W,,,,,51.90859985,0.920898438,anonymous,EN,9.691,9.691,11.016,1,Prime Minister 1,22.519,24.053,25.241,2,Prime Minister 2,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Plagiarism,Liberal Democrats,Having an Extranarital Affair,Support EU Integration,Male,Conservative Party,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Plagiarism,Conservative Party,Plagiarism,Support EU Integration,Male,Conservative Party
155.245.28.23,100,21,TRUE,2018/5/29 07:09,R_R9ouAJRSQCzM9dD,,,,,51.90859985,0.920898438,anonymous,EN,4.585,4.585,6.686,1,Prime Minister 1,4.755,4.755,14.041,1,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,No Scandal,Female,Misreporting Funds,Conservative Party,Conservative Party,Support EU Integration,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Neutral,Sexual Harassment,Female,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Oppose EU Integration
155.245.28.20,100,47,TRUE,2018/5/29 07:10,R_2EActRnV4ofmmNM,,,,,51.90859985,0.920898438,anonymous,EN,19.338,19.338,23.783,1,Prime Minister 2,24.447,24.447,25.793,1,Prime Minister 1,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Gender,Male,Sexual Harassment,Neutral,Conservative Party,No Scandal,Liberal Democrats,Female,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Gender,Male,Sexual Harassment,Neutral,Labour Party,Sexual Harassment,Labour Party,Female
155.245.28.2,100,39,TRUE,2018/5/29 07:11,R_XNSGzXoB6CWqDzX,,,,,51.90859985,0.920898438,anonymous,EN,21.211,21.211,22.092,1,Prime Minister 2,15.74,15.74,18.127,1,Prime Minister 1,Scandal,No Scandal,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Misreporting Funds,Female,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Support EU Integration,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Plagiarism,Male,Labour Party,Sexual Harassment,Labour Party,Oppose EU Integration
155.245.28.12,100,110,TRUE,2018/5/29 07:14,R_Z3JOlWhNOqgEieR,,,,,51.90859985,0.920898438,anonymous,EN,58.441,58.441,60.046,1,Prime Minister 1,53.553,53.553,54.595,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Liberal Democrats,Misreporting Funds,Misreporting Funds,Male,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,Scandal,Having an Extranarital Affair,Gender,Female,EU Integration,Support EU Integration,Conservative Party,Conservative Party,Misreporting Funds,Plagiarism,Male,Neutral
155.245.28.10,100,15,TRUE,2018/5/29 07:33,R_2aY24sSUqUJDI3V,,,,,51.90859985,0.920898438,anonymous,EN,6.219,6.219,8.456,1,Prime Minister 1,5.418,5.418,6.49,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Male,Sexual Harassment,Neutral,Labour Party,Labour Party,No Scandal,Male,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Sexual Harassment,Support EU Integration,Conservative Party,Conservative Party,Having an Extranarital Affair,Female
155.245.28.8,100,30,TRUE,2018/5/29 07:35,R_BFI6xsanK2gneWl,,,,,51.90859985,0.920898438,anonymous,EN,10.409,10.409,11.381,1,Prime Minister 2,17.412,17.412,18.884,1,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Misreporting Funds,Conservative Party,Male,No Scandal,Neutral,Liberal Democrats,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Having an Extramarital Affair,Labour Party,Female,Misreporting Funds,Neutral,Labour Party
155.245.28.2,100,29,TRUE,2018/5/29 07:35,R_2EBnG0CCNXumyjK,,,,,51.90859985,0.920898438,anonymous,EN,9.453,9.453,13.392,1,Prime Minister 2,13.144,13.144,16.987,1,Prime Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Neutral,Conservative Party,Female,No Scandal,Plagiarism,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Oppose EU Integration,Conservative Party,Male,Sexual Harassment,Misreporting Funds,Conservative Party
155.245.28.9,100,43,TRUE,2018/5/29 08:07,R_21HxbdJAj13qNiD,,,,,51.90859985,0.920898438,anonymous,EN,30.135,30.135,31.24,1,Prime Minister 2,11.725,11.725,12.852,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Neutral,Labour Party,Labour Party,Female,Sexual Harassment,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Oppose EU Integration,Labour Party,Labour Party,Female,Sexual Harassment,Having an Extramarital Affair
155.245.28.4,100,41,TRUE,2018/5/29 08:07,R_3fT4JXUca4dF5vF,,,,,51.90859985,0.920898438,anonymous,EN,22.579,22.579,31.983,1,Prime Minister 2,9.429,9.429,10.064,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Scandal,Having an Extranarital Affair,Conservative Party,Oppose EU Integration,Misreporting Funds,Conservative Party,Male,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,Scandal,Misreporting Funds,Conservative Party,Neutral,Having an Extramarital Affair,Conservative Party,Female,No Scandal
155.245.28.9,100,56,TRUE,2018/5/29 08:37,R_2RVULGnAx3wPVar,,,,,51.90859985,0.920898438,anonymous,EN,33.835,33.835,37.598,1,Prime Minister 1,19.75,19.75,20.749,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Having an Extranarital Affair,Conservative Party,Female,Support EU Integration,Having an Extramarital Affair,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Plagiarism,Conservative Party,Male,Neutral,Plagiarism,Liberal Democrats
155.245.28.2,100,12,TRUE,2018/5/29 09:38,R_Wd2lwH8oAIbAA7f,,,,,51.90859985,0.920898438,anonymous,EN,2.374,2.374,4.178,1,Prime Minister 1,5.38,5.38,6.74,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Sexual Harassment,Liberal Democrats,Oppose EU Integration,Male,Having an Extranarital Affair,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Having an Extramarital Affair,Conservative Party,Support EU Integration,Male,Plagiarism,Conservative Party
155.245.28.4,100,56,TRUE,2018/5/29 09:41,R_b1oUNDSGr3R0XAd,,,,,51.90859985,0.920898438,anonymous,EN,28.749,28.749,33.844,1,Prime Minister 2,19.883,19.883,22.905,1,Prime Minister 2,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Plagiarism,Male,Labour Party,Labour Party,Having an Extranarital Affair,Neutral,Minister's Scandal,Misreporting Funds,Gender,Male,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Female,Liberal Democrats,Conservative Party,No Scandal,Neutral
155.245.28.2,100,14,TRUE,2018/5/29 10:05,R_2xJLl23ikhV0JU7,,,,,51.90859985,0.920898438,anonymous,EN,8.825,8.825,9.724,1,Prime Minister 1,3.557,3.557,4.319,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Gender,Female,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Labour Party,Having an Extramarital Affair,Male,Sexual Harassment,Support EU Integration,Labour Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Labour Party,Plagiarism,Female,Sexual Harassment,Oppose EU Integration,Labour Party
155.245.28.9,100,17,TRUE,2018/5/29 10:07,R_2rBdG9meFcFrNvd,,,,,51.90859985,0.920898438,anonymous,EN,9.426,9.426,10.266,1,Prime Minister 2,5.549,5.549,6.547,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Labour Party,Having an Extranarital Affair,No Scandal,Female,Neutral,Labour Party,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Labour Party,Plagiarism,Plagiarism,Male,Oppose EU Integration,Labour Party
155.245.28.10,100,24,TRUE,2018/5/29 10:10,R_1gAd1MvgR0iK0Xm,,,,,51.90859985,0.920898438,anonymous,EN,5.741,5.741,6.831,1,Prime Minister 1,12.879,12.879,16.91,1,Prime Minister 1,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Minister's Scandal,Plagiarism,Gender,Male,Party Affiliation,Labour Party,Oppose EU Integration,Conservative Party,Misreporting Funds,No Scandal,Female,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Minister's Scandal,No Scandal,Gender,Male,Party Affiliation,Conservative Party,Support EU Integration,Conservative Party,Sexual Harassment,Misreporting Funds,Female,Conservative Party
155.245.28.11,100,24,TRUE,2018/5/30 07:05,R_33lK2Z6lzVlkYxm,,,,,51.90859985,0.920898438,anonymous,EN,9.945,11.83,12.668,3,Prime Minister 2,9.091,10.211,10.952,2,Prime Minister 2,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Scandal,No Scandal,Labour Party,Male,Labour Party,Support EU Integration,Plagiarism,No Scandal,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,No Scandal,Scandal,No Scandal,Labour Party,Female,Labour Party,Support EU Integration,Sexual Harassment,Having an Extranarital Affair
155.245.28.15,100,25,TRUE,2018/5/30 07:05,R_1f2uggNy8LEK42f,,,,,51.90859985,0.920898438,anonymous,EN,11.19,11.19,12.443,1,Prime Minister 1,11.403,11.403,12.961,1,Prime Minister 1,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Misreporting Funds,Oppose EU Integration,Conservative Party,Male,Misreporting Funds,Conservative Party,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Having an Extramarital Affair,Neutral,Labour Party,Female,No Scandal,Labour Party
155.245.28.8,100,30,TRUE,2018/5/30 07:07,R_1Ca6WKbPzxG6DLZ,,,,,51.90859985,0.920898438,anonymous,EN,15.652,15.652,22.139,1,Prime Minister 1,5.543,5.543,8.526,1,Prime Minister 1,Gender,Male,Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Male,No Scandal,Conservative Party,Oppose EU Integration,Liberal Democrats,Plagiarism,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Male,Having an Extranarital Affair,Labour Party,Oppose EU Integration,Labour Party,Misreporting Funds
155.245.28.12,100,48,TRUE,2018/5/30 07:07,R_1py5JRqnY6QOzUe,,,,,51.90859985,0.920898438,anonymous,EN,22.862,22.862,37.735,1,Prime Minister 1,9.177,9.177,11.425,1,Prime Minister 2,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Liberal Democrats,Sexual Harassment,Oppose EU Integration,Misreporting Funds,Conservative Party,Female,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,Conservative Party,No Scandal,Neutral,Having an Extramarital Affair,Conservative Party,Male
155.245.28.10,100,32,TRUE,2018/5/30 07:07,R_pu7vidTqVo7AUNj,,,,,51.90859985,0.920898438,anonymous,EN,11.2,11.2,12.936,1,Prime Minister 1,18.366,18.366,20.103,1,Prime Minister 1,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,No Scandal,Conservative Party,Plagiarism,Neutral,Female,Conservative Party,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Misreporting Funds,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Male,Conservative Party
155.245.28.4,100,27,TRUE,2018/5/30 07:08,R_2YVyfGITadIFIi0,,,,,51.90859985,0.920898438,anonymous,EN,12.125,15.299,18.646,2,Prime Minister 1,7.273,7.273,8.51,1,Prime Minister 1,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Male,EU Integration,Oppose EU Integration,Scandal,No Scandal,Having an Extramarital Affair,Conservative Party,Conservative Party,Male,Oppose EU Integration,Misreporting Funds,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Scandal,Plagiarism,No Scandal,Conservative Party,Liberal Democrats,Female,Oppose EU Integration,Sexual Harassment
155.245.28.16,100,31,TRUE,2018/5/30 07:08,R_BysTh5PDyWR4FEt,,,,,51.90859985,0.920898438,anonymous,EN,16.682,16.682,18.488,1,Prime Minister 1,12.06,12.06,13.459,1,Prime Minister 1,Gender,Female,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Female,Misreporting Funds,Labour Party,Misreporting Funds,Labour Party,Oppose EU Integration,Gender,Female,Scandal,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Male,Sexual Harassment,Labour Party,Misreporting Funds,Labour Party,Support EU Integration
155.245.28.9,100,65,TRUE,2018/5/30 07:09,R_1gcpoVB0YaMWKqy,,,,,51.90859985,0.920898438,anonymous,EN,32.465,32.465,33.333,1,Prime Minister 2,32.581,32.581,33.948,1,Prime Minister 2,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Having an Extranarital Affair,Labour Party,Male,Plagiarism,Support EU Integration,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Conservative Party,Female,Having an Extramarital Affair,Neutral
155.245.28.17,100,73,TRUE,2018/5/30 07:10,R_2WJ5INhNp0qHGh6,,,,,51.90859985,0.920898438,anonymous,EN,19.104,19.104,21.166,1,Prime Minister 2,42.442,42.442,54.826,1,Prime Minister 2,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Sexual Harassment,Misreporting Funds,Neutral,Conservative Party,Conservative Party,Female,Misreporting Funds,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Plagiarism,Support EU Integration,Conservative Party,Conservative Party,Male,Having an Extramarital Affair
155.245.28.10,100,25,TRUE,2018/5/30 08:03,R_1jSYEr0twAy5RkM,,,,,51.90859985,0.920898438,anonymous,EN,10.655,10.655,11.866,1,Prime Minister 2,7.931,11.596,13.308,2,Prime Minister 2,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Gender,Male,EU Integration,Support EU Integration,No Scandal,Sexual Harassment,Labour Party,Labour Party,Male,Support EU Integration,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Sexual Harassment,Plagiarism,Labour Party,Labour Party,Male,Oppose EU Integration
155.245.28.2,100,56,TRUE,2018/5/30 08:04,R_tFdWYHi0fgDY3ND,,,,,51.90859985,0.920898438,anonymous,EN,25.023,25.023,25.958,1,Prime Minister 2,10.753,31.454,31.991,2,Prime Minister 1,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,Labour Party,Neutral,Having an Extramarital Affair,Labour Party,Having an Extranarital Affair,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Male,Conservative Party,Support EU Integration,Sexual Harassment,Liberal Democrats,Misreporting Funds,Male
155.245.28.9,100,25,TRUE,2018/5/30 08:06,R_22uliA6ZwZlKm32,,,,,51.90859985,0.920898438,anonymous,EN,9.863,9.863,12.042,1,Prime Minister 1,12.201,12.201,13.731,1,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,Plagiarism,Party Affiliation,Conservative Party,Support EU Integration,Sexual Harassment,Female,Liberal Democrats,Having an Extranarital Affair,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Gender,Male,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Neutral,Plagiarism,Female,Liberal Democrats,Having an Extranarital Affair,Conservative Party
155.245.28.8,100,16,TRUE,2018/5/30 08:33,R_2Ph4tJzWYuyeeJw,,,,,51.90859985,0.920898438,anonymous,EN,9.155,9.155,10.32,1,Prime Minister 2,3.406,3.406,5.408,1,Prime Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Gender,Male,Neutral,Labour Party,Having an Extranarital Affair,Plagiarism,Labour Party,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Gender,Female,Support EU Integration,Conservative Party,Misreporting Funds,Misreporting Funds,Conservative Party,Male
155.245.28.10,100,21,TRUE,2018/5/30 08:34,R_3P6TKLU83cTeiXP,,,,,51.90859985,0.920898438,anonymous,EN,6.939,6.939,9.586,1,Prime Minister 2,9.319,9.319,11.027,1,Prime Minister 2,Scandal,Sexual Harassment,Minister's Scandal,No Scandal,Gender,Female,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Plagiarism,Having an Extramarital Affair,Female,Liberal Democrats,Oppose EU Integration,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,No Scandal,Misreporting Funds,Male,Labour Party,Support EU Integration,Labour Party
