IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q9,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
155.245.28.9,100,149,TRUE,2018/5/29 10:04,R_xnpwBOSAhZ1x1nz,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,85.091,0,0,0,30.885,0,23.359,23.359,24.883,1,Candidate 1,10.477,10.477,11.763,1,Candidate 2,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Sexual Harassment,Labour Party,Male,Oppose EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Female,Neutral
155.245.28.10,100,46,TRUE,2018/5/29 10:08,R_DDcIDS7YlnTzaal,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,2.244,0,0,0,19.041,0,11.027,11.027,12.358,1,Candidate 1,10.502,10.502,11.587,1,Candidate 1,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,Neutral,Labour Party,Male,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair
155.245.28.11,100,1411,TRUE,2018/5/30 07:02,R_1LuPvY9bxV5p2bP,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1430.044,0,0,0,15.822,0,30.283,30.283,31.142,1,Candidate 1,6.909,6.909,8.581,1,Candidate 2,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Having an Extramarital Affair,Liberal Democrats,Neutral,Female,Plagiarism,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Female,Having an Extramarital Affair
155.245.28.8,100,1423,TRUE,2018/5/30 07:02,R_1OBjt4CCIfnD505,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1440.752,0,0,0,33.762,0,9.926,9.926,11.538,1,Candidate 1,10.805,10.805,13.197,1,Candidate 2,Scandal,No Scandal,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,Misreporting Funds,Conservative Party,Neutral,Male,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,Having an Extramarital Affair,Conservative Party,Support EU Integration,Female
155.245.28.15,100,1444,TRUE,2018/5/30 07:03,R_pH0LwheaNDcv0hr,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1449.52,0,0,0,50.663,0,11.95,11.95,14.18,1,Candidate 1,5.183,5.183,6.61,1,Candidate 2,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,Support EU Integration,Conservative Party,Male,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Oppose EU Integration,Liberal Democrats,Male,No Scandal
155.245.28.4,100,1491,TRUE,2018/5/30 07:03,R_2wAKaTf26IaXG9l,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1470.634,1470.634,1480.424,1,0,0,46.263,0,20.407,20.407,21.327,1,Candidate 2,15.012,15.012,16.568,1,Candidate 2,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,Liberal Democrats,Support EU Integration,Female,No Scandal,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,Labour Party,Neutral,Female,No Scandal
155.245.28.12,100,1505,TRUE,2018/5/30 07:04,R_1f2A8izMRmuVtTr,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1519.593,0,0,0,34.98,0,23.244,23.244,25.576,1,Candidate 1,4.243,4.243,5.884,1,Candidate 1,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Labour Party,Male,Misreporting Funds,Support EU Integration,Labour Party,Gender,Female,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Labour Party,Male,Sexual Harassment,Neutral,Conservative Party
155.245.28.10,100,1537,TRUE,2018/5/30 07:04,R_1Ng2IypXEShaJnu,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1471.731,0,0,0,109.958,0,22.455,22.455,25.01,1,Candidate 1,14.411,14.411,15.521,1,Candidate 1,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Oppose EU Integration,Female,Sexual Harassment,Labour Party,EU Integration,Neutral,Gender,Male,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Oppose EU Integration,Male,Sexual Harassment,Labour Party
155.245.28.9,100,1543,TRUE,2018/5/30 07:04,R_1BQ4YLoYAYYAUZC,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1495.612,0,0,0,48.696,0,34.114,34.114,36.102,1,Candidate 1,38.239,38.239,39.656,1,Candidate 1,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Scandal,No Scandal,Liberal Democrats,Male,Neutral,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Scandal,Plagiarism,Liberal Democrats,Female,Neutral,No Scandal
155.245.28.16,100,560,TRUE,2018/5/30 07:04,R_2QfFYiCOKUTzbNY,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,412.514,0,81.377,81.377,82.568,1,82.658,82.658,84.736,1,Candidate 2,13.583,13.583,14.969,1,Candidate 2,Party Affiliation,Conservative Party,Gender,Female,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Liberal Democrats,Female,Having an Extramarital Affair,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Neutral,Conservative Party,Female,No Scandal,Support EU Integration
155.245.28.17,100,597,TRUE,2018/5/30 07:05,R_2pPoeOAyUgGIutu,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,537.023,0,55.309,55.309,56.422,1,17.911,17.911,20.516,1,Candidate 1,12.663,12.663,14.101,1,Candidate 1,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Neutral,Conservative Party,Female,Plagiarism,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Conservative Party,Male,Misreporting Funds,Oppose EU Integration
155.245.28.10,100,2694,TRUE,2018/5/30 08:01,R_1mXi7TOrFj6T9uy,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,2807.42,0,0,0,9.207,0,18.323,18.323,19.488,1,Candidate 1,8.044,8.044,9.11,1,Candidate 1,Party Affiliation,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Liberal Democrats,Male,Plagiarism,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Support EU Integration,Conservative Party,Male,Misreporting Funds,Neutral
155.245.28.2,100,47,TRUE,2018/5/30 08:01,R_UGZH8PTEUZbFv0t,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,7.016,0,0,0,17.53,0,8.421,8.421,9.884,1,Candidate 2,9.358,9.358,12.164,1,Candidate 1,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Labour Party,Support EU Integration,Female,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Conservative Party,Support EU Integration,Male,Misreporting Funds
155.245.28.9,100,2802,TRUE,2018/5/30 08:03,R_2SiasPdauTo0pAk,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,2880.155,0,0,0,31.346,0,14.914,14.914,16.921,1,Candidate 2,20.56,20.56,22.043,1,Candidate 2,Scandal,Having an Extramarital Affair,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Neutral,No Scandal,Male,Liberal Democrats,Neutral,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Misreporting Funds,Male,Liberal Democrats,Support EU Integration
155.245.28.8,100,42,TRUE,2018/5/30 08:31,R_3nvYjHub0IBxsSV,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,4.881,0,0,0,13.053,0,8.156,8.156,9.497,1,Candidate 1,12.897,12.897,13.777,1,Candidate 1,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Having an Extramarital Affair,Support EU Integration,Female,Liberal Democrats,Scandal,No Scandal,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Sexual Harassment,Support EU Integration,Male,Labour Party
155.245.28.2,100,1152,TRUE,2018/5/30 08:31,R_1HUKxIieRJ34vKh,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1148.413,0,0,0,28.866,0,17.839,17.839,19.561,1,Candidate 2,11.319,11.319,12.306,1,Candidate 1,Gender,Male,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Female,Sexual Harassment,Oppose EU Integration,Conservative Party,Gender,Female,Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Male,Sexual Harassment,Support EU Integration,Liberal Democrats
155.245.28.10,100,1162,TRUE,2018/5/30 08:31,R_3CKnKdgdkJVKTgV,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1156.334,0,0,0,15.055,0,20.235,20.235,21.45,1,Candidate 1,29.702,29.702,30.653,1,Candidate 2,Gender,Female,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Male,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,Plagiarism,Neutral,Liberal Democrats
155.245.28.4,100,1181,TRUE,2018/5/30 08:32,R_2c19WggxSQkPgV1,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,1162.987,1162.987,1189.85,1,0,0,21.009,0,13.702,13.702,15.226,1,Candidate 1,15.14,15.14,16.601,1,Candidate 2,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Plagiarism,Oppose EU Integration,Male,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Gender,Female,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Support EU Integration,Female,Labour Party
155.245.28.12,100,79,TRUE,2018/5/30 08:32,R_2EttqdIbAVvf6R5,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,32.738,0,0,0,27.656,0,8.453,8.453,10.059,1,Candidate 2,6.852,6.852,10.219,1,Candidate 1,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Sexual Harassment,Male,Labour Party,Neutral,Scandal,Plagiarism,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Sexual Harassment,Female,Conservative Party,Oppose EU Integration
155.245.28.2,100,1125,TRUE,2018/5/30 09:02,R_xaV3RC8hiUx7Ms1,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1127.485,0,0,0,28.414,0,11.717,11.717,13.483,1,Candidate 1,9.954,9.954,10.986,1,Candidate 2,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,Neutral,Sexual Harassment,Male,Labour Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Liberal Democrats,Support EU Integration,Misreporting Funds,Female,Conservative Party
155.245.28.9,100,1146,TRUE,2018/5/30 09:02,R_2rT4Aosvflsa6j9,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1153.376,0,0,0,32.792,0,9.542,9.542,10.563,1,Candidate 2,10.112,10.112,11.318,1,Candidate 2,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Male,No Scandal,Liberal Democrats,Oppose EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Male,Misreporting Funds,Liberal Democrats,Neutral
155.245.28.8,100,1171,TRUE,2018/5/30 09:03,R_26fgb6Q3tqZD0fy,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,1152.071,0,0,0,40.604,0,27.356,27.356,29.255,1,Candidate 1,10.274,10.274,12.307,1,Candidate 2,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,EU Integration,Neutral,Liberal Democrats,Misreporting Funds,Female,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Having an Extramarital Affair,Male,Support EU Integration
155.245.28.8,100,229,TRUE,2018/5/30 10:01,R_2wb0P575ECNVb03,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,152.57,0,0,0,39.667,0,34.106,34.106,35.289,1,Candidate 2,14.279,14.279,15.248,1,Candidate 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Female,Conservative Party,Sexual Harassment,Neutral,Gender,Male,Party Affiliation,Labour Party,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Female,Conservative Party,Having an Extramarital Affair,Oppose EU Integration
155.245.28.4,100,285,TRUE,2018/5/30 10:02,R_1nURhIWIf24zNJL,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,164.303,0,6.265,61.78,72.773,6,2.444,41.207,42.859,2,Candidate 1,20.049,21.344,21.709,2,Candidate 1,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Oppose EU Integration,Female,No Scandal,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,No Scandal,Conservative Party,Oppose EU Integration,Female,Sexual Harassment
155.245.28.2,100,602,TRUE,2018/5/30 10:08,R_plVVlMFk5nJOsGB,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,592.287,0,0,0,17.582,0,6.231,6.231,9.182,1,Candidate 1,6.937,6.937,9.703,1,Candidate 1,Party Affiliation,Labour Party,Gender,Female,EU Integration,Neutral,Scandal,No Scandal,Conservative Party,Female,Oppose EU Integration,No Scandal,Party Affiliation,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Liberal Democrats,Male,Oppose EU Integration,Sexual Harassment
155.245.28.31,100,838,TRUE,2018/6/4 05:34,R_Te0T3xDsqxYgz4Z,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,785.666,785.666,786.06,1,0,0,70.577,0,12.256,12.256,13.352,1,Candidate 2,12.857,12.857,13.722,1,Candidate 1,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,Liberal Democrats,No Scandal,Male,Neutral,Party Affiliation,Conservative Party,Scandal,Plagiarism,Gender,Male,EU Integration,Neutral,Labour Party,Misreporting Funds,Female,Oppose EU Integration
155.245.28.13,100,842,TRUE,2018/6/4 05:34,R_2aUBtUMxkls9k5e,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,820.994,0,1.269,23.817,39.32,22,0.058,16.996,19.747,2,Candidate 1,1.654,1.654,4.587,1,Candidate 2,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Male,Scandal,Plagiarism,Neutral,Liberal Democrats,Male,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,Oppose EU Integration,Labour Party,Female,Having an Extramarital Affair
155.245.28.19,100,942,TRUE,2018/6/4 05:36,R_1DoRBHkxQOTpa0u,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,320.116,320.116,875.663,1,0,0,41.268,0,25.042,25.042,27.642,1,Candidate 2,35.172,35.172,43.511,1,Candidate 1,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,No Scandal,EU Integration,Support EU Integration,Female,Liberal Democrats,Plagiarism,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Female,Labour Party,Having an Extramarital Affair,Support EU Integration
155.245.28.20,100,961,TRUE,2018/6/4 05:36,R_24Ab5vahR6pSVTg,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,313.715,313.715,963.89,1,0,0,27.61,0,8.61,8.61,9.768,1,Candidate 2,6.594,6.594,7.624,1,Candidate 1,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Female,Plagiarism,Liberal Democrats,Oppose EU Integration,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Male,Plagiarism,Labour Party,Oppose EU Integration
155.245.28.17,100,964,TRUE,2018/6/4 05:36,R_1j7n4DELB0kZfua,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,963.927,0,0,0,28.646,0,9.843,9.843,12.68,1,Candidate 1,7.974,7.974,9.413,1,Candidate 2,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Having an Extramarital Affair,Labour Party,Female,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Plagiarism,Conservative Party,Female,Oppose EU Integration
155.245.28.9,100,965,TRUE,2018/6/4 05:36,R_1hDUvq2TYcA9gAK,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,850.727,0,0,0,121.167,0,7.937,30.574,31.36,23,Candidate 2,6.578,6.578,7.618,1,Candidate 1,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Plagiarism,Liberal Democrats,Male,Neutral,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Female,Oppose EU Integration
155.245.28.11,100,968,TRUE,2018/6/4 05:36,R_1EcCffXVO9njXKZ,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,972.572,0,0,0,24.419,0,11.891,11.891,13.08,1,Candidate 1,6.126,6.126,8.853,1,Candidate 2,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Female,Conservative Party,Misreporting Funds,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Female,Liberal Democrats,Sexual Harassment,Neutral
155.245.28.8,100,982,TRUE,2018/6/4 05:36,R_3sb88EYnorogHxP,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,967.361,0,0,0,26.477,0,17.9,17.9,19.44,1,Candidate 2,14.708,14.708,15.855,1,Candidate 2,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,No Scandal,Support EU Integration,Conservative Party,Male,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,No Scandal,Oppose EU Integration,Conservative Party,Female
155.245.28.21,100,983,TRUE,2018/6/4 05:36,R_1C2WqBM6ufrp7Wr,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,303.986,303.986,963.944,1,0,0,29.811,0,13.911,13.911,15.601,1,Candidate 2,0.941,15.29,20.99,2,Candidate 1,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Neutral,Female,Labour Party,Sexual Harassment,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Male,Conservative Party,Plagiarism,Oppose EU Integration
155.245.28.30,100,983,TRUE,2018/6/4 05:36,R_25QNPKENuB3PRfb,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,961.099,0,0,0,40.378,0,17.165,17.165,18.719,1,Candidate 1,6.194,6.194,10.097,1,Candidate 2,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Female,Conservative Party,Misreporting Funds,Neutral,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Female,Liberal Democrats,No Scandal,Neutral
155.245.28.16,100,985,TRUE,2018/6/4 05:36,R_3jVQrmySslVN3et,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,795.867,795.867,967.853,1,0,0,29.195,0,16.092,16.092,17.556,1,Candidate 2,19.043,20.464,21.658,2,Candidate 2,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Labour Party,Neutral,Male,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,Conservative Party,Oppose EU Integration,Male,No Scandal
155.245.28.15,100,987,TRUE,2018/6/4 05:36,R_1dfTrHdYF5imF8v,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,965.068,0,0,0,26.509,0,37.094,37.094,39.135,1,Candidate 1,5.347,5.347,6.54,1,Candidate 1,Gender,Male,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Male,Neutral,Sexual Harassment,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Labour Party,Male,Oppose EU Integration,Having an Extramarital Affair,Labour Party
155.245.28.26,100,989,TRUE,2018/6/4 05:36,R_1oHHfMf3efNfiok,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,966.008,966.008,975.594,1,0,0,23.978,0,13.117,13.117,15.708,1,Candidate 2,12.265,24.087,24.603,5,Candidate 2,Scandal,Sexual Harassment,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Male,Neutral,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Misreporting Funds,Female,Oppose EU Integration,Conservative Party
155.245.28.27,100,995,TRUE,2018/6/4 05:37,R_eDuuJKGkvVNgJz3,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,988.2,0,26.284,29.256,30.425,3,18.696,18.696,20.415,1,Candidate 1,6.523,6.523,7.755,1,Candidate 2,EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,Oppose EU Integration,Sexual Harassment,Male,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Liberal Democrats,Support EU Integration,No Scandal,Female,Labour Party
155.245.28.18,100,999,TRUE,2018/6/4 05:37,R_3ssOgmcmhoFL57W,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,964.503,0,0,0,47.624,0,19.21,19.21,20.928,1,Candidate 2,16.81,16.81,17.894,1,Candidate 1,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Female,Labour Party,Misreporting Funds,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Female,Liberal Democrats,Misreporting Funds,Neutral
155.245.28.28,100,1000,TRUE,2018/6/4 05:37,R_DUogUdMPOsRDz57,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,968.719,968.719,1001.774,1,0,0,31.169,0,12.543,12.543,13.875,1,Candidate 1,4.44,4.44,6.269,1,Candidate 1,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Support EU Integration,Male,Labour Party,Sexual Harassment,EU Integration,Neutral,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Support EU Integration,Female,Liberal Democrats,Sexual Harassment
155.245.28.4,100,1003,TRUE,2018/6/4 05:37,R_egL7ZdRaDdnAFCp,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,0,0,956.941,0,0,0,41.608,0,22.471,22.471,24.091,1,Candidate 2,27.385,27.385,28.201,1,Candidate 2,EU Integration,Neutral,Gender,Male,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Support EU Integration,Female,Sexual Harassment,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Neutral,Female,Sexual Harassment,Conservative Party
155.245.28.12,100,1003,TRUE,2018/6/4 05:37,R_xlriQ1aE3oflLzz,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,795.233,795.233,968.109,1,0,0,42.281,0,32.682,32.682,34.279,1,Candidate 1,8.899,8.899,10.35,1,Candidate 1,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Oppose EU Integration,Female,Liberal Democrats,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Oppose EU Integration,Male,Liberal Democrats,Misreporting Funds
155.245.28.29,100,1010,TRUE,2018/6/4 05:37,R_1MLHzGIN4V7gRAx,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,964.317,964.317,996.908,1,0,0,38.512,0,9.189,9.189,11.05,1,Candidate 1,10.851,12.642,18.233,3,Candidate 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Female,Conservative Party,Sexual Harassment,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Male,Labour Party,Sexual Harassment,Oppose EU Integration
155.245.28.32,100,1012,TRUE,2018/6/4 05:37,R_1N3N3Pr4SnR3Hg4,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,986.009,986.009,988.095,1,0,0,31.361,0,21.351,21.351,24.009,1,Candidate 2,22.178,22.178,24.021,1,Candidate 1,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Gender,Male,EU Integration,Neutral,Labour Party,Having an Extramarital Affair,Female,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Sexual Harassment,Female,Oppose EU Integration
155.245.28.34,100,1014,TRUE,2018/6/4 05:37,R_11bfdr6YWx1di08,,,,,51.90859985,0.920898438,anonymous,EN,,,,,,962.768,962.768,1000.554,1,0,0,26.63,0,15.644,15.644,18.734,1,Candidate 2,19.226,19.226,20.812,1,Candidate 1,EU Integration,Neutral,Gender,Female,Scandal,Plagiarism,Party Affiliation,Labour Party,Neutral,Female,No Scandal,Labour Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Oppose EU Integration,Female,Having an Extramarital Affair,Liberal Democrats
