IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.13,100,55,TRUE,2018/6/4 06:10,R_a5BEx2VzXDHMZAB,,,,,51.90859985,0.920898438,anonymous,EN,23.888,23.888,25.312,1,Prime Minister 1,30.548,30.548,32.806,1,Prime Minister 2,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,No Scandal,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,Female,Plagiarism,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Plagiarism,Conservative Party,Neutral,Liberal Democrats,Male,Having an Extramarital Affair
155.245.28.9,100,55,TRUE,2018/6/4 06:11,R_2QJq9WoHkqwY1yH,,,,,51.90859985,0.920898438,anonymous,EN,29.353,29.353,31.405,1,Prime Minister 1,25.893,25.893,26.743,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Plagiarism,Liberal Democrats,Conservative Party,Oppose EU Integration,Male,Having an Extramarital Affair,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Having an Extranarital Affair,Labour Party,Labour Party,Neutral,Male,Having an Extramarital Affair,Plagiarism
155.245.28.12,100,28,TRUE,2018/6/4 06:36,R_3fp0TNBifja2J3z,,,,,51.90859985,0.920898438,anonymous,EN,11.077,11.077,12.427,1,Prime Minister 2,14.595,14.595,16.09,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Male,Minister's Scandal,Plagiarism,Conservative Party,Conservative Party,Misreporting Funds,Neutral,Male,Plagiarism,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Minister's Scandal,Sexual Harassment,Conservative Party,Liberal Democrats,Having an Extranarital Affair,Support EU Integration,Male,Sexual Harassment
155.245.28.9,100,17,TRUE,2018/6/4 06:36,R_1odOOYMYY53zj9Y,,,,,51.90859985,0.920898438,anonymous,EN,8.483,8.483,9.947,1,Prime Minister 2,4.633,6.059,6.5,2,Prime Minister 2,Gender,Male,Scandal,Plagiarism,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Female,Having an Extranarital Affair,Plagiarism,Conservative Party,Support EU Integration,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Female,Having an Extranarital Affair,Misreporting Funds,Labour Party,Support EU Integration,Labour Party
155.245.28.4,100,22,TRUE,2018/6/4 06:36,R_2VCLsHVGSyYNsNL,,,,,51.90859985,0.920898438,anonymous,EN,8.839,8.839,9.99,1,Prime Minister 2,3.409,9.416,11.463,3,Prime Minister 2,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Male,Minister's Scandal,Misreporting Funds,Misreporting Funds,Conservative Party,Liberal Democrats,Support EU Integration,Male,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Minister's Scandal,Sexual Harassment,Plagiarism,Labour Party,Labour Party,Neutral,Male,No Scandal
155.245.28.13,100,27,TRUE,2018/6/4 06:38,R_2v1EqnwXpvdt8De,,,,,51.90859985,0.920898438,anonymous,EN,11.611,11.611,12.667,1,Prime Minister 2,13.565,13.565,15.314,1,Prime Minister 1,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,No Scandal,Having an Extramarital Affair,Labour Party,Neutral,Female,Labour Party,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Having an Extranarital Affair,Misreporting Funds,Conservative Party,Oppose EU Integration,Male,Conservative Party
155.245.28.11,100,50,TRUE,2018/6/4 06:38,R_2CPUcByWecHlrCb,,,,,51.90859985,0.920898438,anonymous,EN,30.702,30.702,31.9,1,Prime Minister 2,18.721,18.721,19.643,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Conservative Party,Neutral,Male,Having an Extranarital Affair,Plagiarism,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Labour Party,Support EU Integration,Male,No Scandal,No Scandal,Labour Party
155.245.28.2,100,22,TRUE,2018/6/4 06:42,R_1Ej6MPipqJwByiH,,,,,51.90859985,0.920898438,anonymous,EN,12.387,12.387,13.436,1,Prime Minister 1,7.119,7.119,8.871,1,Prime Minister 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Labour Party,Support EU Integration,Labour Party,Female,Plagiarism,No Scandal,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Labour Party,Neutral,Labour Party,Female,Having an Extranarital Affair,Plagiarism
155.245.28.13,100,24,TRUE,2018/6/4 07:05,R_22oltoSkoBnjVdu,,,,,51.90859985,0.920898438,anonymous,EN,6.557,6.557,10.481,1,Prime Minister 1,9.596,12.834,13.526,2,Prime Minister 1,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,Conservative Party,Plagiarism,Neutral,Conservative Party,Male,Plagiarism,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,No Scandal,Conservative Party,Misreporting Funds,Oppose EU Integration,Conservative Party,Female,No Scandal
155.245.28.16,100,26,TRUE,2018/6/4 07:06,R_9FBP5blVpfDiPsd,,,,,51.90859985,0.920898438,anonymous,EN,9.25,9.25,10.242,1,Prime Minister 2,14.516,14.516,15.897,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Gender,Male,Scandal,Misreporting Funds,Support EU Integration,Labour Party,Labour Party,Misreporting Funds,Male,No Scandal,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,Misreporting Funds,Oppose EU Integration,Labour Party,Labour Party,No Scandal,Male,Sexual Harassment
155.245.28.4,100,26,TRUE,2018/6/4 07:06,R_3HB49oejLCkfwgQ,,,,,51.90859985,0.920898438,anonymous,EN,17.304,17.304,18.572,1,Prime Minister 2,6.917,6.917,8.27,1,Prime Minister 1,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,Support EU Integration,Labour Party,Plagiarism,No Scandal,Labour Party,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Female,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Sexual Harassment,Conservative Party,Male
155.245.28.8,100,39,TRUE,2018/6/4 07:08,R_1IcGZU6vmcJ8pzE,,,,,51.90859985,0.920898438,anonymous,EN,19.494,19.494,21.053,1,Prime Minister 2,18.474,18.474,19.703,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Misreporting Funds,Female,Labour Party,Labour Party,Neutral,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Sexual Harassment,Plagiarism,Male,Liberal Democrats,Conservative Party,Oppose EU Integration
155.245.28.12,100,31,TRUE,2018/6/4 07:09,R_3iO6KhA4DnqMZhk,,,,,51.90859985,0.920898438,anonymous,EN,15.212,15.212,19.895,1,Prime Minister 2,10.691,10.691,11.851,1,Prime Minister 1,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Male,Labour Party,Labour Party,Having an Extranarital Affair,Misreporting Funds,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Male,Conservative Party,Liberal Democrats,Sexual Harassment,Plagiarism,Oppose EU Integration
155.245.28.17,100,17,TRUE,2018/6/4 07:09,R_etGX2I55t0hvwNH,,,,,51.90859985,0.920898438,anonymous,EN,8.98,8.98,9.853,1,Prime Minister 1,6.002,6.002,6.882,1,Prime Minister 1,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Gender,Female,Conservative Party,Support EU Integration,Liberal Democrats,Sexual Harassment,Misreporting Funds,Male,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Male,Conservative Party,Support EU Integration,Liberal Democrats,Plagiarism,Plagiarism,Female
155.245.28.2,100,37,TRUE,2018/6/4 07:09,R_2zXXN0sQ6E4vleX,,,,,51.90859985,0.920898438,anonymous,EN,17.242,17.242,18.422,1,Prime Minister 1,17.695,17.695,18.49,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Conservative Party,Having an Extramarital Affair,Neutral,Male,Liberal Democrats,Misreporting Funds,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Conservative Party,Sexual Harassment,Support EU Integration,Female,Conservative Party,Having an Extranarital Affair
155.245.28.9,100,45,TRUE,2018/6/4 07:10,R_Zq0wVwZhHUBy2EF,,,,,51.90859985,0.920898438,anonymous,EN,22.161,22.161,29.635,1,Prime Minister 1,11.538,11.538,15.526,1,Prime Minister 2,Scandal,Plagiarism,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,EU Integration,Neutral,Party Affiliation,Labour Party,Sexual Harassment,Male,No Scandal,Labour Party,Support EU Integration,Labour Party,Scandal,No Scandal,Gender,Male,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,No Scandal,Male,Plagiarism,Liberal Democrats,Oppose EU Integration,Conservative Party
155.245.28.10,100,33,TRUE,2018/6/4 07:10,R_2wcR0vq3cqQ2pfb,,,,,51.90859985,0.920898438,anonymous,EN,22.404,22.404,24.522,1,Prime Minister 1,8.032,8.032,9.281,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Gender,Female,Liberal Democrats,Conservative Party,Sexual Harassment,Having an Extramarital Affair,Oppose EU Integration,Male,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Female,Liberal Democrats,Conservative Party,Plagiarism,Plagiarism,Neutral,Male
155.245.28.14,100,66,TRUE,2018/6/4 07:13,R_3RlmAE3i6qhqGge,,,,,51.90859985,0.920898438,anonymous,EN,50.087,54.227,55.242,4,Prime Minister 1,11.438,11.438,12.399,1,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Plagiarism,Liberal Democrats,Female,Conservative Party,Sexual Harassment,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,No Scandal,Liberal Democrats,Female,Conservative Party,Having an Extramarital Affair,Neutral
155.245.28.8,100,30,TRUE,2018/6/4 07:35,R_1IMAVC99MRI6Mk5,,,,,51.90859985,0.920898438,anonymous,EN,17.031,17.031,18.324,1,Prime Minister 1,11.366,11.366,12.227,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Gender,Male,Labour Party,Misreporting Funds,No Scandal,Labour Party,Oppose EU Integration,Male,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Male,Conservative Party,No Scandal,Misreporting Funds,Liberal Democrats,Support EU Integration,Female
155.245.28.2,100,38,TRUE,2018/6/4 07:35,R_xi4Pg6PIa6fgkN3,,,,,51.90859985,0.920898438,anonymous,EN,16.81,23.004,25.467,2,Prime Minister 2,12.102,12.102,14.222,1,Prime Minister 1,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,Neutral,Sexual Harassment,Labour Party,Labour Party,Female,No Scandal,EU Integration,Neutral,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Oppose EU Integration,No Scandal,Liberal Democrats,Conservative Party,Male,No Scandal
155.245.28.10,100,31,TRUE,2018/6/4 07:35,R_3Ok9v8Iv2WEySlW,,,,,51.90859985,0.920898438,anonymous,EN,16.827,16.827,17.9,1,Prime Minister 2,11.489,12.643,13.865,3,Prime Minister 2,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Plagiarism,No Scandal,Female,Support EU Integration,Conservative Party,Conservative Party,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Having an Extramarital Affair,Plagiarism,Female,Oppose EU Integration,Liberal Democrats,Conservative Party
155.245.28.9,100,21,TRUE,2018/6/4 07:35,R_2eQo9EDkCTKnyiM,,,,,51.90859985,0.920898438,anonymous,EN,6.283,6.283,10.558,1,Prime Minister 1,6.607,6.607,10.602,1,Prime Minister 1,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Male,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Conservative Party,Sexual Harassment,Female,EU Integration,Neutral,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Oppose EU Integration,No Scandal,Liberal Democrats,Conservative Party,Misreporting Funds,Male
155.245.28.12,100,55,TRUE,2018/6/4 07:38,R_1QMF56pcYyprqcc,,,,,51.90859985,0.920898438,anonymous,EN,25.899,25.899,29.755,1,Prime Minister 2,19.012,20.141,26.555,2,Prime Minister 1,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,No Scandal,Liberal Democrats,Conservative Party,Female,Plagiarism,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Having an Extranarital Affair,Conservative Party,Conservative Party,Male,No Scandal,Oppose EU Integration
155.245.28.11,100,37,TRUE,2018/6/4 07:38,R_1dFzUYtT3suiqRa,,,,,51.90859985,0.920898438,anonymous,EN,24.753,24.753,26.15,1,Prime Minister 2,9.859,9.859,11.893,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Having an Extramarital Affair,Oppose EU Integration,Misreporting Funds,Male,Conservative Party,Liberal Democrats,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Misreporting Funds,Support EU Integration,No Scandal,Male,Labour Party,Labour Party
155.245.28.11,100,34,TRUE,2018/6/4 08:04,R_1onAwS84WQsOiFI,,,,,51.90859985,0.920898438,anonymous,EN,16.323,16.323,17.764,1,Prime Minister 1,14.9,14.9,16.583,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,Oppose EU Integration,Conservative Party,Female,Having an Extranarital Affair,Plagiarism,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Support EU Integration,Conservative Party,Female,Plagiarism,Misreporting Funds,Conservative Party
155.245.28.4,100,57,TRUE,2018/6/4 08:05,R_1rAMfxE89yBuCYi,,,,,51.90859985,0.920898438,anonymous,EN,23.998,23.998,26.086,1,Prime Minister 1,28.49,28.49,32.875,1,Prime Minister 2,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Having an Extramarital Affair,Female,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Conservative Party,Minister's Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,No Scandal,Female,Conservative Party,Having an Extranarital Affair,Oppose EU Integration,Conservative Party
155.245.28.8,100,25,TRUE,2018/6/4 08:09,R_2dNsWXtKRn2EapA,,,,,51.90859985,0.920898438,anonymous,EN,7.641,9.003,10.496,2,Prime Minister 1,14.082,14.082,15.368,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Minister's Scandal,No Scandal,Gender,Female,Conservative Party,Oppose EU Integration,Liberal Democrats,Sexual Harassment,No Scandal,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Gender,Male,Conservative Party,Neutral,Conservative Party,Misreporting Funds,No Scandal,Female
155.245.28.2,100,8,TRUE,2018/6/4 08:33,R_1kZkRnL3HLky17y,,,,,51.90859985,0.920898438,anonymous,EN,3.683,3.683,4.205,1,Prime Minister 2,1.035,1.035,2.644,1,Prime Minister 1,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Minister's Scandal,No Scandal,Gender,Male,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,Sexual Harassment,Plagiarism,Female,Support EU Integration,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Plagiarism,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,No Scandal,Sexual Harassment,Male,Support EU Integration,Labour Party
155.245.28.10,100,17,TRUE,2018/6/4 08:34,R_0JkJVsyCglA41Vf,,,,,51.90859985,0.920898438,anonymous,EN,10.489,10.489,11.352,1,Prime Minister 1,3.915,4.664,5.244,2,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Gender,Male,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Conservative Party,Oppose EU Integration,Female,Conservative Party,Having an Extramarital Affair,Plagiarism,Minister's Partisanship,Labour Party,EU Integration,Neutral,Gender,Male,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,Scandal,Plagiarism,Liberal Democrats,Neutral,Female,Conservative Party,Having an Extramarital Affair,Misreporting Funds
155.245.28.11,100,34,TRUE,2018/6/4 08:36,R_7TFXX6btgHR1lHX,,,,,51.90859985,0.920898438,anonymous,EN,11.702,11.702,13.678,1,Prime Minister 2,19.839,19.839,20.889,1,Prime Minister 1,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Gender,Male,Labour Party,Oppose EU Integration,Labour Party,Having an Extramarital Affair,Having an Extranarital Affair,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Scandal,Plagiarism,Gender,Female,Labour Party,Support EU Integration,Labour Party,Plagiarism,Plagiarism,Male
155.245.28.17,100,49,TRUE,2018/6/4 08:36,R_2BkEbiBpSaXu4Js,,,,,51.90859985,0.920898438,anonymous,EN,21.722,21.722,23.173,1,Prime Minister 1,19.354,19.354,27.613,1,Prime Minister 2,EU Integration,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Neutral,Misreporting Funds,Having an Extramarital Affair,Conservative Party,Conservative Party,Male,EU Integration,Neutral,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Oppose EU Integration,Having an Extranarital Affair,No Scandal,Conservative Party,Liberal Democrats,Male
155.245.28.4,100,50,TRUE,2018/6/4 08:37,R_12gOy9eYYDtvyaW,,,,,51.90859985,0.920898438,anonymous,EN,25.137,25.137,28.5,1,Prime Minister 2,21.988,21.988,23.226,1,Prime Minister 1,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Gender,Male,Plagiarism,Labour Party,Oppose EU Integration,Labour Party,Plagiarism,Male,Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Plagiarism,Labour Party,Oppose EU Integration,Labour Party,Misreporting Funds,Female
155.245.28.15,100,23,TRUE,2018/6/4 08:37,R_3nBEQjgFSpibP0S,,,,,51.90859985,0.920898438,anonymous,EN,10.317,10.317,11.382,1,Prime Minister 2,11.229,11.229,12.267,1,Prime Minister 1,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Conservative Party,No Scandal,Female,Conservative Party,Support EU Integration,Plagiarism,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Gender,Female,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Scandal,Plagiarism,Conservative Party,Plagiarism,Male,Liberal Democrats,Oppose EU Integration,Misreporting Funds
155.245.28.12,100,34,TRUE,2018/6/4 08:37,R_1gUyjAPoenjlWJw,,,,,51.90859985,0.920898438,anonymous,EN,20.578,20.578,21.711,1,Prime Minister 1,12.348,12.348,13.097,1,Prime Minister 2,Scandal,Having an Extranarital Affair,Gender,Male,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Sexual Harassment,Female,Labour Party,Support EU Integration,Labour Party,Sexual Harassment,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Sexual Harassment,Misreporting Funds,Female,Labour Party,Oppose EU Integration,Labour Party,Misreporting Funds
155.245.28.14,100,39,TRUE,2018/6/4 08:38,R_20PfZbMx1lPKB9O,,,,,51.90859985,0.920898438,anonymous,EN,17.45,17.45,18.604,1,Prime Minister 2,20.407,20.407,21.665,1,Prime Minister 2,Party Affiliation,Conservative Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Labour Party,Female,Misreporting Funds,Misreporting Funds,Oppose EU Integration,Labour Party,Party Affiliation,Conservative Party,Gender,Female,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Conservative Party,Male,Having an Extranarital Affair,Having an Extramarital Affair,Neutral,Conservative Party
155.245.28.8,100,32,TRUE,2018/6/4 08:39,R_2Vx9kXo6miZKzAh,,,,,51.90859985,0.920898438,anonymous,EN,17.457,18.184,18.623,2,Prime Minister 1,12.678,12.961,14.281,2,Prime Minister 1,EU Integration,Support EU Integration,Gender,Male,Scandal,Having an Extranarital Affair,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Neutral,Male,Sexual Harassment,Conservative Party,Liberal Democrats,No Scandal,EU Integration,Support EU Integration,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Neutral,Male,No Scandal,Conservative Party,Conservative Party,Sexual Harassment
