,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First.Click,Q3_Last.Click,Q3_Page.Submit,Q3_Click.Count,Q4,Q5_First.Click,Q5_Last.Click,Q5_Page.Submit,Q5_Click.Count,Q6,F.1.1,F.1.1.1,F.1.2,F.1.1.2,F.1.3,F.1.1.3,F.1.4,F.1.1.4,F.1.5,F.1.1.5,F.1.6,F.1.1.6,F.1.2.1,F.1.2.2,F.1.2.3,F.1.2.4,F.1.2.5,F.1.2.6,F.2.1,F.2.1.1,F.2.2,F.2.1.2,F.2.3,F.2.1.3,F.2.4,F.2.1.4,F.2.5,F.2.1.5,F.2.6,F.2.1.6,F.2.2.1,F.2.2.2,F.2.2.3,F.2.2.4,F.2.2.5,F.2.2.6
271,90.219.104.118,100,70,TRUE,2018/6/19 06:31,R_3HnOW23p9lzvMtl,NA,NA,NA,NA,52.08329773,1.166702271,anonymous,EN,14.244,16.536,17.051,4,Prime Minister 2,0.85,49.271,51.736,3,Prime Minister 1,Minister's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,Male,Plagiarism,No Scandal,Neutral,Labour Party,Minister's Partisanship,Labour Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Liberal Democrats,Male,Sexual Harassment,Misreporting Funds,Oppose EU Integration,Conservative Party
272,151.230.144.27,100,48,TRUE,2018/6/19 06:32,R_1pPAaQnAl3fKEoN,NA,NA,NA,NA,51.93649292,1.278305054,anonymous,EN,1.322,41.797,42.457,5,Prime Minister 2,4.096,4.715,5.468,3,Prime Minister 2,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Minister's Scandal,Misreporting Funds,Labour Party,Male,Neutral,Labour Party,Having an Extranarital Affair,Plagiarism,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Conservative Party,Female,Neutral,Liberal Democrats,Having an Extranarital Affair,Plagiarism
273,155.245.62.107,100,37,TRUE,2018/6/19 06:33,R_1gIWepj4QYx7NnG,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,7.913,7.913,9.067,1,Prime Minister 1,20.248,20.248,21.632,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Support EU Integration,Plagiarism,Female,Conservative Party,Conservative Party,Sexual Harassment,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Neutral,Plagiarism,Male,Liberal Democrats,Conservative Party,Misreporting Funds
274,86.11.250.124,100,17,TRUE,2018/6/19 06:36,R_1DC2KYU6pdKoiIE,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,8.246,8.246,9.643,1,Prime Minister 1,5.431,5.431,6.596,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Having an Extramarital Affair,Having an Extranarital Affair,Neutral,Labour Party,Male,Labour Party,Minister's Scandal,Plagiarism,Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Misreporting Funds,Plagiarism,Support EU Integration,Conservative Party,Female,Conservative Party
275,82.132.240.107,100,40,TRUE,2018/6/19 06:40,R_yO5198e9YjQdHrP,NA,NA,NA,NA,52.58329773,-2.133300781,anonymous,EN,14.768,18.437,19.918,5,Prime Minister 1,17.026,17.452,18.27,3,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Oppose EU Integration,Labour Party,Having an Extranarital Affair,Labour Party,Misreporting Funds,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Gender,Female,Oppose EU Integration,Liberal Democrats,Having an Extranarital Affair,Conservative Party,Misreporting Funds,Male
276,165.225.80.131,100,57,TRUE,2018/6/19 06:41,R_PHhaGtyfKqURRZL,NA,NA,NA,NA,51.49639893,-0.122406006,anonymous,EN,5.128,39.407,40.666,3,Prime Minister 2,10.896,12.317,13.963,2,Prime Minister 1,Scandal,Plagiarism,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,No Scandal,Plagiarism,Labour Party,Male,Neutral,Labour Party,Scandal,No Scandal,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Misreporting Funds,Sexual Harassment,Conservative Party,Male,Neutral,Liberal Democrats
277,78.150.209.230,100,17,TRUE,2018/6/19 06:42,R_3LbtzHZxpKK4XZj,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,6.025,6.025,7.899,1,Prime Minister 2,7.376,7.376,8.248,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Liberal Democrats,Male,Sexual Harassment,Conservative Party,Oppose EU Integration,No Scandal,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,No Scandal,Conservative Party,Female,No Scandal,Conservative Party,Oppose EU Integration,Having an Extramarital Affair
278,86.184.24.237,100,18,TRUE,2018/6/19 06:45,R_vBNiqiCGVP8RWrT,NA,NA,NA,NA,52.07060242,0.761901855,anonymous,EN,6.751,6.751,7.732,1,Prime Minister 1,8.582,8.582,9.737,1,Prime Minister 1,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Scandal,Plagiarism,Conservative Party,Conservative Party,Plagiarism,Male,Support EU Integration,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Gender,Female,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Conservative Party,Conservative Party,Sexual Harassment,Female,Neutral,No Scandal
279,86.151.53.41,100,40,TRUE,2018/6/19 06:45,R_xyEiekWsWMpyVDb,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.951,23.712,24.628,4,Prime Minister 2,2.446,11.969,12.79,4,Prime Minister 2,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Conservative Party,Male,Having an Extranarital Affair,Conservative Party,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Support EU Integration,Labour Party,Female,Having an Extranarital Affair,Labour Party,Plagiarism
280,2.122.222.204,100,62,TRUE,2018/6/19 06:50,R_10UZLToKucg9sTI,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,19.175,33.351,35.347,6,Prime Minister 2,2.875,25.033,25.769,4,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Labour Party,Misreporting Funds,No Scandal,Support EU Integration,Labour Party,Female,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Labour Party,Sexual Harassment,Misreporting Funds,Support EU Integration,Labour Party,Male
281,81.106.114.114,100,30,TRUE,2018/6/19 06:52,R_2y2fCsjZjNlL8wp,NA,NA,NA,NA,51.75,-0.333297729,anonymous,EN,4.635,21.075,21.894,9,Prime Minister 2,1.719,6.627,6.693,6,Prime Minister 2,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Misreporting Funds,Gender,Female,Neutral,Labour Party,Labour Party,Having an Extranarital Affair,Misreporting Funds,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Gender,Male,Neutral,Conservative Party,Conservative Party,No Scandal,Having an Extramarital Affair,Male
282,146.198.242.96,100,12,TRUE,2018/6/19 06:53,R_vT9lf4Qj4VcW6B3,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,3.53,5.77,6.693,4,Prime Minister 2,1.338,4.852,4.916,4,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,Misreporting Funds,Labour Party,Male,Neutral,Labour Party,Sexual Harassment,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Scandal,Plagiarism,No Scandal,Conservative Party,Female,Oppose EU Integration,Conservative Party,Misreporting Funds
283,92.40.249.241,100,28,TRUE,2018/6/19 06:53,R_1GZxKcA7LwwuoLV,NA,NA,NA,NA,51.51420593,-0.093093872,anonymous,EN,2.447,15.862,16.545,3,Prime Minister 1,8.748,9.348,10.199,3,Prime Minister 1,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Male,Sexual Harassment,Labour Party,Oppose EU Integration,Labour Party,Having an Extramarital Affair,Gender,Female,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Male,Sexual Harassment,Labour Party,Support EU Integration,Labour Party,Misreporting Funds
284,86.151.53.16,100,20,TRUE,2018/6/19 06:57,R_10UywM25OMwvSgE,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,9.822,9.822,10.71,1,Prime Minister 2,7.201,7.201,8.501,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Labour Party,No Scandal,Female,Labour Party,No Scandal,Support EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Liberal Democrats,No Scandal,Female,Conservative Party,No Scandal,Neutral
285,80.189.49.226,100,54,TRUE,2018/6/19 06:58,R_1FkuplcaqNdxwFg,NA,NA,NA,NA,51.26669312,1.083297729,anonymous,EN,0.917,16.467,16.534,5,Prime Minister 2,0.846,38.088,38.637,5,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Gender,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Misreporting Funds,Conservative Party,Plagiarism,Female,Neutral,Liberal Democrats,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Having an Extranarital Affair,Male,Support EU Integration,Conservative Party
286,213.205.251.92,100,22,TRUE,2018/6/19 06:58,R_2rjAJTx6HNNTYIm,NA,NA,NA,NA,51.55000305,0.166702271,anonymous,EN,1.061,6.614,7.071,8,Prime Minister 1,0.566,11.965,12.641,8,Prime Minister 2,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Having an Extramarital Affair,Female,Labour Party,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Neutral,Having an Extranarital Affair,Conservative Party,No Scandal,Male,Conservative Party,Support EU Integration
287,155.245.57.90,100,32,TRUE,2018/6/19 06:59,R_0PWHl46KznumXqp,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,19.881,19.881,21.646,1,Prime Minister 1,8.604,8.604,9.894,1,Prime Minister 2,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Misreporting Funds,Female,Oppose EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Plagiarism,Female,Neutral,Labour Party,Labour Party,Plagiarism
288,82.17.246.114,100,105,TRUE,2018/6/19 07:01,R_qWtkJlQJkjfyIMh,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.028,30.368,30.895,5,Prime Minister 2,6.947,68.275,74.213,4,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Plagiarism,Conservative Party,Conservative Party,Female,Support EU Integration,No Scandal,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Misreporting Funds,Labour Party,Labour Party,Female,Oppose EU Integration,Sexual Harassment
289,80.2.20.104,100,32,TRUE,2018/6/19 07:02,R_2q7YyQf9FGrscVT,NA,NA,NA,NA,51.6302948,0.000504,anonymous,EN,5.774,15.99,22.939,5,Prime Minister 2,4.555,9.413,11.114,4,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,No Scandal,Liberal Democrats,Oppose EU Integration,Female,Plagiarism,Conservative Party,Having an Extranarital Affair,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Conservative Party,Support EU Integration,Male,Plagiarism,Conservative Party,No Scandal
290,31.75.198.168,100,21,TRUE,2018/6/19 07:04,R_3j2seuntEdirqh9,NA,NA,NA,NA,51.51420593,-0.093093872,anonymous,EN,1.571,8.266,9.473,3,Prime Minister 1,0.921,9.14,10.154,3,Prime Minister 1,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Female,Sexual Harassment,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Female,Having an Extranarital Affair,Oppose EU Integration,Liberal Democrats,Conservative Party,Having an Extramarital Affair
291,155.245.59.41,100,29,TRUE,2018/6/19 07:05,R_1KkG7Y8qZ3fYHXQ,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,19.756,19.756,20.886,1,Prime Minister 2,7.362,7.362,8.586,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Scandal,Plagiarism,Support EU Integration,Labour Party,Female,Labour Party,Misreporting Funds,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Oppose EU Integration,Conservative Party,Female,Liberal Democrats,Sexual Harassment,Plagiarism
292,92.40.248.50,100,47,TRUE,2018/6/19 07:12,R_3JgQmdKuUobwUN7,NA,NA,NA,NA,51.6000061,-0.066696167,anonymous,EN,4.827,36.8,37.431,5,Prime Minister 1,1.313,7.813,8.621,4,Prime Minister 2,Gender,Male,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,No Scandal,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Female,Sexual Harassment,Oppose EU Integration,Misreporting Funds,Liberal Democrats,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Male,No Scandal,Neutral,Having an Extranarital Affair,Liberal Democrats,Conservative Party
293,5.151.221.253,100,35,TRUE,2018/6/19 07:15,R_e2GOgl7PFS1LTwJ,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.059,16.68,18.744,4,Prime Minister 2,0.926,15.485,15.943,6,Prime Minister 2,EU Integration,Neutral,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,Support EU Integration,Misreporting Funds,Conservative Party,Misreporting Funds,Conservative Party,Male,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Male,Oppose EU Integration,No Scandal,Labour Party,No Scandal,Labour Party,Male
294,86.1.184.137,100,24,TRUE,2018/6/19 07:17,R_Zz9NIk2vW1isro5,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.652,12.018,12.885,5,Prime Minister 2,0.636,11.025,11.043,7,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Having an Extranarital Affair,Labour Party,Support EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Neutral,Conservative Party,Female,Having an Extramarital Affair,Misreporting Funds,Conservative Party,Oppose EU Integration
295,90.255.21.138,100,32,TRUE,2018/6/19 07:19,R_23dGKs7f8mIB8mJ,NA,NA,NA,NA,51.5,-0.116699219,anonymous,EN,13.479,13.479,14.908,1,Prime Minister 2,9.95,9.95,17.128,1,Prime Minister 1,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Conservative Party,Female,Liberal Democrats,Support EU Integration,Sexual Harassment,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,Labour Party,Female,Labour Party,Neutral,No Scandal,Misreporting Funds
296,84.92.90.30,100,66,TRUE,2018/6/19 07:25,R_3HZgkQOUOM75vGt,NA,NA,NA,NA,51.65719604,0.760803223,anonymous,EN,21.484,26.997,27.472,4,Prime Minister 2,1.091,37.121,37.586,8,Prime Minister 1,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Neutral,Female,Conservative Party,Plagiarism,No Scandal,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Support EU Integration,Male,Conservative Party,Misreporting Funds,Sexual Harassment,Liberal Democrats
297,81.147.69.209,100,46,TRUE,2018/6/19 07:26,R_29m1cLeFN1QlI9t,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,19.37,19.37,21.112,2,Prime Minister 1,20.919,21.103,22.845,2,Prime Minister 1,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Labour Party,Sexual Harassment,Female,No Scandal,Labour Party,Neutral,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Labour Party,Sexual Harassment,Female,No Scandal,Labour Party,Oppose EU Integration
298,86.14.185.252,100,43,TRUE,2018/6/19 07:28,R_6XQPw0JMx0gFlBv,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,1.106,32.368,33.858,9,Prime Minister 1,0.563,8.342,8.851,5,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Misreporting Funds,Female,Plagiarism,Conservative Party,Neutral,Conservative Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Misreporting Funds,Male,No Scandal,Labour Party,Oppose EU Integration,Labour Party
299,147.147.162.56,100,31,TRUE,2018/6/19 07:29,R_2WOmISXWdQlul7t,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,18.156,18.156,20.283,1,Prime Minister 2,8.402,8.402,9.742,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,No Scandal,Having an Extramarital Affair,Female,Liberal Democrats,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Plagiarism,No Scandal,Female,Conservative Party,Oppose EU Integration
300,82.132.218.185,100,15,TRUE,2018/6/19 07:34,R_1KxSqKhXk0bWX4g,NA,NA,NA,NA,51.51669312,-0.333297729,anonymous,EN,1.223,7.542,7.503,5,Prime Minister 2,0.665,3.854,6.198,4,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,No Scandal,Liberal Democrats,Conservative Party,Oppose EU Integration,Plagiarism,Male,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Plagiarism,Gender,Male,Having an Extramarital Affair,Labour Party,Labour Party,Neutral,No Scandal,Female
301,86.161.54.232,100,23,TRUE,2018/6/19 07:48,R_3j0awm2ERYywqAi,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,8.495,10.921,11.479,4,Prime Minister 2,10.235,10.247,11.066,2,Prime Minister 2,Gender,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Female,Labour Party,Labour Party,Support EU Integration,Sexual Harassment,No Scandal,Gender,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Male,Labour Party,Labour Party,Neutral,Plagiarism,No Scandal
302,155.245.62.47,100,26,TRUE,2018/6/19 07:49,R_0TJXbKrnMGAtfiN,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,17.315,17.315,18.41,1,Prime Minister 1,3.077,3.077,4.1,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Scandal,Plagiarism,Neutral,Conservative Party,Male,Sexual Harassment,Conservative Party,Having an Extranarital Affair,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Oppose EU Integration,Labour Party,Female,Misreporting Funds,Labour Party,Having an Extranarital Affair
303,155.245.69.102,100,20,TRUE,2018/6/19 07:58,R_12nFYgR49mHP6CK,NA,NA,NA,NA,51.93649292,1.278305054,anonymous,EN,8.997,8.997,10.416,1,Prime Minister 1,7.527,7.527,9.499,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Having an Extramarital Affair,Neutral,Female,Labour Party,Labour Party,Sexual Harassment,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Sexual Harassment,Neutral,Female,Conservative Party,Liberal Democrats,Sexual Harassment
304,213.205.251.27,100,10,TRUE,2018/6/19 08:00,R_31ATNFdiOwTqX3X,NA,NA,NA,NA,51.55000305,0.166702271,anonymous,EN,1.587,3.401,4.63,3,Prime Minister 2,0.836,3.088,3.544,3,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Gender,Male,Plagiarism,Conservative Party,Having an Extranarital Affair,Support EU Integration,Liberal Democrats,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Having an Extramarital Affair,Labour Party,No Scandal,Neutral,Labour Party,Male
305,155.245.155.242,100,63,TRUE,2018/6/19 08:02,R_3qkh6pHjIYpsOxf,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,2.731,15.531,15.94,6,Prime Minister 2,12.288,37.645,39.331,5,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair,No Scandal,Conservative Party,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Male,Minister's Scandal,Plagiarism,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Female,No Scandal,No Scandal,Labour Party,Oppose EU Integration
