,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First.Click,Q1_Last.Click,Q1_Page.Submit,Q1_Click.Count,Q3_First.Click,Q3_Last.Click,Q3_Page.Submit,Q3_Click.Count,Q4,Q5_First.Click,Q5_Last.Click,Q5_Page.Submit,Q5_Click.Count,Q6,F.1.1,F.1.1.1,F.1.2,F.1.1.2,F.1.3,F.1.1.3,F.1.4,F.1.1.4,F.1.5,F.1.1.5,F.1.6,F.1.1.6,F.1.7,F.1.1.7,F.1.2.1,F.1.2.2,F.1.2.3,F.1.2.4,F.1.2.5,F.1.2.6,F.1.2.7,F.2.1,F.2.1.1,F.2.2,F.2.1.2,F.2.3,F.2.1.3,F.2.4,F.2.1.4,F.2.5,F.2.1.5,F.2.6,F.2.1.6,F.2.7,F.2.1.7,F.2.2.1,F.2.2.2,F.2.2.3,F.2.2.4,F.2.2.5,F.2.2.6,F.2.2.7
259,90.200.133.108,100,61,TRUE,2018/6/19 06:19,R_2bJJxsKctuJY0f0,NA,NA,NA,NA,50.8999939,-1.399993896,anonymous,EN,5.668,22.126,23.616,3,1.39,19.948,21.568,5,Minister 2,1.226,12.457,13.216,5,Minister 1,Gender,Male,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,No Scandal,PM's Position in EU Integration,Neutral,Female,Liberal Democrats,Conservative Party,Neutral,Having an Extramarital Affair,Having an Extramarital Affair,Neutral,Gender,Male,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Male,Liberal Democrats,Conservative Party,Neutral,Sexual Harassment,Having an Extramarital Affair,Support EU Integration
260,2.96.125.239,100,52,TRUE,2018/6/19 06:20,R_yxRmGH4bMpYGUUx,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,11.789,13.652,14.965,2,20.4,20.4,21.761,1,Minister 2,11.281,11.281,13.531,1,Minister 1,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Having an Extramarital Affair,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Support EU Integration,Oppose EU Integration,Female,Plagiarism,Having an Extramarital Affair,Labour Party,Labour Party,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Misreporting Funds,Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,Support EU Integration,Female,Plagiarism,Having an Extramarital Affair,Conservative Party,Liberal Democrats
261,188.223.61.86,100,152,TRUE,2018/6/19 06:24,R_126nzaIfyAgtXA7,NA,NA,NA,NA,51.43330383,-1,anonymous,EN,10.374,27.78,30.513,4,2.116,96.452,96.995,9,Minister 2,1.232,21.061,22.564,4,Minister 1,Party Affiliation,Liberal Democrats,PM's Scandal,Sexual Harassment,Gender,Male,EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Labour Party,Misreporting Funds,Female,Oppose EU Integration,Labour Party,No Scandal,Oppose EU Integration,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Conservative Party,Plagiarism,Female,Oppose EU Integration,Conservative Party,Sexual Harassment,Neutral
262,86.11.248.91,100,45,TRUE,2018/6/19 06:25,R_3hbRD3JNfQZF3d3,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,2.835,10.401,10.83,4,4.378,17.328,17.863,5,Minister 1,5.147,12.042,12.062,7,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Female,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Plagiarism,Liberal Democrats,Female,Support EU Integration,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,Male,Support EU Integration,Having an Extramarital Affair
263,82.132.227.159,100,26,TRUE,2018/6/19 06:28,R_3EcASavgFN5UA8A,NA,NA,NA,NA,51.6000061,-0.066696167,anonymous,EN,1.73,4.495,7.797,2,1.431,8.611,9.336,5,Minister 2,5.371,6.639,7.267,4,Minister 1,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Conservative Party,No Scandal,Conservative Party,Male,Oppose EU Integration,Support EU Integration,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Liberal Democrats,Misreporting Funds,Conservative Party,Female,Neutral,Oppose EU Integration,Sexual Harassment
264,81.153.144.254,100,39,TRUE,2018/6/19 06:28,R_1dtvolAekyhoE4n,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,4.244,9.015,9.712,7,6.153,7.19,7.937,3,Minister 2,0.542,7.944,8.516,10,Minister 1,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Plagiarism,Having an Extramarital Affair,Labour Party,Oppose EU Integration,Male,Neutral,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Male,PM's Position in EU Integration,Neutral,Liberal Democrats,Plagiarism,Plagiarism,Conservative Party,Oppose EU Integration,Male,Oppose EU Integration
265,46.183.192.158,100,61,TRUE,2018/6/19 06:28,R_3Mc9gTON7Pc9Fzf,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.095,31.067,32.447,5,2.377,16.856,20.497,4,Minister 1,2.993,5.803,6.672,6,Minister 1,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,No Scandal,Support EU Integration,Male,No Scandal,Oppose EU Integration,Conservative Party,Liberal Democrats,Sexual Harassment,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Oppose EU Integration,Male,Sexual Harassment,Support EU Integration,Conservative Party,Conservative Party,Having an Extramarital Affair
266,82.132.228.55,100,27,TRUE,2018/6/19 06:29,R_D336CmjUJaxj6bD,NA,NA,NA,NA,53.38330078,-2.600006104,anonymous,EN,2.229,12.754,16.052,4,0.817,5.221,6.075,6,Minister 1,1.868,6.042,6.627,5,Minister 1,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Liberal Democrats,Oppose EU Integration,Oppose EU Integration,Having an Extramarital Affair,Female,Conservative Party,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Gender,Male,PM's Partisanship,Conservative Party,Scandal,No Scandal,Liberal Democrats,Oppose EU Integration,Support EU Integration,Plagiarism,Female,Conservative Party,Sexual Harassment
267,94.197.120.217,100,71,TRUE,2018/6/19 06:29,R_2obVwtkPtk2l6Y9,NA,NA,NA,NA,51.51420593,-0.093093872,anonymous,EN,1.55,13.656,14.565,4,1.562,29.521,30.139,10,Minister 1,1.533,9.25,10.239,3,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Plagiarism,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Labour Party,Male,Neutral,Labour Party,Having an Extramarital Affair,Sexual Harassment,Neutral,PM's Partisanship,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Labour Party,Male,Oppose EU Integration,Labour Party,Misreporting Funds,No Scandal,Support EU Integration
268,155.245.29.160,100,19,TRUE,2018/6/19 06:30,R_2dTqCnlQHNTsVmS,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,0,0,2.534,0,3.897,3.897,5.796,1,Minister 1,7.138,8.835,9.202,2,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Female,PM's Scandal,No Scandal,Party Affiliation,Labour Party,Scandal,No Scandal,Conservative Party,Oppose EU Integration,Neutral,Female,Sexual Harassment,Conservative Party,Having an Extramarital Affair,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Neutral,Female,Sexual Harassment,Liberal Democrats,Plagiarism
269,86.14.185.108,100,55,TRUE,2018/6/19 06:31,R_2t98ooTBZsPPR6Q,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,17.455,17.455,20.697,1,17.151,19.905,21.376,2,Minister 1,3.867,12.135,14.033,2,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Plagiarism,Conservative Party,Neutral,Female,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,No Scandal,Liberal Democrats,Oppose EU Integration,Male,Misreporting Funds,Oppose EU Integration,Conservative Party
270,90.219.104.118,100,129,TRUE,2018/6/19 06:33,R_s80GHjFn5rJHDc5,NA,NA,NA,NA,52.08329773,1.166702271,anonymous,EN,2.054,23.876,24.596,2,57.414,58.327,58.898,3,Minister 1,37.433,44.075,44.836,6,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,Scandal,Misreporting Funds,Conservative Party,Support EU Integration,Conservative Party,Having an Extramarital Affair,Female,Oppose EU Integration,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Gender,Male,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Labour Party,Neutral,Labour Party,Having an Extramarital Affair,Female,Support EU Integration,Plagiarism
271,151.230.144.27,100,108,TRUE,2018/6/19 06:34,R_3pr6efekinQ7YP7,NA,NA,NA,NA,51.93649292,1.278305054,anonymous,EN,0.874,28.215,30.408,4,13.106,59.548,60.263,4,Minister 2,0.78,14.414,15.064,5,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Labour Party,Neutral,Misreporting Funds,Labour Party,Female,Support EU Integration,Sexual Harassment,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Sexual Harassment,Liberal Democrats,Female,Neutral,Plagiarism
272,155.245.62.107,100,97,TRUE,2018/6/19 06:35,R_s5wN1DB2URW77mF,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,10.547,0,67.422,67.422,68.438,1,Minister 2,14.861,14.861,15.97,1,Minister 1,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Labour Party,Female,Oppose EU Integration,Plagiarism,Having an Extramarital Affair,Support EU Integration,Labour Party,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Conservative Party,Male,Support EU Integration,Having an Extramarital Affair,Misreporting Funds,Oppose EU Integration,Conservative Party
273,86.11.250.124,100,40,TRUE,2018/6/19 06:37,R_2TKScDDh1vUM2B2,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,7.524,0,19.826,19.826,21.824,1,Minister 2,6.8,6.8,8.605,1,Minister 1,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Female,Neutral,Conservative Party,No Scandal,Conservative Party,Support EU Integration,Having an Extramarital Affair,Male,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Gender,Male,Oppose EU Integration,Conservative Party,Sexual Harassment,Conservative Party,Oppose EU Integration,Plagiarism,Male
274,82.132.240.107,100,103,TRUE,2018/6/19 06:42,R_1OxHfhQ7hqmBp9H,NA,NA,NA,NA,52.58329773,-2.133300781,anonymous,EN,15.331,53.253,59.759,7,12.993,19.78,20.684,4,Minister 2,9.416,17.093,17.874,4,Minister 1,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Misreporting Funds,Labour Party,Labour Party,Having an Extramarital Affair,Female,Oppose EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Gender,Female,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Sexual Harassment,Labour Party,Labour Party,No Scandal,Female,Oppose EU Integration,Support EU Integration
275,78.150.209.230,100,29,TRUE,2018/6/19 06:42,R_3gNqzRBJbPupCJM,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,2.789,0,11.759,11.759,13.124,1,Minister 1,11.192,11.192,12.145,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Labour Party,Support EU Integration,No Scandal,Male,Labour Party,Misreporting Funds,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Gender,Female,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Oppose EU Integration,Conservative Party,Neutral,Sexual Harassment,Male,Conservative Party,Plagiarism,Support EU Integration
276,165.225.80.131,100,173,TRUE,2018/6/19 06:44,R_1kM3D5wqBYPhU2Z,NA,NA,NA,NA,51.49639893,-0.122406006,anonymous,EN,12.216,42.263,43.285,2,4.097,57.234,59.276,3,Minister 2,60.017,75.448,76.378,3,Minister 1,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,Liberal Democrats,Support EU Integration,Male,Oppose EU Integration,Sexual Harassment,Conservative Party,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Labour Party,Neutral,Female,Neutral,Plagiarism,Labour Party,No Scandal
277,86.184.24.237,100,61,TRUE,2018/6/19 06:46,R_21d2p0Oi2ADRwpT,NA,NA,NA,NA,52.07060242,0.761901855,anonymous,EN,0,0,14.69,0,34.072,34.072,34.924,1,Minister 2,8.907,8.907,9.384,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Labour Party,Labour Party,Sexual Harassment,Female,Plagiarism,Neutral,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Conservative Party,Liberal Democrats,Misreporting Funds,Male,Misreporting Funds,Oppose EU Integration,Support EU Integration
278,86.151.53.41,100,124,TRUE,2018/6/19 06:48,R_2XniJr73Kt6HWB5,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,2.369,5.127,7.696,2,2.087,12.743,13.532,5,Minister 2,2.796,92.285,92.984,8,Minister 1,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Female,No Scandal,Neutral,No Scandal,Neutral,Conservative Party,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Male,Sexual Harassment,Neutral,No Scandal,Support EU Integration,Liberal Democrats,Conservative Party
279,2.122.222.204,100,90,TRUE,2018/6/19 06:52,R_9XP4dglWZUZovLP,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,6.379,48.142,52.046,13,0.693,17.644,19.682,4,Minister 2,12.045,15.567,16.437,4,Minister 1,PM's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Female,Conservative Party,Having an Extramarital Affair,Neutral,Plagiarism,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Conservative Party,Female,Liberal Democrats,Misreporting Funds,Neutral,Sexual Harassment,Neutral
280,81.106.114.114,100,43,TRUE,2018/6/19 06:53,R_33g0h8LGIzjedcy,NA,NA,NA,NA,51.75,-0.333297729,anonymous,EN,5.001,8.101,9.088,8,0.686,17.268,17.821,12,Minister 2,0.626,13.878,15.005,7,Minister 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Male,Conservative Party,Having an Extramarital Affair,Support EU Integration,Conservative Party,Oppose EU Integration,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Male,Conservative Party,Misreporting Funds,Oppose EU Integration,Conservative Party,Neutral,Plagiarism
281,146.198.242.96,100,25,TRUE,2018/6/19 06:53,R_2zBIYe2De9K87yx,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,3.005,3.54,5.785,2,0.987,5.517,6.367,4,Minister 2,2.23,2.548,3.515,3,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Female,No Scandal,Neutral,Liberal Democrats,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Neutral,Labour Party,Male,Sexual Harassment,Neutral,Labour Party,No Scandal
282,92.40.249.241,100,96,TRUE,2018/6/19 06:55,R_3HjjtrQ8Z7DHBvN,NA,NA,NA,NA,51.51420593,-0.093093872,anonymous,EN,3.114,14.987,15.556,7,1.399,54.378,55.095,5,Minister 1,2.113,15.501,17.634,4,Minister 2,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,EU Integration,Neutral,Support EU Integration,Male,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Neutral,PM's Position in EU Integration,Neutral,Gender,Male,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Support EU Integration,Female,No Scandal,Labour Party,Labour Party,Sexual Harassment,Support EU Integration
283,86.151.53.16,100,45,TRUE,2018/6/19 06:58,R_1JQN9ctrtQmdaZS,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,0,0,5.294,0,23.401,24.692,25.173,2,Minister 1,11.512,11.512,12.375,1,Minister 2,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Misreporting Funds,Conservative Party,Female,Liberal Democrats,Plagiarism,Oppose EU Integration,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Neutral,Plagiarism,Conservative Party,Female,Conservative Party,Plagiarism,Support EU Integration
284,213.205.251.92,100,36,TRUE,2018/6/19 06:58,R_1kTtA6WrhEcYSjg,NA,NA,NA,NA,51.55000305,0.166702271,anonymous,EN,0.974,6.381,8.125,6,0.863,16.281,17.093,9,Minister 2,0.784,7.538,8.111,7,Minister 1,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Conservative Party,Male,Oppose EU Integration,No Scandal,Support EU Integration,No Scandal,Liberal Democrats,PM's Partisanship,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,EU Integration,Neutral,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,Conservative Party,Male,Support EU Integration,Misreporting Funds,Support EU Integration,Sexual Harassment,Liberal Democrats
285,80.189.49.226,100,84,TRUE,2018/6/19 06:59,R_3pgaLpMmADvRXMu,NA,NA,NA,NA,51.26669312,1.083297729,anonymous,EN,1.558,17.984,21.124,9,0.639,35.658,36.565,5,Minister 2,1.115,21.73,22.292,5,Minister 2,Gender,Male,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Female,Plagiarism,Sexual Harassment,Neutral,Neutral,Labour Party,Labour Party,Gender,Male,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Female,Plagiarism,No Scandal,Neutral,Neutral,Conservative Party,Conservative Party
286,155.245.57.90,100,61,TRUE,2018/6/19 07:00,R_3fiTM6UoJPmUIUE,NA,NA,NA,NA,51.90859985,0.920898438,anonymous,EN,0,0,29.039,0,15.879,15.879,17.171,1,Minister 1,11.963,11.963,13.318,1,Minister 1,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Sexual Harassment,Conservative Party,Oppose EU Integration,Oppose EU Integration,Male,Conservative Party,Having an Extramarital Affair,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Sexual Harassment,Conservative Party,Oppose EU Integration,Support EU Integration,Male,Liberal Democrats,Misreporting Funds
287,82.17.246.114,100,79,TRUE,2018/6/19 07:03,R_3r0U85rROSuaPHJ,NA,NA,NA,NA,51.88330078,0.899993896,anonymous,EN,4.452,7.325,10.072,3,3.78,15.201,18.086,5,Minister 1,28.241,36.981,37.821,4,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,Scandal,No Scandal,Oppose EU Integration,No Scandal,Female,Conservative Party,Liberal Democrats,Support EU Integration,Sexual Harassment,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Support EU Integration,Sexual Harassment,Female,Labour Party,Labour Party,Oppose EU Integration,Plagiarism
288,80.2.20.104,100,65,TRUE,2018/6/19 07:03,R_2zd17CGQ3KatARc,NA,NA,NA,NA,51.6302948,0.000504,anonymous,EN,7.203,11.691,12.397,3,35.689,40.611,41.19,4,Minister 2,2.311,13.977,16.39,5,Minister 1,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Male,Support EU Integration,Oppose EU Integration,No Scandal,Liberal Democrats,Conservative Party,Having an Extramarital Affair,Gender,Female,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Male,Neutral,Support EU Integration,Having an Extramarital Affair,Labour Party,Labour Party,No Scandal
