"","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1_First.Click","Q1_Last.Click","Q1_Page.Submit","Q1_Click.Count","Q2","Q3_First.Click","Q3_Last.Click","Q3_Page.Submit","Q3_Click.Count","Q4","F.1.1","F.1.1.1","F.1.2","F.1.1.2","F.1.3","F.1.1.3","F.1.4","F.1.1.4","F.1.2.1","F.1.2.2","F.1.2.3","F.1.2.4","F.2.1","F.2.1.1","F.2.2","F.2.1.2","F.2.3","F.2.1.3","F.2.4","F.2.1.4","F.2.2.1","F.2.2.2","F.2.2.3","F.2.2.4"
"297","84.92.90.30",100,19,TRUE,"2018/6/19 07:22","R_2rNiZx9vXHkNaMt",NA,NA,NA,NA,51.65719604,0.760803223,"anonymous","EN",2.421,6.026,7.139,5,"Candidate 2",8.534,9.636,10.207,5,"Candidate 1","EU Integration","Support EU Integration","Gender","Male","Party Affiliation","Conservative Party","Scandal","Misreporting Funds","Neutral","Male","Labour Party","Plagiarism","EU Integration","Oppose EU Integration","Gender","Female","Party Affiliation","Liberal Democrats","Scandal","No Scandal","Support EU Integration","Female","Liberal Democrats","No Scandal"
"298","81.147.69.209",100,46,TRUE,"2018/6/19 07:22","R_d6d0GSN91gwrJw5",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",12.443,26.366,26.459,5,"Candidate 2",14.448,15.057,17.063,3,"Candidate 2","Party Affiliation","Labour Party","Scandal","Sexual Harassment","Gender","Male","EU Integration","Neutral","Labour Party","No Scandal","Female","Neutral","Party Affiliation","Conservative Party","Scandal","Plagiarism","Gender","Male","EU Integration","Oppose EU Integration","Labour Party","Plagiarism","Male","Support EU Integration"
"299","86.14.185.252",100,38,TRUE,"2018/6/19 07:24","R_1dfOryH9Jrejxnq",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",1.609,27.558,28.012,5,"Candidate 2",6.439,7.065,7.673,3,"Candidate 1","Party Affiliation","Liberal Democrats","EU Integration","Oppose EU Integration","Scandal","Having an Extramarital Affair","Gender","Male","Labour Party","Support EU Integration","Plagiarism","Male","Party Affiliation","Conservative Party","EU Integration","Neutral","Scandal","Plagiarism","Gender","Male","Conservative Party","Oppose EU Integration","Misreporting Funds","Female"
"300","147.147.162.56",100,53,TRUE,"2018/6/19 07:25","R_4ZoApSlJHsunDsl",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",22.886,22.886,25.574,1,"Candidate 2",25.355,25.355,27.127,1,"Candidate 2","EU Integration","Neutral","Party Affiliation","Labour Party","Scandal","Misreporting Funds","Gender","Female","Oppose EU Integration","Conservative Party","Plagiarism","Female","EU Integration","Support EU Integration","Party Affiliation","Liberal Democrats","Scandal","Sexual Harassment","Gender","Male","Oppose EU Integration","Liberal Democrats","Misreporting Funds","Female"
"301","82.132.218.185",100,24,TRUE,"2018/6/19 07:32","R_3htgt5geRM0MeUe",NA,NA,NA,NA,51.51669312,-0.333297729,"anonymous","EN",1.712,9.409,15.72,3,"Candidate 1",4.514,6.128,7.329,3,"Candidate 2","Scandal","Plagiarism","Gender","Female","EU Integration","Oppose EU Integration","Party Affiliation","Liberal Democrats","Having an Extramarital Affair","Male","Oppose EU Integration","Conservative Party","Scandal","Having an Extramarital Affair","Gender","Female","EU Integration","Oppose EU Integration","Party Affiliation","Conservative Party","No Scandal","Female","Oppose EU Integration","Liberal Democrats"
"302","86.161.54.232",100,24,TRUE,"2018/6/19 07:46","R_PLpMlTmXRKoRyBb",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",12.111,12.127,13.359,2,"Candidate 2",7.9,7.917,8.832,2,"Candidate 2","EU Integration","Neutral","Gender","Male","Scandal","Plagiarism","Party Affiliation","Labour Party","Oppose EU Integration","Male","No Scandal","Labour Party","EU Integration","Oppose EU Integration","Gender","Male","Scandal","Misreporting Funds","Party Affiliation","Conservative Party","Neutral","Male","Misreporting Funds","Conservative Party"
"303","155.245.62.47",100,47,TRUE,"2018/6/19 07:47","R_3OjPkKCmW5TIVEi",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",21.62,21.62,22.813,1,"Candidate 1",19.184,19.184,22.766,1,"Candidate 2","EU Integration","Support EU Integration","Gender","Male","Party Affiliation","Labour Party","Scandal","Having an Extramarital Affair","Support EU Integration","Male","Liberal Democrats","No Scandal","EU Integration","Oppose EU Integration","Gender","Female","Party Affiliation","Labour Party","Scandal","No Scandal","Support EU Integration","Female","Liberal Democrats","Sexual Harassment"
"304","155.245.69.102",100,35,TRUE,"2018/6/19 07:55","R_5bU0RwQVk6XtT45",NA,NA,NA,NA,51.93649292,1.278305054,"anonymous","EN",22.063,22.063,23.719,1,"Candidate 2",3.725,3.725,7.54,1,"Candidate 1","Party Affiliation","Liberal Democrats","Scandal","Sexual Harassment","EU Integration","Support EU Integration","Gender","Male","Labour Party","Misreporting Funds","Oppose EU Integration","Male","Party Affiliation","Liberal Democrats","Scandal","Misreporting Funds","EU Integration","Neutral","Gender","Female","Labour Party","Misreporting Funds","Neutral","Female"
"305","155.245.155.242",100,32,TRUE,"2018/6/19 07:58","R_2v66Nyk4c6OePM8",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",2.071,16.5,19.274,3,"Candidate 1",1.343,6.702,12.447,3,"Candidate 1","Gender","Male","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Scandal","Plagiarism","Female","Conservative Party","Neutral","Plagiarism","Gender","Female","Party Affiliation","Labour Party","EU Integration","Neutral","Scandal","Sexual Harassment","Female","Liberal Democrats","Support EU Integration","Misreporting Funds"
"306","81.135.1.48",100,27,TRUE,"2018/6/19 07:59","R_RCCqJ4ayBFLDmWB",NA,NA,NA,NA,51.89660645,-0.634506226,"anonymous","EN",13.509,13.509,15.266,1,"Candidate 1",8.91,8.91,10.803,1,"Candidate 2","Gender","Female","EU Integration","Support EU Integration","Party Affiliation","Labour Party","Scandal","Misreporting Funds","Male","Support EU Integration","Conservative Party","Sexual Harassment","Gender","Male","EU Integration","Oppose EU Integration","Party Affiliation","Labour Party","Scandal","Having an Extramarital Affair","Female","Neutral","Liberal Democrats","No Scandal"
"307","213.205.251.27",100,17,TRUE,"2018/6/19 07:59","R_1OjHCEXSue7nm0F",NA,NA,NA,NA,51.55000305,0.166702271,"anonymous","EN",4.965,7.826,7.86,4,"Candidate 2",6.309,7.36,7.999,4,"Candidate 1","EU Integration","Oppose EU Integration","Party Affiliation","Liberal Democrats","Scandal","Sexual Harassment","Gender","Male","Support EU Integration","Labour Party","No Scandal","Male","EU Integration","Neutral","Party Affiliation","Labour Party","Scandal","Misreporting Funds","Gender","Female","Neutral","Labour Party","No Scandal","Male"
"308","86.135.29.157",100,41,TRUE,"2018/6/19 07:59","R_1Lht33quOsiAePB",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",17.957,17.961,20.889,2,"Candidate 2",16.153,16.167,17.993,2,"Candidate 1","Party Affiliation","Conservative Party","Gender","Female","Scandal","Sexual Harassment","EU Integration","Neutral","Labour Party","Female","No Scandal","Neutral","Party Affiliation","Labour Party","Gender","Female","Scandal","No Scandal","EU Integration","Support EU Integration","Conservative Party","Female","Misreporting Funds","Support EU Integration"
"309","86.11.249.25",100,12,TRUE,"2018/6/19 08:01","R_1BP283V0IApSLmS",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",1.487,7.375,7.855,6,"Candidate 2",0.734,2.549,3.195,5,"Candidate 2","EU Integration","Support EU Integration","Scandal","Plagiarism","Party Affiliation","Conservative Party","Gender","Male","Oppose EU Integration","No Scandal","Conservative Party","Male","EU Integration","Neutral","Scandal","Sexual Harassment","Party Affiliation","Liberal Democrats","Gender","Male","Neutral","Sexual Harassment","Liberal Democrats","Female"
"310","217.9.203.114",100,27,TRUE,"2018/6/19 08:05","R_3enyztOyHp7Soym",NA,NA,NA,NA,53.16670227,-3.083297729,"anonymous","EN",15.668,16.522,17.158,3,"Candidate 2",7.825,7.833,8.4,2,"Candidate 2","Scandal","Having an Extramarital Affair","EU Integration","Neutral","Gender","Male","Party Affiliation","Labour Party","Plagiarism","Neutral","Female","Labour Party","Scandal","No Scandal","EU Integration","Support EU Integration","Gender","Female","Party Affiliation","Liberal Democrats","Plagiarism","Neutral","Male","Conservative Party"
"311","155.245.56.74",100,31,TRUE,"2018/6/19 08:09","R_2aIwrt4icQxYeU5",NA,NA,NA,NA,51.90859985,0.920898438,"anonymous","EN",16.106,16.106,17.558,1,"Candidate 1",12.344,12.344,13.906,1,"Candidate 1","EU Integration","Neutral","Gender","Female","Party Affiliation","Labour Party","Scandal","Sexual Harassment","Neutral","Male","Labour Party","Having an Extramarital Affair","EU Integration","Support EU Integration","Gender","Male","Party Affiliation","Labour Party","Scandal","No Scandal","Neutral","Female","Conservative Party","Having an Extramarital Affair"
"312","217.43.97.236",100,27,TRUE,"2018/6/19 08:10","R_2DS7fJrpnH6Ez4y",NA,NA,NA,NA,51.73210144,-1.206298828,"anonymous","EN",1.803,14.848,16.169,4,"Candidate 2",7.736,7.754,9.86,2,"Candidate 2","Scandal","Plagiarism","Party Affiliation","Liberal Democrats","EU Integration","Neutral","Gender","Female","Having an Extramarital Affair","Liberal Democrats","Support EU Integration","Female","Scandal","No Scandal","Party Affiliation","Labour Party","EU Integration","Oppose EU Integration","Gender","Male","No Scandal","Liberal Democrats","Neutral","Male"
"313","82.145.55.37",100,27,TRUE,"2018/6/19 08:15","R_2VHEyNWEVUGDQL6",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN",16.318,16.33,17.075,2,"Candidate 2",8.09,7.998,9.062,2,"Candidate 2","Gender","Female","EU Integration","Oppose EU Integration","Scandal","Misreporting Funds","Party Affiliation","Labour Party","Male","Oppose EU Integration","Misreporting Funds","Conservative Party","Gender","Female","EU Integration","Neutral","Scandal","Sexual Harassment","Party Affiliation","Conservative Party","Male","Neutral","Plagiarism","Liberal Democrats"
"314","90.218.93.254",100,65,TRUE,"2018/6/19 08:24","R_1gFut697KgKGASw",NA,NA,NA,NA,52.08329773,1.166702271,"anonymous","EN",18.616,41.441,44.047,5,"Candidate 1",17.506,21.225,23.993,4,"Candidate 2","Party Affiliation","Liberal Democrats","Scandal","Sexual Harassment","EU Integration","Neutral","Gender","Female","Labour Party","Sexual Harassment","Oppose EU Integration","Female","Party Affiliation","Labour Party","Scandal","Having an Extramarital Affair","EU Integration","Support EU Integration","Gender","Male","Labour Party","No Scandal","Neutral","Female"
"316","90.252.28.83",100,21,TRUE,"2018/6/19 08:28","R_2pYRbDTpYqgyda0",NA,NA,NA,NA,50.86669922,-1.016693115,"anonymous","EN",4.665,6.245,11.058,2,"Candidate 2",6.013,6.013,9.038,1,"Candidate 1","Party Affiliation","Conservative Party","Gender","Male","Scandal","No Scandal","EU Integration","Oppose EU Integration","Labour Party","Male","Misreporting Funds","Support EU Integration","Party Affiliation","Labour Party","Gender","Female","Scandal","Having an Extramarital Affair","EU Integration","Neutral","Liberal Democrats","Male","No Scandal","Neutral"
"317","86.154.46.108",100,40,TRUE,"2018/6/19 08:57","R_2OK0yi5enuRQBVo",NA,NA,NA,NA,51.88330078,0.899993896,"anonymous","EN",18.169,18.176,19.92,2,"Candidate 2",16.71,16.72,18.619,2,"Candidate 2","EU Integration","Neutral","Gender","Male","Party Affiliation","Conservative Party","Scandal","Having an Extramarital Affair","Support EU Integration","Male","Labour Party","Plagiarism","EU Integration","Neutral","Gender","Female","Party Affiliation","Liberal Democrats","Scandal","Having an Extramarital Affair","Neutral","Male","Liberal Democrats","No Scandal"
